component_id,asset_id,Flag,Unnamed: 0,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes,variable_om_cost_CAD_per_MWh,average_fuel_price_CAD_per_MMBtu,average_fuel_price_CAD_per_GJ,carbon_emissions,heat_rate,spinning_reserve_capability,economic_life,capital_cost_CAD_per_kW,capital_overhead_CAD_per_kW,overnight_capital_cost_CAD_per_kW,interest_during_construction_CAD_per_kW,annualized_capital_cost_CAD_per_MWyear,total_project_cost_2020_CAD_per_kW
SNM,BC_SNM00_GEN,1,459,SunMine,BC_SNM00_GEN,SunMine,BC_SNM_GEN,City of Kimberley,BC,Kimberley,49.669012,-115.947628,1153,British Columbia.a,British Columbia,Cranbrook,BC_CBK_DSS,69,2010,2010,2040,,solar_PV,solar,1.1,1.1,0.0,0.0,0.0,0.2179,2.1,2.1,1,1,,0.0,0.0,0.0,0.0,,0.0,30.0,1725.1,34.5,1759.6,134.17,165468.18,2053.3
