TIME,Alberni-Clayoquot,Bulkley-Nechako,Capital,Cariboo,CentralCoast,CentralKootenay,CentralOkanagan,Columbia-Shuswap,Comox-Strathcona,CowichanValley,EastKootenay,FraserValley,Fraser-FortGeorge,Kitimat-Stikine,KootenayBoundary,GreaterVancouver,MountWaddington,Nanaimo,NorthOkanagan,Okanagan-Similkameen,PeaceRiver,PowellRiver,Skeena-QueenCharlotte,Squamish-Lillooet,Stikine,SunshineCoast,Thompson-Nicola
2021-01-01 00:00:00,37.513286198559825,36.0207201808465,377.3448081410814,56.388437035080734,3.255672967638941,64.92979801586435,180.76609494403812,65.72028441676696,126.24201377477314,98.02363687102978,66.8177232829887,233.63762496752352,68.60193246699302,37.76080016329741,30.124795929485252,1558.4314863238692,12.488535964460219,84.5646113644797,76.31750432909034,86.22493507497508,46.160037507473135,31.840766067546003,21.26724326390341,71.3756786885382,0.6561829138804063,44.55614721476001,114.44042547338071
2021-01-01 01:00:00,36.39379892391308,34.94577468946439,366.0839255665183,54.7056695653405,3.1585158047502597,62.99213565700297,175.37159706117325,63.7590320300443,122.47464646926464,95.09837424511981,64.82372066375015,226.66531263409024,66.55468472637993,36.63392647274579,29.225799090981578,1511.9241180247047,12.115847818261017,82.04099864212596,74.04000524577903,83.6517742736859,44.782510241178436,30.89056052599603,20.632577239851628,69.2456556458179,0.6366008272020621,43.22648391759662,111.02524613280012
2021-01-01 02:00:00,35.734661556597715,34.31286285808987,359.45368629364475,53.714881242035496,3.101311120058793,61.85126903449579,172.19539737313127,62.604275951880496,120.25647693424561,93.3760233532289,63.64968173840409,222.56011939104076,65.34929586975726,35.97044009419671,28.696483195413993,1484.5412750074395,11.896414610685785,80.55513320746908,72.6990478415864,82.1367356710577,43.97144278532269,30.331093711812404,20.25889537522301,67.99152992907607,0.6250711873821022,42.44359805104248,109.01443960516855
2021-01-01 03:00:00,35.60388033292403,34.18728511376953,358.138162628392,53.51829625725276,3.0899609842073117,61.62490660939517,171.5651990223293,62.375157682403554,119.81636393126566,93.03428706515531,63.41673750718464,221.74559692218173,65.11013141407817,35.83879597146872,28.591460200261697,1479.1081712341727,11.85287627584943,80.26031863710065,72.43298486456406,81.83613277371083,43.810516702811626,30.22008839153787,20.184752148114157,67.74269546146856,0.6227835604336976,42.28826355371031,108.6154700560353
2021-01-01 04:00:00,35.83928653553666,34.413325053546146,360.5061052258469,53.872149229861684,3.1103912287399784,62.032358974576304,172.69955605377285,62.787570567462055,120.60856733662959,93.64941238368777,63.83603712337966,223.21173736612798,65.54062743430055,36.07575539237911,28.78050159153583,1488.8877580260532,11.93124527855487,80.79098486376382,72.91189822320428,82.3772179889352,44.100183651331534,30.419897968032025,20.31820995691009,68.19059750316208,0.626901288940826,42.56786564890821,109.33361524447515
2021-01-01 05:00:00,36.50888640074593,35.05628310446629,367.2415863919407,54.87866435194931,3.1685039242995634,63.191334591091525,175.92617160987893,63.960656107184015,122.86194591188702,95.39910217862457,65.02871158722327,227.38209240668618,66.76514944737754,36.749773300746426,29.3182193267156,1516.7052493451795,12.15416155291701,82.30043546405017,74.2741406655587,83.91630482335115,44.92412519378818,30.988245207837615,20.697823279707418,69.46462997731253,0.6386139389166582,43.36317827524893,111.37633933603738
2021-01-01 06:00:00,37.6754549159152,36.17643658380373,378.97605748599466,56.632202416211335,3.269747136094778,65.21048742298913,181.54754089903255,66.00439107091837,126.78775389846831,98.44738986824103,67.10657412970082,234.64763282890874,68.8984963920351,37.92403887548012,30.2550244434741,1565.16853500272,12.542523499657301,84.93018143173654,76.64742242059805,86.59768266768519,46.35958584978685,31.978412664686417,21.35918086551839,71.68423342837151,0.6590195712964281,44.74876199145189,114.93514771430594
2021-01-01 07:00:00,39.087892131591,37.53267622246341,393.1837130707237,58.755320251864916,3.392328603290778,67.65520161407592,188.35368308769387,68.47886838126938,131.54097433065192,102.13814177943586,69.62237182687093,243.44447549258624,71.48147251336938,39.34579540094244,31.38927279111892,1623.8460557540022,13.012737515889942,88.11417879171556,79.5209025724394,89.84419395903134,48.097587540906325,33.17727012365134,22.159927718294,74.37164567853263,0.683725942339199,46.42637456263935,119.24401884494502
2021-01-01 08:00:00,40.49509809831984,38.883892751350274,407.3387477088426,60.87057468812718,3.5144560650527183,70.09086130815868,195.1346173423231,70.94418096084131,136.27659024271634,105.81522423910774,72.12885175479228,252.20873725750937,74.0548820564765,40.762286161495645,32.51932021895765,1682.3062523543538,13.481209998729126,91.28638356887984,82.38374020519987,93.07868113448362,49.82915218872535,34.37168736980527,22.95770884198526,77.04910454998944,0.7083408083040337,48.09777375393351,123.53693119361876
2021-01-01 09:00:00,41.67736036032996,40.019115560006156,419.23108164272696,62.647702950563136,3.6170612931501105,72.13717763106837,200.83161043357296,73.01541011691289,140.25521178965525,108.90452028329302,74.23466760501616,259.572020375995,76.21692873581556,41.9523490309567,33.46872809513443,1731.4215104646862,13.874796545649781,93.95150728501042,84.7889495174819,95.79613132649929,51.28392397462536,35.37517546508701,23.627963615049293,79.29856813716133,0.7290209559176123,49.501997609816335,127.14361591778332
2021-01-01 10:00:00,42.8073101328706,41.104107270933895,430.5972061105102,64.346197219086,3.71512646690691,74.09294898393779,206.276524184502,74.99499196519368,144.05778813540212,111.85712181224886,76.24730576275225,266.6094945069369,78.28330963288298,43.08975425132655,34.376126773250284,1778.3635270657119,14.250967758635891,96.49870517299362,87.08773363895497,98.3933403595762,52.67432532752093,36.33426143225894,24.268561097269778,81.4484979372902,0.7487860527518289,50.84408766676629,130.59071282229456
2021-01-01 11:00:00,43.39844126387566,41.671718675261836,436.54337307745243,65.23476135030398,3.7664290809556067,75.11610714539266,209.12502073012695,76.0306065432295,146.0470989088716,113.40176983434154,77.3002136878642,270.29113606617983,79.36433297255253,43.68478568605708,34.85083071133867,1802.9211561208783,14.44776103209622,97.83126703105893,88.290338295096,99.75206545558406,53.40171122047095,36.836005479899825,24.603688483801797,82.57322973087616,0.7591261265586182,51.546199594707716,132.39405518437687
2021-01-01 12:00:00,43.56584123017798,41.832458187991875,438.2272433689758,65.48639013082588,3.780957254845503,75.40585104952146,209.93167461915348,76.32387792815999,146.61044355268592,113.83919228307573,77.59838230382512,271.3337248263194,79.67046347582178,43.85329016314891,34.98526014513362,1809.87552895066,14.503490100686756,98.20862968113052,88.63089890568462,100.13683716418805,53.60769660608511,36.97809228985122,24.698591814501132,82.89173784941379,0.7620542890525763,51.745027751292895,132.90473620726743
2021-01-01 13:00:00,43.48214124702682,41.75208843162686,437.3853082232141,65.36057574056494,3.773693167900555,75.26097909745705,209.5283476746402,76.17724223569473,146.32877123077876,113.62048105870863,77.44929799584466,270.8124304462496,79.51739822418716,43.769037924603,34.91804542823615,1806.3983425357692,14.47562556639149,98.01994835609473,88.46061860039032,99.94445130988606,53.50470391327803,36.90704888487553,24.651140149151466,82.73248379014498,0.7605902078055973,51.645613673000305,132.64939569582214
2021-01-01 14:00:00,43.41936625966345,41.691811114353094,436.75385686389274,65.26621494786922,3.7682451026918433,75.15232513340874,209.22585246625525,76.06726546634579,146.11751698934836,113.4564476404333,77.33748476485931,270.4214596611972,79.40259928546116,43.70584874569356,34.86763439056304,1803.790452724601,14.454727165670036,97.87843736231787,88.33290837141958,99.80016191915955,53.42745939367271,36.85376633114375,24.615551400139214,82.61304324569336,0.7594921468703629,51.571053114280865,132.4578903122382
2021-01-01 15:00:00,43.87448491804786,42.12882166458787,441.3318792189721,65.95033069491313,3.8077435754549986,75.94006637275892,211.4189427270461,76.86459704412556,147.64911023971862,114.64568992292939,78.14813068950302,273.2559978528266,80.23489159122443,44.16397029278696,35.23311441369304,1822.6976538555693,14.606240570900553,98.90439206719999,89.25880753145734,100.84626000192664,53.987482160811204,37.2400648456991,24.87356983047802,83.47898719296748,0.7674530886508112,52.11161716499681,133.84630434322185
2021-01-01 16:00:00,45.783890783683674,43.96225673166485,460.53852473166137,68.82047147274113,3.9734555588866285,79.2449577792281,220.61983864875492,80.20972377848898,154.07476008322612,119.63503972880387,81.54911646530708,285.14802589816844,83.7266926441393,46.08597448461567,36.7664501429166,1902.020968945266,15.241900259511343,103.20868479457904,93.14332699598363,105.23506230319089,56.33700296547272,38.86074252170724,25.956060946267275,87.11197042003715,0.80085244209752,54.37950082604652,139.6712597605673
2021-01-01 17:00:00,46.57904062361968,44.72576941713252,468.53690861639774,70.01570818022017,4.042464384863636,80.62124132383993,224.4514446216309,81.6027628569088,156.75064714134433,121.71279636029134,82.96541739112138,290.1003225088313,85.18081253466822,46.886370750801866,37.40498995344257,1935.0542398867285,15.506613335316386,105.00115738241907,94.76098989627951,107.06272791905984,57.31543354713998,39.53565486897637,26.4068517670891,88.62488398309081,0.8147612139438206,55.323934569826115,142.09699461929745
2021-01-01 18:00:00,45.44909085107904,43.64077770620477,457.17078414861453,68.31721391169731,3.944399211106836,78.6654699709705,219.00653087070188,79.62318100862798,152.94807079559743,118.76019483133548,80.95277923338527,283.0628483778894,83.1144316376008,45.748965530432,36.49759127532671,1888.1122232857028,15.130442122330274,102.45395949443586,92.46220577480642,104.4655188859829,55.9250321942444,38.57656890180444,25.766254284868612,86.47495418296191,0.794996117109604,53.98184451287616,138.64989771478616
2021-01-01 19:00:00,43.98434114593377,42.23430696981696,442.43691909778437,66.11546208213065,3.817277689570244,76.13021080984346,211.94830934171978,77.05705639048621,148.0188051622218,114.93274840491122,78.34380384372736,273.9401967266682,80.43578973399488,44.274551355878486,35.321333729620974,1827.2614610251137,14.642812772163092,99.15203630630948,89.48230043215612,101.09876643569801,54.1226600701205,37.33330931472971,24.93585014124946,83.6880081457578,0.7693746952874713,52.242098142755836,134.1814387644938
2021-01-01 20:00:00,42.582366428151865,40.88811355070291,428.33450540627564,64.0080710452597,3.6956042332423626,73.70360561276473,205.19258302112263,74.60090854169336,143.30079377027658,111.26933539676232,75.8466416850548,265.20851586049946,77.87194676911494,42.86332636023441,34.19548722158834,1769.018588575693,14.176081822717363,95.99162411195995,86.63010531847657,97.87630337613962,52.39753246560192,36.14333228138676,24.141034746642557,81.0205026530053,0.7448513344005729,50.57691233135497,129.90448519778542
2021-01-01 21:00:00,40.92929176091648,39.300810862493805,411.7062862774816,61.52323683760587,3.5521385160796366,70.84238455949277,197.22687586698567,71.70485361550476,137.73776541260983,106.94978871551206,72.90222660244088,254.91295185412136,74.8489080493311,41.19934464895258,32.86799656286328,1700.3441568815997,13.625757270385826,92.26516794250301,83.26706928891406,94.07668275367523,50.36342678266209,34.74022503311671,23.20386435598665,77.87523498244637,0.7159357297727373,48.61348428507632,124.86151009674114
