,BC_ALH_RES,BC_ALU_RES,BC_BR1_RES,BC_GMS_RES,BC_LDR_RES,BC_MCA_RES,BC_REV_RES,BC_SCA_RES,BC_SEV_RES,BC_SON_RES,BC_WGS_RES,BC_JHT_RES,BC_PCN_RES,BC_RUS_RES,BC_SFL_RES,BC_STC_RES
2021-03-11 08:00:00,292653.68808695214,90976.68417199087,51021.76546679975,901664.6451825865,33238.52946753759,379447.56668371224,177565.2934409854,211473.2265454439,2194815.036726043,25600.30533929384,15727.242563638507,0.0,0.0,0.0,0.0,0.0
2021-03-11 09:00:00,294142.5868194671,90937.18710140242,51102.49321139906,900973.7284465908,33221.18349323883,379024.52182479,177452.8476423196,208364.81119589438,2140112.1772480463,25451.25434099232,15736.017860411512,0.0,0.0,0.0,0.0,0.0
2021-03-11 10:00:00,292243.5746159648,90917.63198222907,50961.10279169468,900796.921140135,33221.18349323883,379724.7442935921,177309.60608530024,204052.35005502246,2088770.1516398718,25384.029545554888,15723.343240504277,0.0,0.0,0.0,0.0,0.0
2021-03-11 11:00:00,293185.947212505,90932.83499842112,50859.81181090597,900775.8983009434,33208.48922094934,379268.98559049686,177075.97372011232,202944.92389043473,2077522.9918974354,25332.611676020933,15726.000197846055,0.0,0.0,0.0,0.0,0.0
2021-03-11 12:00:00,293231.58403781004,90814.20952562385,50925.88464570406,900688.7338768851,33213.830954819896,380246.5264867388,177263.24634171283,202717.2193872602,2160594.9464695374,25247.562795942136,15726.721740966426,0.0,0.0,0.0,0.0,0.0
2021-03-11 13:00:00,294817.9586048816,90811.84943737197,50708.91911809648,900916.9092775567,33183.708091630106,379321.61780963885,177214.91000772335,202715.76104572546,2249959.3399727,25341.19269464774,15743.277616446196,0.0,0.0,0.0,0.0,0.0
2021-03-11 14:00:00,294845.3485540566,90731.19731115017,51176.36827223225,900290.4279752579,33213.830954819896,379807.4737020225,177036.79071091613,202762.97375335748,2292159.5835156892,25368.111193247143,15729.552753265321,0.0,0.0,0.0,0.0,0.0
2021-03-11 15:00:00,293554.2299732071,90728.83722289828,51247.063482084464,900196.6134624741,33213.830954819896,379445.3870683123,177086.12612997708,202678.73686232982,2229402.994324275,25531.425443439384,15803.656789158433,0.0,0.0,0.0,0.0,0.0
2021-03-11 16:00:00,293767.47325056785,90546.7463519017,50878.968633552606,900037.4330067135,33179.85992263826,378911.65608440846,177088.8965581111,202553.09946787762,2196454.907689396,25591.045399353952,15971.45640070212,0.0,0.0,0.0,0.0,0.0
2021-03-11 17:00:00,294572.4700994537,90587.56683616487,50878.968633552606,900660.1405142883,33179.85992263826,379395.0424660636,177175.28630922636,202587.29402161602,2207396.7500898093,25551.00258442443,15868.17011093668,0.0,0.0,0.0,0.0,0.0
2021-03-11 18:00:00,294129.5227976351,90411.92272146924,50909.903300667764,900094.1341992813,33179.85992263826,378580.74235154525,177164.61035149792,202587.0512362298,2224006.1308622407,25488.76855830162,15730.310159882281,0.0,0.0,0.0,0.0,0.0
2021-03-11 19:00:00,294190.05327140685,90393.9921834869,50909.903300667764,899893.3946522652,33179.85992263826,379065.6921614586,176953.90221110705,202535.28634360796,2284359.3713044105,25497.613617971412,15855.579439474708,0.0,0.0,0.0,0.0,0.0
2021-03-11 20:00:00,294181.9223947907,90384.21462390022,50909.903300667764,899429.4175804977,33137.96272276541,378641.1165460815,177039.78532021565,202141.6375549764,2391229.875352391,25615.461177959904,16146.046440149901,0.0,0.0,0.0,0.0,0.0
2021-03-11 21:00:00,295433.3941603553,90319.91964349296,50909.903300667764,898992.2371754386,33123.10160894062,378841.13980460126,177098.30448491767,202027.5425180027,2461397.25758508,25557.200282094425,16159.406305108085,0.0,0.0,0.0,0.0,0.0
2021-03-11 22:00:00,294363.0203096939,90230.08871034323,50909.903300667764,898762.9035289288,33143.04043168121,378280.5756313498,176822.77523021956,201850.29902686985,2456244.2022386626,25388.07530143255,16086.511547173452,0.0,0.0,0.0,0.0,0.0
2021-03-11 23:00:00,294190.953601754,90220.31115075656,50909.903300667764,898205.4106781745,33174.91422619984,378751.94783042005,176795.40838268795,201797.79407242176,2427913.4130012006,25302.133052968704,15961.33019183813,0.0,0.0,0.0,0.0,0.0
2021-03-12 00:00:00,296182.1284610062,90195.98847142416,50909.903300667764,898933.1046700048,33160.053112375055,378867.6728848126,176702.81969136122,201707.1313027248,2456208.5149564603,25278.36154261503,15717.024464289236,0.0,0.0,0.0,0.0,0.0
2021-03-12 01:00:00,294547.86029034754,90072.0326084444,50909.903300667764,898748.3587435721,33160.053112375055,378217.0113750567,176553.37391496447,201721.66130704095,2392901.0370192225,25146.909389512097,15712.044700174982,0.0,0.0,0.0,0.0,0.0
2021-03-12 02:00:00,297096.7484610855,90124.46202234447,50843.83046586967,897950.0664815198,33196.69501149197,377550.59179903136,176519.5383021301,201978.35078119088,2449190.671309528,25160.470724257466,15757.360252124561,0.0,0.0,0.0,0.0,0.0
2021-03-12 03:00:00,295093.04065252055,90124.46202234447,50843.83046586967,897255.7183780883,33379.90335714274,377009.03345019737,176497.37715529668,203731.7930925943,2389948.988095727,25143.111219011338,15737.737364930475,0.0,0.0,0.0,0.0,0.0
2021-03-12 04:00:00,294067.4384228736,90097.20011265374,50843.83046586967,897260.7040515908,33349.81905789566,376659.18300699635,176491.7448931641,215629.62761329184,2299348.4871490872,25126.008675776135,15677.62576050461,0.0,0.0,0.0,0.0,0.0
2021-03-12 05:00:00,292254.45343974925,89850.41844513883,50773.13525601745,896705.4561692672,33253.42810919804,377274.7236280911,176475.27217775126,215549.02141652507,2260829.084349558,25121.881874297207,15674.785145361531,0.0,0.0,0.0,0.0,0.0
2021-03-12 06:00:00,291619.13439974206,89969.98791730011,50673.780950413544,896940.4291429021,33253.42810919804,376832.5550385625,176464.40291328222,225824.04522655375,2226733.374824879,25075.010634094626,15652.37433141406,0.0,0.0,0.0,0.0,0.0
2021-03-12 07:00:00,291729.56897806417,89968.43556835118,50673.780950413544,896222.2806347933,33188.9023829821,376703.73004777427,176430.62568993674,222454.12575346016,2217869.3212195057,25058.59702852216,15719.88543446681,0.0,0.0,0.0,0.0,0.0
2021-03-12 08:00:00,292198.9191445447,89952.13963570671,50642.846283298386,896001.5799799165,33116.68516855202,376091.3316963049,176339.68861125977,214013.59274936648,2146703.5451785414,24999.116203947375,15723.776518607921,0.0,0.0,0.0,0.0,0.0
2021-03-12 09:00:00,291746.2972308435,89702.59850606167,50642.846283298386,895550.2550946933,33124.65386219805,376544.4660474915,176361.80811718074,209545.31595843844,2071918.6371154683,24940.445172876916,15880.7673234813,0.0,0.0,0.0,0.0,0.0
2021-03-12 10:00:00,292417.8075519416,89665.16403792905,50642.846283298386,895210.3759635891,33424.83026479315,376050.32561027,176242.1502720374,203327.605630532,2051199.9620201536,24954.147214392447,15812.341445331205,0.0,0.0,0.0,0.0,0.0
2021-03-12 11:00:00,292715.95196738804,89651.55720984131,50774.99195289447,895384.8158371932,34175.92707137884,376139.565302407,176224.3226514187,202069.3538288431,2091237.910345798,24999.205300148842,15892.762345225081,0.0,0.0,0.0,0.0,0.0
2021-03-12 12:00:00,293067.13803595037,89666.71638687798,50642.846283298386,895052.0043651976,34069.812286244414,375842.6287926094,176191.8653640982,202122.81293957744,2151798.0006127413,25003.22087089286,15858.6882231781,0.0,0.0,0.0,0.0,0.0
2021-03-12 13:00:00,292915.2189130025,89666.71638687798,50642.846283298386,894781.0873843936,34024.58337260406,376204.2535448676,176174.9764152247,202094.99465734267,2229711.531481207,25067.084378154603,16044.635714248912,0.0,0.0,0.0,0.0,0.0
2021-03-12 14:00:00,303595.1423346781,89613.14419748526,50702.39898495706,894274.817399425,34097.1966244662,375865.37317532446,176130.2865246456,202087.14342613018,2282895.5237866794,25174.28521740805,15965.820602445845,0.0,0.0,0.0,0.0,0.0
2021-03-12 15:00:00,329286.7487590734,89573.39172753875,50701.190709275616,893833.1992292943,33874.92651022148,375383.5223114256,175997.00767887782,202135.5485429321,2190748.2139301756,25117.83928394036,15959.852738302285,0.0,0.0,0.0,0.0,0.0
2021-03-12 16:00:00,328945.7769564027,89573.39172753875,50642.846283298386,894093.5804933425,33624.6446017904,375226.69219038036,176039.07419615833,202448.78646354974,2140950.9510903847,25144.70218593239,16040.724335730258,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:00:00,321657.88879960234,89461.51325035618,50642.846283298386,894375.5130746494,33463.33516090403,374902.68650638947,176052.43869834035,202323.0659906403,2153015.747351807,25372.01665271665,15908.359336027674,0.0,0.0,0.0,0.0,0.0
2021-03-12 18:00:00,307257.34985938173,89461.51325035618,50642.846283298386,893462.5662616334,33524.98155180854,374577.56800946215,175991.6646123061,202425.67089885392,2173605.274303744,25428.615679941315,15791.627934220995,0.0,0.0,0.0,0.0,0.0
2021-03-12 19:00:00,293761.3097810746,89389.97407257359,50642.846283298386,893713.6910710664,33830.41814394419,374851.99176300655,175621.07550172549,202913.3262028977,2183911.677989741,25147.546512551264,16179.063468077416,0.0,0.0,0.0,0.0,0.0
2021-03-12 20:00:00,294279.8053635402,89349.15358831042,50642.846283298386,893177.4739306006,33936.66070442207,375068.95394997083,175767.38540206812,203728.57744988654,2158980.930021051,24910.232088869026,16307.083574494229,0.0,0.0,0.0,0.0,0.0
2021-03-12 21:00:00,294281.5998781236,89137.29615836644,50774.99195289447,892654.464912306,34049.665316828825,374911.80583105324,175672.2157687296,203730.26926536093,2163990.8838376924,24925.692606499226,16465.489621541412,0.0,0.0,0.0,0.0,0.0
2021-03-12 22:00:00,301753.10948058276,89134.93607011456,50708.91911809648,893170.2317189268,33963.078525631485,374780.45893870847,175733.15511211357,203756.93595192267,2251425.4233006,24966.847390959665,16135.640067427055,0.0,0.0,0.0,0.0,0.0
2021-03-12 23:00:00,302466.55391665554,89115.38095094122,50774.99195289447,892804.5761940631,33753.047550372474,374421.2459726703,175613.67291989978,204465.85710955452,2180158.4223611085,24908.513310924453,15935.968782871012,0.0,0.0,0.0,0.0,0.0
2021-03-13 00:00:00,299771.29679785017,89115.38095094122,50834.54465455313,892714.3891491721,34168.45251339209,374945.60404026654,175450.62785693287,205571.51581306203,2192809.6360013853,24993.726758717876,15664.159646454616,0.0,0.0,0.0,0.0,0.0
2021-03-13 01:00:00,303273.75917459594,89072.2003784261,50904.031588723905,892477.248989165,33937.20856850994,375339.643832427,175297.03270327018,209642.26170015163,2219125.5127523537,25086.654393129615,15689.922546249698,0.0,0.0,0.0,0.0,0.0
2021-03-13 02:00:00,340630.7337919609,89083.91984414514,50974.817819179894,892529.4902868139,33481.00134885327,374649.6577460681,175310.0867249096,211647.3240127011,2365262.229160067,24985.843453083853,15681.821577724371,0.0,0.0,0.0,0.0,0.0
2021-03-13 03:00:00,395840.6751817724,89090.96747938717,51003.99003216848,892094.6143123315,33222.11157323858,374367.17351689964,175148.1132259341,218344.85725193724,2341392.183638686,24900.076841806538,15650.311591788413,0.0,0.0,0.0,0.0,0.0
2021-03-13 04:00:00,381825.58826973144,89058.98539319266,50994.00584026079,891554.9924158193,33184.50868607334,374661.5230261753,175121.0607219517,220737.8291619906,2241516.2537915525,24918.346478994656,15579.114847782737,0.0,0.0,0.0,0.0,0.0
2021-03-13 05:00:00,362293.1781263519,89007.71532359651,50923.82374764552,891484.5009408729,33179.56071255203,374594.139915896,175107.86608429402,223689.6312777807,2216118.574721948,24811.73919522481,15554.656161242838,0.0,0.0,0.0,0.0,0.0
2021-03-13 06:00:00,318510.74435812014,88996.81055972025,50857.75091284754,891723.7511450761,33152.00862753112,373698.7070618234,175210.82026382058,221237.84334722764,2164028.0570941675,24870.509517043552,15546.876792285026,0.0,0.0,0.0,0.0,0.0
2021-03-13 07:00:00,307454.59603809996,88994.45047146836,50826.816245732385,891589.9165912194,33224.48771731266,374205.3102908523,175247.34490886054,220269.81562604013,2088736.7620934339,24834.89563313554,15539.013472303383,0.0,0.0,0.0,0.0,0.0
2021-03-13 08:00:00,293618.1445348888,88827.31664340947,50933.2255825601,890957.8350903393,33562.11713538943,374429.6674569682,174894.90958737026,216510.02531370465,2056734.6376333912,24779.249269974458,15545.827570721132,0.0,0.0,0.0,0.0,0.0
2021-03-13 09:00:00,294006.53956915165,88881.77285106016,50908.14084654119,890656.5662320497,33309.906511703106,373741.23406317073,174741.94212528135,213246.17206946897,2026968.2309001475,24817.25903924608,15535.588280431046,0.0,0.0,0.0,0.0,0.0
2021-03-13 10:00:00,293436.68444560404,88808.59940934314,50940.20592986925,890880.4243042584,33024.13325245119,373926.57549071335,174825.60744744065,204879.00989495422,1984368.1787390665,24796.662812519673,15530.97727278362,0.0,0.0,0.0,0.0,0.0
2021-03-13 11:00:00,291882.80650447705,88883.42285863115,51000.91694781371,890413.3945158634,32908.4237329627,373521.89768485224,174854.4073189856,202554.2725955519,2036558.4738857837,24741.2014516393,15535.24742078308,0.0,0.0,0.0,0.0,0.0
2021-03-13 12:00:00,292408.6586365539,88569.72050804079,50872.35069360484,890290.7436103043,32828.27712093547,373770.1979639656,174825.22240389045,199874.10654017818,2044106.0677252319,24713.54808230238,15545.87680632445,0.0,0.0,0.0,0.0,0.0
2021-03-13 13:00:00,326576.8930547672,88748.49730362327,50924.8047740566,889622.8199236863,32798.19282168843,373397.8531903146,174626.13976279626,200588.59011002016,2136431.713259675,24673.12729515417,15548.768049690994,0.0,0.0,0.0,0.0,0.0
2021-03-13 14:00:00,355489.37947326107,88587.86077039024,50978.55036623895,890035.3977950395,32798.19282168843,373548.5241120649,174421.0193001581,200796.01065716057,2120560.132077555,24651.23851913091,15674.406129242181,0.0,0.0,0.0,0.0,0.0
2021-03-13 15:00:00,358279.75235301163,88472.87763766333,50711.765542779416,889951.4103930305,32790.40019317856,373780.0784716703,174161.66374932637,200633.74672215307,2105515.1424935223,24672.85545692287,15739.332571154253,0.0,0.0,0.0,0.0,0.0
2021-03-13 16:00:00,354130.11109545187,88498.60169686336,50746.68764856826,889596.8638426991,32798.19282168843,373872.8766795472,174279.200650915,200243.12640970122,2084458.5027761152,24830.932362157015,15825.690202693504,0.0,0.0,0.0,0.0,0.0
2021-03-13 17:00:00,365193.9513836034,88609.56821373818,51118.65233748353,889600.7977461776,32790.40019317856,373111.81738444336,174278.70879431057,199839.6574003374,2083555.6210918056,24740.575223893775,15725.932000710674,0.0,0.0,0.0,0.0,0.0
2021-03-13 18:00:00,313225.4611586645,88526.19312628599,51986.245470235124,889638.9729771909,32768.28458757752,373398.81238984544,174367.22358618132,202105.50860924055,2052175.4295081475,24611.12128885538,15835.234098701965,0.0,0.0,0.0,0.0,0.0
2021-03-13 19:00:00,291119.0841868279,88330.34148177058,50846.30417538082,889540.5793108902,33329.982901880816,373061.39513022907,174201.17269284494,203787.41992024332,2120898.2337983768,24564.500084048854,15877.354137332848,0.0,0.0,0.0,0.0,0.0
2021-03-13 20:00:00,295558.368419461,88231.41544678588,50822.17374483939,889114.4890200956,33974.89012146778,373061.1875518274,174274.2654973152,204612.5942752152,2086933.1755970942,24667.955363993795,15998.177674895225,0.0,0.0,0.0,0.0,0.0
2021-03-13 21:00:00,303577.64246503584,88203.42133166081,51437.181904050405,889106.5560526298,34648.77504926646,373087.1125877927,174220.85209830012,207364.35600948991,2040574.489203978,24655.352746521796,15949.955993596204,0.0,0.0,0.0,0.0,0.0
2021-03-13 22:00:00,307882.38088148285,88197.56068000586,51187.24904489448,889555.0235941225,35140.400269524886,373315.4655962198,174020.3661091843,211086.24154203705,2046721.309278918,24646.887686519887,15847.25971998746,0.0,0.0,0.0,0.0,0.0
2021-03-13 23:00:00,311895.6551190093,88160.28814280103,50751.498660825906,888762.8639708741,36089.80790228668,373128.4293068378,174082.18076003692,212776.8800802653,2080677.9194337556,24726.42464533565,15744.090463721728,0.0,0.0,0.0,0.0,0.0
2021-03-14 00:00:00,367570.19843040506,88095.02197129503,50357.08468753296,888471.468061519,36231.68668769173,373134.1855757806,173910.1986848496,213083.1242849136,2071992.5631932588,24717.782453886517,15649.419041485191,0.0,0.0,0.0,0.0,0.0
2021-03-14 01:00:00,496991.1342370816,88076.53131868155,50884.69835007905,888060.1811354912,36971.10242928011,373017.26701328286,174043.4338301248,216519.1950899215,2129090.373943243,24621.997540446155,15625.089923680602,0.0,0.0,0.0,0.0,0.0
2021-03-14 02:00:00,525234.5800271679,87950.33853169283,50667.15046547817,888240.5921751874,38118.74666308514,373315.49544724624,175537.31698300413,225583.07339921652,2224463.5601432817,24605.866598073102,15913.49669642994,0.0,0.0,0.0,0.0,0.0
2021-03-14 03:00:00,594718.3000204611,87923.07662200212,50325.44002837654,887451.7940392161,39326.740919329204,372697.4683920304,179830.4313040737,226952.36187087288,2225425.225436432,24864.172408628732,15866.892875816178,0.0,0.0,0.0,0.0,0.0
2021-03-14 04:00:00,519391.6333547103,87825.42529077384,50939.69617761791,886960.4062145139,43876.60289689405,373067.42939164425,182084.08365966025,239940.92817103598,2113954.967874568,25139.975808921718,15599.326792635507,0.0,0.0,0.0,0.0,0.0
2021-03-14 05:00:00,445663.57671951724,87784.60480651066,50422.82180148243,887412.7799091146,44235.00217332831,372967.70994379703,179028.84892576933,240260.00697590553,2119250.6000735527,25129.27202877765,15497.361293219403,0.0,0.0,0.0,0.0,0.0
2021-03-14 06:00:00,436419.8667596685,87760.3210169282,50587.768299564596,887271.266848542,44723.57321898052,372984.54636985617,176259.7546091101,239020.91251525504,2062632.2125585724,24857.740527018086,15691.554160612206,0.0,0.0,0.0,0.0,0.0
2021-03-14 07:00:00,349291.8496297037,87879.5267692803,50333.01249002882,886943.6318986294,45843.16815293702,372721.822875401,175918.36371443854,239955.90872231446,1998821.0486983869,24738.938516761784,15819.625170946763,0.0,0.0,0.0,0.0,0.0
2021-03-14 08:00:00,318260.7102354395,87880.80478510835,50543.98142471503,885905.1455962592,45880.25748915283,372481.47895305353,175705.0182025862,241554.36134801782,1939884.6635124637,24813.72976350252,16051.65685613357,0.0,0.0,0.0,0.0,0.0
2021-03-14 09:00:00,333951.8701506468,87816.50980470111,50405.75083450581,886795.5469721226,46090.509075404334,372904.02740918734,174085.87103399698,246303.37551267666,1906627.039405606,24933.86319830748,15868.483491748635,0.0,0.0,0.0,0.0,0.0
2021-03-14 10:00:00,363674.6191575884,88669.89445355134,50104.091659951795,885850.0756835752,46934.48697710944,372513.39324553544,173530.0516831878,249196.82263139193,1878173.349493095,24866.540408942597,15646.583320243195,0.0,0.0,0.0,0.0,0.0
2021-03-14 11:00:00,390873.52288355085,93277.6546477911,50056.49178620008,885550.7164989801,48750.85715747814,372497.9169839306,173313.75460694777,249502.1988185632,1937421.1562194156,24706.2326824111,15555.114730740313,0.0,0.0,0.0,0.0,0.0
2021-03-14 12:00:00,380291.9381405756,108298.20357985437,69514.24634786166,885671.1931549339,47286.70500707944,371940.730775369,173420.45369410125,254008.733907941,2024937.2790305815,24598.148507830734,15611.663048073544,0.0,0.0,0.0,0.0,0.0
2021-03-14 13:00:00,365701.48571921187,124831.73752119503,67726.73924299802,885280.5607858911,44007.691996393456,371924.47061354556,182785.7886161538,256163.10165535743,2053925.9910954533,24567.45718997004,15556.67561232222,0.0,0.0,0.0,0.0,0.0
2021-03-14 14:00:00,437900.3645082043,135468.95440491295,67113.01765987404,885531.5538409739,42148.77386061375,371850.53817629867,190854.23287611574,258321.6883367274,2099021.849375123,24774.918059276988,15618.54584912155,0.0,0.0,0.0,0.0,0.0
2021-03-14 15:00:00,492357.6459346038,143839.8985614796,77130.21758990845,886711.6598659675,40799.02224987891,371434.31837635225,190282.46746202244,256484.75726847647,2108233.120583234,24795.429467917613,15691.023630530442,0.0,0.0,0.0,0.0,0.0
2021-03-14 16:00:00,463124.31664474047,166568.5578790034,81079.9739731676,885710.547128051,40648.900770675,371237.98371443467,188984.1813168592,254982.94600458245,2068881.9659584449,24885.529076397183,16057.625854372336,0.0,0.0,0.0,0.0,0.0
2021-03-14 17:00:00,517705.9505105767,192168.16804997224,79657.55769807693,885421.5369428796,39743.775944362824,371415.0789673953,186966.52158678108,251985.21498097436,1993871.842152806,24818.532849352825,16010.998418104371,0.0,0.0,0.0,0.0,0.0
2021-03-14 18:00:00,420740.7190848489,191900.55135507236,77965.48967850345,885238.1469221208,39309.31787894594,371142.09092456085,180918.61497845326,249583.6426432498,1996850.61880198,24765.20746793893,15657.297525265036,0.0,0.0,0.0,0.0,0.0
2021-03-14 19:00:00,337218.36391035124,172676.0634399249,66007.29286276118,885862.8917445464,39673.98628816656,371311.530637651,172992.16143504306,249536.49261116868,1967743.6586974,25081.12617282848,15432.129614922618,0.0,0.0,0.0,0.0,0.0
2021-03-14 20:00:00,344081.97478479915,171265.84029161982,62803.988095426204,885729.918845593,36968.27950069923,370788.9565798071,173240.38209319086,251560.79676636768,1915138.0176715993,25165.84832136312,15503.105776773977,0.0,0.0,0.0,0.0,0.0
2021-03-14 21:00:00,323213.089302515,168258.73666242807,61682.30191718136,885769.4828710785,34801.87998755491,370902.57497342717,172825.5227925365,252462.0476777487,1928967.7768348607,25073.99744233574,15612.71643491128,0.0,0.0,0.0,0.0,0.0
2021-03-14 22:00:00,381419.9902217746,151335.08677717356,55982.122757413286,885728.1043468193,33854.62767713535,370912.94724221254,172647.56484065118,251716.74931223266,1996676.5614571255,25184.30981481033,16203.264848780413,0.0,0.0,0.0,0.0,0.0
2021-03-14 23:00:00,523059.50133961986,118425.72329029597,50587.23462857286,885286.354089544,32990.11575037924,370503.6228798391,174295.49767053564,243349.7530725875,1950732.1869755387,25240.768454033525,16747.89144083387,0.0,0.0,0.0,0.0,0.0
2021-03-15 00:00:00,616059.2711632305,107354.50938984271,50305.16911995269,885130.1612636469,32823.27233487962,370845.39518773445,178343.94928975424,236271.811409901,1986737.5280941234,25189.819133766556,16691.43288862365,0.0,0.0,0.0,0.0,0.0
2021-03-15 01:00:00,749960.7569013211,104299.76452808648,49873.796218505675,885191.3449569322,32486.740838910202,370771.0967172496,180675.61283384083,221081.1709924043,2090279.3304259272,25212.30524011538,16147.963341692153,0.0,0.0,0.0,0.0,0.0
2021-03-15 02:00:00,770454.0032501669,105811.59451206165,50250.75493767115,885544.0927959378,32473.151279244023,370545.0981325261,180708.22398500427,218135.523667297,2074303.262803471,25199.878994938757,16129.289567111686,0.0,0.0,0.0,0.0,0.0
2021-03-15 03:00:00,739143.2982358717,99860.80494573075,50307.65696623779,885246.6213980041,32473.151279244023,370396.49464780965,182882.07891869324,222031.23511456154,2040143.3220688167,25283.424335594427,16169.17796166511,0.0,0.0,0.0,0.0,0.0
2021-03-15 04:00:00,675937.6122249884,96236.58509771021,50549.22193103225,885492.6808670742,32383.663015355516,370141.0552223746,187311.57470034412,224572.2913378297,1986567.8461652047,25143.725702752068,15886.131482754028,0.0,0.0,0.0,0.0,0.0
2021-03-15 05:00:00,564731.2591335486,91052.36419817527,50443.01473859193,885503.3659619953,32383.663015355516,370224.98627253354,186797.9557679005,228908.90840059033,1956358.7288545028,25022.695418662133,15812.238907274197,0.0,0.0,0.0,0.0,0.0
2021-03-15 06:00:00,506137.3032250559,88531.93421486983,50574.73963424259,885820.7748365198,32413.802040969105,369957.22268321546,179339.72613384848,217902.26104971988,1916282.5110455456,25091.670369661686,16243.956560141605,0.0,0.0,0.0,0.0,0.0
2021-03-15 07:00:00,396134.3232671541,87760.40364238342,50371.32279550161,885415.426921228,32375.37979358458,369764.5667640884,176850.5747384346,214538.64495044816,1841754.6441246348,25099.01801928724,16324.64425738725,0.0,0.0,0.0,0.0,0.0
2021-03-15 08:00:00,408706.6327102706,87375.84180460579,50041.665311841345,889503.8600897555,32473.151279244023,369788.71881442185,178522.0157806618,202340.17411390942,1789969.8220720557,25053.365874560615,16195.830608367205,0.0,0.0,0.0,0.0,0.0
2021-03-15 09:00:00,445952.5798650323,87005.83538341512,50129.16907601366,892690.3043743548,32440.39611306165,369744.79948749515,178875.38994769842,198363.51291263546,1743597.6786113556,24927.457638245458,16177.70487577722,0.0,0.0,0.0,0.0,0.0
2021-03-15 10:00:00,563118.8194966244,87001.4535369957,50286.28757809124,892765.9787706084,32373.199519910362,369622.1545888923,176297.09921126824,194903.55805485332,1740533.7204455433,24839.06962453933,16119.616176888423,0.0,0.0,0.0,0.0,0.0
2021-03-15 11:00:00,520877.25754418294,87271.39173386918,50257.00340590525,893653.9798686113,32373.199519910362,369847.9883773402,173882.0517733626,194965.43961437736,1747764.729906703,24857.502361344632,16000.789226100464,0.0,0.0,0.0,0.0,0.0
2021-03-15 12:00:00,439427.3521451288,87946.95656542492,49814.224020876565,894353.0212660694,32368.238548805606,369777.3746352998,179758.87127178337,194974.55452769797,1828183.7823775779,24966.507742670346,15915.673315099462,0.0,0.0,0.0,0.0,0.0
2021-03-15 13:00:00,590671.6167513233,88877.35885567911,50096.5234625573,894377.8930255544,32494.458918799395,369433.1396955751,182310.60238786388,194635.40252303332,1791359.1830293688,25048.67637840983,15826.864537998072,0.0,0.0,0.0,0.0,0.0
2021-03-15 14:00:00,932621.8630060486,88856.53679581809,49896.18345171947,899355.6914089036,32986.817968424606,369542.15227441513,176993.14037112644,194934.23153616683,1804921.4065355947,25058.12300465161,15929.611705501842,0.0,0.0,0.0,0.0,0.0
2021-03-15 15:00:00,894984.2563914856,89242.10665268725,49931.62584867536,902197.7310050058,33213.00206689255,369500.69439255726,174514.00851706875,195192.44224480717,1806706.8037322955,25100.75183397933,16104.32214304028,0.0,0.0,0.0,0.0,0.0
2021-03-15 16:00:00,728211.7783583269,91157.31676141515,50373.3495522657,898775.5805775295,33329.40658536481,369503.99657874694,186759.48820412703,195239.70473216788,1871866.7181101295,25040.127410118985,16964.41412309217,0.0,0.0,0.0,0.0,0.0
2021-03-15 17:00:00,639282.3953632204,92624.43784575819,49900.14244390748,898907.8011322687,33246.549810353485,369028.0759149768,192924.33570565982,195004.68742222583,1835237.416009033,25145.06270195207,16542.29940253763,0.0,0.0,0.0,0.0,0.0
2021-03-15 18:00:00,790045.5019555563,91721.30901356219,49824.770982264825,900169.6174365276,32995.469983820876,369119.35739802953,190733.07535427058,194853.74992233585,1817018.4974682261,25169.391415383867,15651.999446607357,0.0,0.0,0.0,0.0,0.0
2021-03-15 19:00:00,832629.3836960642,90075.54800537461,49831.11129348,899030.8291030815,32494.458918799395,369012.3677510748,184913.18975549677,194936.98559388143,1828070.885282321,25175.616878040655,15429.028171484124,0.0,0.0,0.0,0.0,0.0
2021-03-15 20:00:00,707599.918745394,90394.16652016899,49916.46694703035,899125.1898205146,32346.04366204198,368238.54669114324,186492.23968682552,194951.69779560468,1807200.4165225192,25199.870081989775,16024.514849500001,0.0,0.0,0.0,0.0,0.0
2021-03-15 21:00:00,730028.6930494818,90164.0954273683,49977.88211167147,901121.2545065262,32372.911054719214,368430.09314019565,182057.13793594262,194941.4071012635,1825821.45147297,25134.57161218676,17034.52527469361,0.0,0.0,0.0,0.0,0.0
2021-03-15 22:00:00,891995.0718738578,89178.76925298065,49965.85691946919,900679.7427600209,32629.18483284464,368329.56798409374,179104.6418436536,195260.26995001998,1837000.847911034,25139.516903451324,17574.796875204454,0.0,0.0,0.0,0.0,0.0
2021-03-15 23:00:00,1025056.084070031,86888.2545992264,50017.49605307584,898831.0416320143,32767.11739336649,368037.5839949333,179487.51889112132,195479.53876849342,1879697.360090282,25139.98424246509,17772.7178627062,0.0,0.0,0.0,0.0,0.0
2021-03-16 00:00:00,1073131.304335893,86625.29348629009,50052.955738300516,899034.4230967696,32809.39193950305,367597.5687305311,178334.48893634923,195463.8161890683,1860537.8284789822,25186.511998781225,17466.13620264198,0.0,0.0,0.0,0.0,0.0
2021-03-16 01:00:00,1019276.0607466556,86386.92030614884,50016.3446521237,900928.2519364331,32761.482217602308,368034.92251064035,174427.64244490443,195483.82698249602,1902454.198177645,25228.877551658003,16553.140236420648,0.0,0.0,0.0,0.0,0.0
