,name,x,y,type,v_nom,substation_type
436,230_AAL_DSS,-116.538111,49.140156,ac,230,DSS
437,230_KCL_GSS,-117.517897,49.453258,ac,230,GSS
438,230_QRP_ISS,-122.496573,53.007161,ac,230,ISS
439,230_GMS_GSS,-122.197188,56.013887,ac,230,GSS
440,230_DKT_DSS,-122.149231,55.823041,ac,230,DSS
441,230_SNK_DSS,-121.617935,55.502078,ac,230,DSS
442,230_SLS_DSS,-121.351887,55.714085,ac,230,DSS
443,230_MKT_SWS,-121.495056,55.262638,ac,230,SWS
444,230_MKL_GSS,-121.469056,55.285560,ac,230,GSS
445,230_KGP_JCT,-121.704628,55.382734,ac,230,JCT
446,230_KGP_ISS,-121.704628,55.382734,ac,230,ISS
447,230_MNK_JCT,-121.816612,55.393035,ac,230,JCT
448,230_MNK_ISS,-121.816612,55.393035,ac,230,ISS
449,230_DKW_GSS,-122.247353,55.811775,ac,230,GSS
450,230_TLR_DSS,-121.133945,55.148406,ac,230,DSS
451,230_QTY_GSS,-120.854677,55.184599,ac,230,GSS
452,230_KDS_DSS,-122.788399,55.070415,ac,230,DSS
453,230_MML_DSS,-124.021751,55.109972,ac,230,DSS
454,230_KMI_DSS,-126.758290,56.994182,ac,230,DSS
455,230_BCR_ISS,-121.132619,55.147518,ac,230,ISS
456,230_BLM_DSS,-121.468417,55.139244,ac,230,DSS
457,230_MRC_JCT,-121.045361,55.002841,ac,230,JCT
458,230_QNT_DSS,-120.998656,54.993365,ac,230,DSS
459,230_MRC_ISS,-121.045361,55.002841,ac,230,ISS
460,230_SGB_ISS,-121.139041,55.745537,ac,230,ISS
461,230_BMT_DSS,-120.446507,55.763714,ac,230,DSS
462,230_LAP_GSS,-121.565045,55.723487,ac,230,GSS
463,230_MLW_JCT,-121.298571,55.285633,ac,230,JCT
464,230_MLW_GSS,-121.298571,55.285633,ac,230,GSS
465,230_SRN_JCT,-121.066332,55.959057,ac,230,JCT
466,230_SST_ISS,-120.784616,55.925333,ac,230,ISS
467,230_SRN_ISS,-121.066332,55.959057,ac,230,ISS
468,230_GLN_DSS,-125.015718,54.074358,ac,230,DSS
469,230_TAC_DSS,-124.072755,54.000696,ac,230,DSS
470,287_TAT_DSS,-129.986960,57.713043,ac,287,DSS
471,287_RDC_ISS,-129.767309,57.733303,ac,287,ISS
472,287_FKR_GSS,-130.686601,56.717162,ac,287,GSS
473,287_SGB_ISS,-121.139041,55.745537,ac,287,ISS
474,287_SBK_DSS,-120.909356,56.180774,ac,287,DSS
475,63_COF_DSS,-116.911291,49.699302,ac,63,DSS
476,63_AAL_DSS,-116.538111,49.140156,ac,63,DSS
477,63_CRE_DSS,-116.507052,49.090567,ac,63,DSS
478,63_CRA_DSS,-116.843028,49.684616,ac,63,DSS
479,63_ASM_TSS,-117.732791,49.101066,ac,63,TSS
480,63_KAS_DSS,-116.915728,49.905893,ac,63,DSS
481,360_BRT_TSS,-122.252330,50.725620,ac,360,TSS
482,360_SAC_DSS,-122.458518,49.992852,ac,360,DSS
483,360_UHT_DSS,-122.205199,49.759134,ac,360,DSS
484,360_ROS_DSS,-121.775529,49.176415,ac,360,DSS
485,360_WAH_GSS,-121.680665,49.236626,ac,360,GSS
486,360_BR2_GSS,-122.240038,50.729850,ac,360,GSS
487,360_BR1_GSS,-122.240038,50.729850,ac,360,GSS
488,230_BEN_TSS,-119.530109,49.189206,ac,230,TSS
489,230_VAS_TSS,-119.519618,49.251120,ac,230,TSS
490,63_KAL2_DSS,-119.606329,49.393585,ac,63,DSS
491,63_HUT_DSS,-119.597665,49.481405,ac,63,DSS
492,63_OKF_DSS,-119.570533,49.337607,ac,63,DSS
493,63_OLI_TSS,-119.535867,49.190117,ac,63,TSS
494,138_HED_DSS,-120.077169,49.350113,ac,138,DSS
495,138_MAS_ISS,-120.022661,49.369976,ac,138,ISS
496,138_PRI_DSS,-120.501984,49.457266,ac,138,DSS
497,138_BCG_ISS,-120.144106,49.376368,ac,138,ISS
498,138_KER_DSS,-119.828425,49.204088,ac,138,DSS
499,138_BEN_TSS,-119.530109,49.189206,ac,138,TSS
500,63_PNE_DSS,-119.543449,49.178610,ac,63,DSS
501,63_OSO_DSS,-119.468308,49.027821,ac,63,DSS
502,63_WES_DSS,-119.586929,49.500912,ac,63,DSS
503,63_AWA_DSS,-119.580131,49.590106,ac,63,DSS
504,63_RGA_TSS,-119.552286,49.480074,ac,63,TSS
505,138_LEE_TSS,-119.347162,49.906798,ac,138,TSS
506,138_DUC_DSS,-119.385564,50.009945,ac,138,DSS
507,63_WAT_DSS,-119.589084,49.461120,ac,63,DSS
508,161_BEN_TSS,-119.530109,49.189206,ac,161,TSS
509,63_TRC_DSS,-119.658704,49.570816,ac,63,DSS
510,63_SUM_DSS,-119.675686,49.600396,ac,63,DSS
511,63_WEB_DSS,-119.621609,49.508436,ac,63,DSS
512,138_SEX_DSS,-119.394379,49.918502,ac,138,DSS
513,138_GLE_DSS,-119.453951,49.885800,ac,138,DSS
514,138_SAU_DSS,-119.488029,49.882355,ac,138,DSS
515,138_HOL_JCT,-119.398886,49.872795,ac,138,JCT
516,138_REC_DSS,-119.488866,49.897235,ac,138,DSS
517,138_OKM_DSS,-119.488885,49.855181,ac,138,DSS
518,138_BEV_DSS,-119.453251,49.838535,ac,138,DSS
519,138_BLK_DSS,-119.332017,49.869703,ac,138,DSS
520,138_DGB_TSS,-119.446811,49.812052,ac,138,TSS
521,138_HOL_DSS,-119.398886,49.872795,ac,138,DSS
522,138_JRH_DSS,-119.332099,49.869823,ac,138,DSS
523,138_BWS_DSS,-118.963595,49.713500,ac,138,DSS
524,500_GMS_GSS,-122.197188,56.013887,ac,500,GSS
525,500_WSN_DSS,-122.608969,53.850230,ac,500,DSS
526,500_PCN_GSS,-121.994970,55.982571,ac,500,GSS
527,500_KDS_DSS,-122.788399,55.070415,ac,500,DSS
528,500_SBK_DSS,-120.909356,56.180774,ac,500,DSS
529,500_KLY_DSS,-121.739126,51.024755,ac,500,DSS
530,500_MSA_DSS,-123.960396,49.668833,ac,500,DSS
531,500_DMR_DSS,-124.671575,49.392836,ac,500,DSS
532,500_CKY_DSS,-123.160951,49.790166,ac,500,DSS
533,500_CBN_DSS,-122.297098,49.069045,ac,500,DSS
534,500_ING_DSS,-122.873948,49.158898,ac,500,DSS
535,500_KCH_GSS,-121.567135,50.105063,ac,500,GSS
536,500_MDN_DSS,-122.806744,49.309694,ac,500,DSS
537,500_GLN_DSS,-125.015718,54.074358,ac,500,DSS
538,500_TKW_DSS,-126.765503,54.515284,ac,500,DSS
539,500_SKA_DSS,-128.632826,54.452280,ac,500,DSS
540,500_MCA_GSS,-118.570515,52.075872,ac,500,GSS
541,500_NIC_TSS,-120.389839,50.180236,ac,500,TSS
542,500_REV_GSS,-118.193945,51.048563,ac,500,GSS
543,500_ACK_DSS,-118.993459,50.561355,ac,500,DSS
544,500_SEL_TSS,-117.513304,49.059567,ac,500,TSS
545,500_CBK_DSS,-115.580487,49.500543,ac,500,DSS
546,500_VAS_TSS,-119.519618,49.251120,ac,500,TSS
547,69_COK_DSS,-122.797013,49.262255,ac,69,DSS
548,69_BND_DSS,-122.900721,49.262113,ac,69,DSS
549,69_CQM_JCT,-122.775727,49.261316,ac,69,JCT
550,69_MRG_JCT,-122.623415,49.220314,ac,69,JCT
551,69_SFL_GSS,-122.356118,49.228836,ac,69,GSS
552,69_CQM_DSS,-122.775727,49.261316,ac,69,DSS
553,69_MRG_DSS,-122.623415,49.220314,ac,69,DSS
554,69_HNY_DSS,-122.552201,49.221010,ac,69,DSS
555,69_LB1_GSS,-122.873592,49.370560,ac,69,GSS
556,69_PCP_ISS,-122.884923,49.278277,ac,69,ISS
557,69_SHL_DSS,-122.974009,49.282917,ac,69,DSS
558,69_IOC_ISS,-122.884519,49.307344,ac,69,ISS
559,69_BAL_JCT,-122.579086,49.104227,ac,69,JCT
560,69_BAL_DSS,-122.579086,49.104227,ac,69,DSS
561,69_PKL_DSS,-122.630288,49.176575,ac,69,DSS
562,69_MLN_DSS,-122.682448,49.098957,ac,69,DSS
563,69_RUS_GSS,-122.408341,49.194973,ac,69,GSS
564,69_GLT_JCT,-122.468680,49.109385,ac,69,JCT
565,69_GLT_DSS,-122.468680,49.109385,ac,69,DSS
566,69_SZM_DSS,-121.409917,49.698373,ac,69,DSS
567,69_BBR_DSS,-121.441516,49.861915,ac,69,DSS
568,69_BBR_JCT,-121.441516,49.861915,ac,69,JCT
569,69_WAH_GSS,-121.680665,49.236626,ac,69,GSS
570,69_HOP_DSS,-121.428922,49.379607,ac,69,DSS
571,69_KEN_DSS,-121.783499,49.247641,ac,69,DSS
572,69_SFU_JCT,-122.915292,49.275463,ac,69,JCT
573,69_SFU_DSS,-122.915292,49.275463,ac,69,DSS
574,69_MIS_JCT,-122.316807,49.140856,ac,69,JCT
575,69_CBN_DSS,-122.297098,49.069045,ac,69,DSS
576,69_MIS_DSS,-122.316807,49.140856,ac,69,DSS
577,69_ALU_GSS,-122.312429,49.371009,ac,69,GSS
578,69_SLK_JCT,-122.342085,49.288678,ac,69,JCT
579,69_SLK_DSS,-122.342085,49.288678,ac,69,DSS
580,69_SVD_DSS,-122.357270,49.140991,ac,69,DSS
581,69_LB2_GSS,-122.873524,49.370567,ac,69,GSS
582,69_NWR_JCT,-122.915721,49.222013,ac,69,JCT
583,69_GSP_JCT,-122.891625,49.222176,ac,69,JCT
584,69_GSP_DSS,-122.891625,49.222176,ac,69,DSS
585,69_NRG_JCT,-122.863492,49.230014,ac,69,JCT
586,69_NRG_ISS,-122.863492,49.230014,ac,69,ISS
587,69_NWR_DSS,-122.915721,49.222013,ac,69,DSS
588,69_ESC_JCT,-122.768649,49.255982,ac,69,JCT
589,69_ESC_ISS,-122.768649,49.255982,ac,69,ISS
590,69_CLL_JCT,-121.650641,50.814632,ac,69,JCT
591,69_CRQ_DSS,-121.398841,50.886740,ac,69,DSS
592,69_PAV_JCT,-121.828051,50.882955,ac,69,JCT
593,69_SON_GSS,-121.924124,50.672742,ac,69,GSS
594,69_CLL_ISS,-121.650641,50.814632,ac,69,ISS
595,69_PAV_DSS,-121.828051,50.882955,ac,69,DSS
596,69_WDN_JCT,-121.983310,50.660512,ac,69,JCT
597,69_BR1_GSS,-122.240038,50.729850,ac,69,GSS
598,69_WDN_GSS,-121.983310,50.660512,ac,69,GSS
599,69_TXL_JCT,-122.742995,50.910235,ac,69,JCT
600,69_LAJ_GSS,-122.855890,50.839720,ac,69,GSS
601,69_TXL_DSS,-122.742995,50.910235,ac,69,DSS
602,69_MUR_DSS,-123.101318,49.277984,ac,69,DSS
603,69_SPG_DSS,-123.152465,49.249670,ac,69,DSS
604,69_KI1_DSS,-123.116046,49.205311,ac,69,DSS
605,69_GDK_DSS,-123.154689,49.230630,ac,69,DSS
606,69_CCW_JCT,-121.313663,50.786925,ac,69,JCT
607,69_AFT_JCT,-121.282483,50.736544,ac,69,JCT
608,69_SBR_DSS,-121.326081,50.427831,ac,69,DSS
609,69_AFT_DSS,-121.282483,50.736544,ac,69,DSS
610,69_CCW_DSS,-121.313663,50.786925,ac,69,DSS
611,69_TII_JCT,-122.957292,49.186127,ac,69,JCT
612,69_ANN_JCT,-122.936335,49.174649,ac,69,JCT
613,69_AWT_JCT,-122.946738,49.166563,ac,69,JCT
614,69_ING_DSS,-122.873948,49.158898,ac,69,DSS
615,69_BBS_DSS,-122.992833,49.198719,ac,69,DSS
616,69_ANN_DSS,-122.936335,49.174649,ac,69,DSS
617,69_AWT_ISS,-122.946738,49.166563,ac,69,ISS
618,69_IPM_ISS,-122.933935,49.168651,ac,69,ISS
619,69_TII_DSS,-122.957292,49.186127,ac,69,DSS
620,69_WCF_JCT,-123.107187,49.206410,ac,69,JCT
621,69_WCF_ISS,-123.107187,49.206410,ac,69,ISS
622,69_SEA_DSS,-123.151418,49.187107,ac,69,DSS
623,69_YVR_ISS,-123.151899,49.186968,ac,69,ISS
624,69_NEL_DSS,-122.962930,49.217765,ac,69,DSS
625,69_KI2_DSS,-123.115357,49.198157,ac,69,DSS
626,69_BMP_JCT,-122.944692,49.247620,ac,69,JCT
627,69_LOH_JCT,-122.965483,49.260397,ac,69,JCT
628,69_HPN_DSS,-123.017942,49.266802,ac,69,DSS
629,69_BMP_DSS,-122.944692,49.247620,ac,69,DSS
630,69_LOH_DSS,-122.965483,49.260397,ac,69,DSS
631,69_RSR_ISS,-123.088096,49.200881,ac,69,ISS
632,69_LF1_ISS,-123.006735,49.158997,ac,69,ISS
633,69_SEA_JCT,-123.151418,49.187107,ac,69,JCT
634,69_RIM_DSS,-123.128787,49.163305,ac,69,DSS
635,69_SMW_JCT,-122.270083,49.031937,ac,69,JCT
636,69_ABB_DSS,-122.297780,49.067847,ac,69,DSS
637,69_TMO_JCT,-122.158993,49.064571,ac,69,JCT
638,69_ALZ_DSS,-122.009320,49.113555,ac,69,DSS
639,69_SMW_DSS,-122.270083,49.031937,ac,69,DSS
640,69_TMO_DSS,-122.158993,49.064571,ac,69,DSS
641,69_DGR_DSS,-123.125248,49.281490,ac,69,DSS
642,69_JME_GSS,-123.056820,50.828210,ac,69,GSS
643,69_UNY_DSS,-123.244711,49.261211,ac,69,DSS
644,69_CSN_DSS,-123.197669,49.249427,ac,69,DSS
645,69_UNS_JCT,-123.228581,49.246474,ac,69,JCT
646,69_UNS_DSS,-123.228581,49.246474,ac,69,DSS
647,69_TSW_JCT,-123.075030,49.036144,ac,69,JCT
648,69_DPT_JCT,-123.156648,49.021380,ac,69,JCT
649,69_ARN_DSS,-123.041678,49.092139,ac,69,DSS
650,69_DPT_DSS,-123.156648,49.021380,ac,69,DSS
651,69_TSW_DSS,-123.075030,49.036144,ac,69,DSS
652,69_WTL_ISS,-123.170164,49.019768,ac,69,ISS
653,69_CAN_JCT,-123.023479,49.134136,ac,69,JCT
654,69_TLB_JCT,-123.029437,49.139996,ac,69,JCT
655,69_LRP_JCT,-123.011861,49.143368,ac,69,JCT
656,69_LNH_JCT,-123.020825,49.142422,ac,69,JCT
657,69_BCI_ISS,-123.004397,49.143356,ac,69,ISS
658,69_CAN_ISS,-123.023479,49.134136,ac,69,ISS
659,69_LNH_ISS,-123.020825,49.142422,ac,69,ISS
660,69_LRP_ISS,-123.011861,49.143368,ac,69,ISS
661,69_TLB_ISS,-123.029437,49.139996,ac,69,ISS
662,69_WLT_DSS,-123.026066,49.310017,ac,69,DSS
663,69_NVR_DSS,-123.064610,49.309285,ac,69,DSS
664,69_LCS_JCT,-123.042114,49.305387,ac,69,JCT
665,69_SWP_JCT,-123.053666,49.306837,ac,69,JCT
666,69_LCS_ISS,-123.042114,49.305387,ac,69,ISS
667,69_SWP_ISS,-123.053666,49.306837,ac,69,ISS
668,69_JRI_JCT,-123.065636,49.305479,ac,69,JCT
669,69_NOR_DSS,-123.135265,49.319653,ac,69,DSS
670,69_VDK_JCT,-123.075953,49.309249,ac,69,JCT
671,69_JRI_DSS,-123.065636,49.305479,ac,69,DSS
672,69_VDK_ISS,-123.075953,49.309249,ac,69,ISS
673,69_VSY _ISS,-123.108461,49.313147,ac,69,ISS
674,69_CAP_DSS,-123.108164,49.334823,ac,69,DSS
675,69_HCT_JCT,-123.214265,49.346588,ac,69,JCT
676,69_CYP_DSS,-123.232133,49.356864,ac,69,DSS
677,69_JLN_DSS,-123.161090,49.327552,ac,69,DSS
678,69_HCT_DSS,-123.214265,49.346588,ac,69,DSS
679,69_CPS_JCT,-123.113381,49.360830,ac,69,JCT
680,69_GLR_DSS,-123.132969,49.360098,ac,69,DSS
681,69_CPS_DSS,-123.113381,49.360830,ac,69,DSS
682,69_SCP_JCT,-122.935990,49.201894,ac,69,JCT
683,69_RO2_DSS,-122.916322,49.201681,ac,69,DSS
684,69_SCP_ISS,-122.935990,49.201894,ac,69,ISS
685,69_CKY_DSS,-123.160951,49.790166,ac,69,DSS
686,69_MAM_JCT,-123.091894,49.721443,ac,69,JCT
687,69_UMH_JCT,-123.054632,49.717831,ac,69,JCT
688,69_SQH_DSS,-123.148577,49.702151,ac,69,DSS
689,69_BTA_JCT,-123.203108,49.621574,ac,69,JCT
690,69_FRC_JCT,-123.221119,49.587550,ac,69,JCT
691,69_FRI_JCT,-123.201977,49.579288,ac,69,JCT
692,69_LBY_JCT,-123.237851,49.453481,ac,69,JCT
693,69_HSB_DSS,-123.276891,49.364400,ac,69,DSS
694,69_PTO_JCT,-123.239815,49.545594,ac,69,JCT
695,69_BTA_DSS,-123.203108,49.621574,ac,69,DSS
696,69_FRC_DSS,-123.221119,49.587550,ac,69,DSS
697,69_FRI_GSS,-123.201977,49.579288,ac,69,GSS
698,69_LBY_DSS,-123.237851,49.453481,ac,69,DSS
699,69_PTO_DSS,-123.239815,49.545594,ac,69,DSS
700,69_MAM_GSS,-123.091894,49.721443,ac,69,GSS
701,69_SRY_JCT,-122.829507,49.104789,ac,69,JCT
702,69_WRK_DSS,-122.789773,49.030633,ac,69,DSS
703,69_SRY_DSS,-122.829507,49.104789,ac,69,DSS
704,69_NKL_JCT,-122.800159,49.060687,ac,69,JCT
705,69_NKL_DSS,-122.800159,49.060687,ac,69,DSS
706,69_CVN_ISS,-122.992116,49.291204,ac,69,ISS
707,69_UMH_GSS,-123.054632,49.717831,ac,69,GSS
708,69_SCT_JCT,-122.889169,49.182963,ac,69,JCT
709,69_HRD_JCT,-122.696895,49.174749,ac,69,JCT
710,69_PKL_JCT,-122.630288,49.176575,ac,69,JCT
711,69_HRD_DSS,-122.696895,49.174749,ac,69,DSS
712,69_SCT_DSS,-122.889169,49.182963,ac,69,DSS
713,69_PKP_JCT,-122.699771,49.177696,ac,69,JCT
714,69_PKP_DSS,-122.699771,49.177696,ac,69,DSS
715,69_KTG_DSS,-123.412041,48.566978,ac,69,DSS
716,69_SNY_DSS,-123.416640,48.628961,ac,69,DSS
717,69_NXC_JCT,-123.015030,49.300991,ac,69,JCT
718,69_DCV_DSS,-122.987189,49.313325,ac,69,DSS
719,69_ERW_JCT,-123.010649,49.300995,ac,69,JCT
720,69_ERW_ISS,-123.010649,49.300995,ac,69,ISS
721,69_NXC_ISS,-123.015030,49.300991,ac,69,ISS
722,69_WAH_JCT,-121.680665,49.236626,ac,69,JCT
723,69_CHK_DSS,-121.953179,49.167614,ac,69,DSS
724,69_KEN_JCT,-121.783499,49.247641,ac,69,JCT
725,69_WHP_JCT,-121.731284,49.194682,ac,69,JCT
726,69_WHP_DSS,-121.731284,49.194682,ac,69,DSS
727,69_HPS_JCT,-121.423884,49.373601,ac,69,JCT
728,69_HPS_DSS,-121.423884,49.373601,ac,69,DSS
729,69_CTN_GSS,-123.159893,49.877182,ac,69,GSS
730,69_PVO_DSS,-123.737845,48.823939,ac,69,DSS
731,69_LCW_DSS,-124.058483,48.821405,ac,69,DSS
732,69_M3C_JCT,-125.356863,49.234215,ac,69,JCT
733,69_CNK_JCT,-125.395572,49.176919,ac,69,JCT
734,69_GCL_DSS,-124.962048,49.317582,ac,69,DSS
735,69_DTR_JCT,-125.275698,49.296154,ac,69,JCT
736,69_TRR_JCT,-125.299872,49.295068,ac,69,JCT
737,69_HAS_JCT,-125.383670,49.247923,ac,69,JCT
738,69_LBH_DSS,-125.583442,48.996652,ac,69,DSS
739,69_SSH_JCT,-125.309211,49.287612,ac,69,JCT
740,69_CNK_GSS,-125.395572,49.176919,ac,69,GSS
741,69_DTR_GSS,-125.275698,49.296154,ac,69,GSS
742,69_HAS_GSS,-125.383670,49.247923,ac,69,GSS
743,69_M3C_GSS,-125.356863,49.234215,ac,69,GSS
744,69_SSH_GSS,-125.309211,49.287612,ac,69,GSS
745,69_TRR_DSS,-125.299872,49.295068,ac,69,DSS
746,69_WWD_JCT,-119.757512,50.476343,ac,69,JCT
747,69_MTE_DSS,-119.836293,50.523678,ac,69,DSS
748,69_VNT_TSS,-119.228870,50.251765,ac,69,TSS
749,69_WWD_DSS,-119.757512,50.476343,ac,69,DSS
750,69_SAM_DSS,-119.251648,50.691570,ac,69,DSS
751,69_FCO_JCT,-119.209224,50.759341,ac,69,JCT
752,69_SCM_DSS,-118.973479,50.844224,ac,69,DSS
753,69_FCO_ISS,-119.209224,50.759341,ac,69,ISS
754,69_NDR_JCT,-117.369746,49.997444,ac,69,JCT
755,69_NDR_DSS,-117.369746,49.997444,ac,69,DSS
756,69_MON_DSS,-118.147711,49.920452,ac,69,DSS
757,69_NAK_DSS,-117.795818,50.238006,ac,69,DSS
758,69_ILL_DSS,-118.204474,50.985679,ac,69,DSS
759,69_WHN_GSS,-118.060010,50.813937,ac,69,GSS
760,69_SCB_JCT,-118.104136,50.771577,ac,69,JCT
761,69_PIN_GSS,-118.104136,50.771577,ac,69,GSS
762,69_SCB_GSS,-118.104136,50.771577,ac,69,GSS
763,69_MCA_GSS,-118.570515,52.075872,ac,69,GSS
764,69_MCK_JCT,-118.532183,51.647648,ac,69,JCT
765,69_GSM_ISS,-118.429719,51.632022,ac,69,ISS
766,69_MCK_DSS,-118.532183,51.647648,ac,69,DSS
767,69_FMT_JCT,-115.870665,50.319336,ac,69,JCT
768,69_ATH_JCT,-116.000826,50.515057,ac,69,JCT
769,69_CRC_JCT,-115.804012,50.154683,ac,69,JCT
770,69_CNL_JCT,-115.823022,50.150241,ac,69,JCT
771,69_SKU_JCT,-115.738832,49.903614,ac,69,JCT
772,69_INV_DSS,-116.117825,50.495098,ac,69,DSS
773,69_KBY_DSS,-115.961183,49.663775,ac,69,DSS
774,69_ATH_DSS,-116.000826,50.515057,ac,69,DSS
775,69_CNL_DSS,-115.823022,50.150241,ac,69,DSS
776,69_CRC_DSS,-115.804012,50.154683,ac,69,DSS
777,69_SKU_DSS,-115.738832,49.903614,ac,69,DSS
778,69_CRS_DSS,-115.758056,49.527819,ac,69,DSS
779,69_FMT_DSS,-115.870665,50.319336,ac,69,DSS
780,69_PSN_JCT,-116.630252,51.069701,ac,69,JCT
781,69_GDN_DSS,-116.961008,51.292769,ac,69,DSS
782,69_SPN_JCT,-116.408943,50.903362,ac,69,JCT
783,69_RDM_JCT,-116.074036,50.630019,ac,69,JCT
784,69_PSN_DSS,-116.630252,51.069701,ac,69,DSS
785,69_RDM_DSS,-116.074036,50.630019,ac,69,DSS
786,69_SPN_GSS,-116.408943,50.903362,ac,69,GSS
787,69_KHS_DSS,-116.994352,51.281768,ac,69,DSS
788,69_SPD_JCT,-114.892675,49.709074,ac,69,JCT
789,69_NTL_DSS,-114.858257,49.735535,ac,69,DSS
790,69_FNE_DSS,-115.059198,49.502452,ac,69,DSS
791,69_SPD_DSS,-114.892675,49.709074,ac,69,DSS
792,69_CBK_DSS,-115.580487,49.500543,ac,69,DSS
793,69_FST_JCT,-115.683175,49.592517,ac,69,JCT
794,69_MVL_JCT,-115.928602,49.639709,ac,69,JCT
795,69_FST_DSS,-115.683175,49.592517,ac,69,DSS
796,69_MVL_DSS,-115.928602,49.639709,ac,69,DSS
797,69_MYE_JCT,-115.830735,49.284974,ac,69,JCT
798,69_MYE_DSS,-115.830735,49.284974,ac,69,DSS
799,69_ELK_GSS,-115.104613,49.290067,ac,69,GSS
800,69_CFE_DSS,-115.101008,49.272448,ac,69,DSS
801,69_EV1_ISS,-114.853160,49.731720,ac,69,ISS
802,69_WAR_DSS,-115.361676,49.493403,ac,69,DSS
803,69_ABN_GSS,-115.362424,49.493319,ac,69,GSS
804,69_BRM_JCT,-115.376977,49.501304,ac,69,JCT
805,69_BRM_ISS,-115.376977,49.501304,ac,69,ISS
806,69_WIN_DSS,-115.128316,49.305833,ac,69,DSS
807,69_CMO_JCT,-114.655983,49.513085,ac,69,JCT
808,69_CNT_JCT,-114.718135,49.648113,ac,69,JCT
809,69_CRW_GSS,-114.715814,49.648758,ac,69,GSS
810,69_CMO_DSS,-114.655983,49.513085,ac,69,DSS
811,69_CNT_ISS,-114.718135,49.648113,ac,69,ISS
812,69_WIN_JCT,-115.128316,49.305833,ac,69,JCT
813,69_SPL_JCT,-115.748350,49.506975,ac,69,JCT
814,69_JOE_DSS,-115.755210,49.536638,ac,69,DSS
815,69_SPL_DSS,-115.748350,49.506975,ac,69,DSS
816,69_WQL_JCT,-122.482645,52.945928,ac,69,JCT
817,69_BLW_DSS,-122.429605,53.020438,ac,69,DSS
818,69_MGT_JCT,-122.428236,52.500932,ac,69,JCT
819,69_GBW_JCT,-122.425231,52.505779,ac,69,JCT
820,69_MTP_JCT,-121.633042,52.544315,ac,69,JCT
821,69_SCK_DSS,-122.215540,52.305565,ac,69,DSS
822,69_GBW_ISS,-122.425231,52.505779,ac,69,ISS
823,69_GVL_JCT,-121.805863,52.485800,ac,69,JCT
824,69_GVL_DSS,-121.805863,52.485800,ac,69,DSS
825,69_MGT_DSS,-122.428236,52.500932,ac,69,DSS
826,69_MTP_DSS,-121.633042,52.544315,ac,69,DSS
827,69_WQL_ISS,-122.482645,52.945928,ac,69,ISS
828,69_SMH_JCT,-121.396316,51.300124,ac,69,JCT
829,69_AWL_JCT,-121.330575,51.653894,ac,69,JCT
830,69_CLN_JCT,-121.589458,51.081082,ac,69,JCT
831,69_HMH_DSS,-121.284830,51.657461,ac,69,DSS
832,69_AWL_DSS,-121.330575,51.653894,ac,69,DSS
833,69_CLN_DSS,-121.589458,51.081082,ac,69,DSS
834,69_SMH_DSS,-121.396316,51.300124,ac,69,DSS
835,69_TWT_JCT,-122.171883,52.165132,ac,69,JCT
836,69_WWL_JCT,-122.183612,52.159790,ac,69,JCT
837,69_LGW_JCT,-122.180765,52.158094,ac,69,JCT
838,69_WLM_DSS,-122.138549,52.133474,ac,69,DSS
839,69_LGW_DSS,-122.180765,52.158094,ac,69,DSS
840,69_TWT_DSS,-122.171883,52.165132,ac,69,DSS
841,69_WWL_ISS,-122.183612,52.159790,ac,69,ISS
842,69_WPN_JCT,-122.518103,53.012845,ac,69,JCT
843,69_QNL_DSS,-122.502269,52.994988,ac,69,DSS
844,69_CBP_JCT,-122.485266,52.997039,ac,69,JCT
845,69_CBP_GSS,-122.485266,52.997039,ac,69,GSS
846,69_WPN_DSS,-122.518103,53.012845,ac,69,DSS
847,69_WFQ_JCT,-122.501328,52.996090,ac,69,JCT
848,69_BLW_JCT,-122.429605,53.020438,ac,69,JCT
849,69_WFQ_ISS,-122.501328,52.996090,ac,69,ISS
850,69_NWE_ISS,-122.171427,52.161263,ac,69,ISS
851,69_GBC_JCT,-122.285892,52.531651,ac,69,JCT
852,69_GBR_ISS,-122.282388,52.530204,ac,69,ISS
853,69_GBC_DSS,-122.285892,52.531651,ac,69,DSS
854,69_WSN_DSS,-122.608969,53.850230,ac,69,DSS
855,69_BVY_DSS,-122.834751,53.843389,ac,69,DSS
856,69_TAC_JCT,-124.072755,54.000696,ac,69,JCT
857,69_NLV_JCT,-124.055830,54.013786,ac,69,JCT
858,69_PLT_JCT,-124.334533,54.024493,ac,69,JCT
859,69_VDF_JCT,-124.015138,54.008304,ac,69,JCT
860,69_NLV_DSS,-124.055830,54.013786,ac,69,DSS
861,69_PLT_ISS,-124.334533,54.024493,ac,69,ISS
862,69_TAC_DSS,-124.072755,54.000696,ac,69,DSS
863,69_VDF_DSS,-124.015138,54.008304,ac,69,DSS
864,69_PVW_DSS,-122.695247,53.845286,ac,69,DSS
865,69_PCA_DSS,-122.765299,53.905007,ac,69,DSS
866,69_PVW_JCT,-122.695247,53.845286,ac,69,JCT
867,69_NOS_JCT,-122.741112,53.849591,ac,69,JCT
868,69_NOS_ISS,-122.741112,53.849591,ac,69,ISS
869,69_BCM_JCT,-122.693177,53.925347,ac,69,JCT
870,69_FMC_JCT,-122.708602,53.926929,ac,69,JCT
871,69_CRD_DSS,-122.693514,53.926974,ac,69,DSS
872,69_BCM_ISS,-122.693177,53.925347,ac,69,ISS
