,transmission_line_id,transmission_circuit_id,owner,province,operating_region,number_of_circuits,current_type,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage,reactance,summer_capacity,winter_capacity,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes
5824,29180,1L210DFD,BC Hydro,BC,British Columbia,1,ac,1.098,0.678,1.098,0.678,138,0.48,106,135,Darfield JCT,BC_DFD_JCT,Darfield,BC_DFD_DSS,NULL
5825,29181,1L210HFY,BC Hydro,BC,British Columbia,1,ac,0.082,0.051,0.082,0.051,138,0.04,55,105,Heffley JCT,BC_HFY_JCT,Heffley,BC_HFY_DSS,NULL
5826,29182,1L210TMM,BC Hydro,BC,British Columbia,1,ac,0.117,0.072,0.117,0.072,138,0.05,55,105,TransMountain McMurphy JCT,BC_TMM_JCT,TransMountain McMurphy,BC_TMM_DSS,NULL
5827,29183,1L210TOK,BC Hydro,BC,British Columbia,1,ac,0.250,0.154,0.250,0.154,138,0.11,106,135,Tolko Industries Heffley JCT,BC_TOK_JCT,Tolko Industries Heffley,BC_TOK_DSS,NULL
5828,29184,1L210VBY,BC Hydro,BC,British Columbia,1,ac,0.048,0.030,0.048,0.030,138,0.02,55,105,Vavenby JCT,BC_VBY_JCT,Vavenby,BC_VBY_DSS,NULL
5829,29185,1L211,BC Hydro,BC,British Columbia,1,ac,2.440,1.506,62.440,38.543,138,27.07,104,134,Blue River Pumping Station JCT,BC_BLE_JCT,Blue River JCT,BC_BLU_JCT,NULL
5830,29186,1L211,BC Hydro,BC,British Columbia,1,ac,19.000,11.728,62.440,38.543,138,27.07,104,134,Finn Pumping Station JCT,BC_FPS_JCT,Blue River Pumping Station JCT,BC_BLE_JCT,NULL
5831,29187,1L211,BC Hydro,BC,British Columbia,1,ac,22.000,13.580,62.440,38.543,138,27.07,226,290,Blue River JCT,BC_BLU_JCT,Bone Creek,BC_BET_DSS,NULL
5832,29188,1L211,BC Hydro,BC,British Columbia,1,ac,19.000,11.728,62.440,38.543,138,27.07,104,134,Avola JCT,BC_AVO_JCT,Finn Pumping Station JCT,BC_FPS_JCT,NULL
5833,29189,1L211AVO2,BC Hydro,BC,British Columbia,1,ac,0.069,0.043,0.069,0.043,138,0.03,141,156,Avola JCT,BC_AVO_JCT,Avola,BC_AVO_DSS,NULL
5834,29190,1L211BLE,BC Hydro,BC,British Columbia,1,ac,2.154,1.330,2.154,1.330,138,0.93,141,156,Blue River Pumping Station JCT,BC_BLE_JCT,Blue River Pumping Station,BC_BLE_DSS,NULL
5835,29191,1L211BLU,BC Hydro,BC,British Columbia,1,ac,0.102,0.063,0.102,0.063,138,0.04,109,291,Blue River JCT,BC_BLU_JCT,Blue River,BC_BLU_DSS,NULL
5836,29192,1L211FPS,BC Hydro,BC,British Columbia,1,ac,2.702,1.668,2.702,1.668,138,1.17,141,156,Finn Pumping Station JCT,BC_FPS_JCT,Finn Pumping Station,BC_FPS_DSS,NULL
5837,29193,1L212,BC Hydro,BC,British Columbia,1,ac,27.706,17.102,27.706,17.102,138,12.01,55,105,Valemount,BC_VLM_DSS,Rearguard Pumping Station,BC_REG_DSS,NULL
5838,29194,1L214,BC Hydro,BC,British Columbia,1,ac,111.569,68.870,111.569,68.870,138,48.37,85,133,Vernon TS,BC_VNT_TSS,Valleyview,BC_VVW_DSS,NULL
5839,29195,1L218,BC Hydro,BC,British Columbia,1,ac,12.000,7.407,57.930,35.759,138,25.12,123,157,Enderby JCT,BC_END_JCT,Armstrong JCT,BC_ARM_JCT,NULL
5840,29196,1L218,BC Hydro,BC,British Columbia,1,ac,20.000,12.346,57.930,35.759,138,25.12,123,157,Salmon Arm,BC_SAM_DSS,Enderby JCT,BC_END_JCT,NULL
5841,29197,1L218,BC Hydro,BC,British Columbia,1,ac,2.930,1.809,57.930,35.759,138,25.12,123,157,Tolko Armstrong JCT,BC_RVG_JCT,Riverside JCT,BC_RVS_JCT,NULL
5842,29198,1L218,BC Hydro,BC,British Columbia,1,ac,3.000,1.852,57.930,35.759,138,25.12,123,157,Armstrong JCT,BC_ARM_JCT,Tolko Armstrong JCT,BC_RVG_JCT,NULL
5843,29199,1L218,BC Hydro,BC,British Columbia,1,ac,20.000,12.346,57.930,35.759,138,25.12,123,157,Riverside JCT,BC_RVS_JCT,Vernon TS,BC_VNT_TSS,NULL
5844,29200,1L218ARM,BC Hydro,BC,British Columbia,1,ac,0.046,0.028,0.046,0.028,138,0.02,141,156,Armstrong JCT,BC_ARM_JCT,Armstrong,BC_ARM_DSS,NULL
5845,29201,1L218END,BC Hydro,BC,British Columbia,1,ac,0.046,0.028,0.046,0.028,138,0.02,141,156,Enderby JCT,BC_END_JCT,Enderby,BC_END_DSS,NULL
5846,29202,1L218RVG,BC Hydro,BC,British Columbia,1,ac,0.046,0.028,0.046,0.028,138,0.02,141,156,Tolko Armstrong JCT,BC_RVG_JCT,Tolko Armstrong GS,BC_RVG_GSS,NULL
5847,29203,1L218RVS,BC Hydro,BC,British Columbia,1,ac,0.046,0.028,0.046,0.028,138,0.02,123,157,Riverside JCT,BC_RVS_JCT,Riverside,BC_RVS_DSS,NULL
5848,29204,1L219,BC Hydro,BC,British Columbia,1,ac,1.000,0.617,13.716,8.467,138,5.95,153,179,Kamwood,BC_KWD_DSS,Domtar Kamloops,BC_WEY_ISS,NULL
5849,29205,1L219,BC Hydro,BC,British Columbia,1,ac,5.106,3.152,13.716,8.467,138,5.95,153,179,Valleyview,BC_VVW_DSS,Douglas Street,BC_DUG_DSS,NULL
5850,29206,1L219,BC Hydro,BC,British Columbia,1,ac,7.610,4.698,13.716,8.467,138,5.95,153,179,Douglas Street,BC_DUG_DSS,Kamwood,BC_KWD_DSS,NULL
5851,29207,1L220,BC Hydro,BC,British Columbia,1,ac,3.050,1.883,3.050,1.883,138,1.32,154,191,West Kamloops,BC_WKA_DSS,Brocklehurst,BC_BKL_DSS,NULL
5852,29208,1L225,BC Hydro,BC,British Columbia,1,ac,25.420,15.691,65.420,40.383,138,28.36,231,291,Chappell Pumping Station JCT,BC_CPL_JCT,Albreda JCT,BC_ABA_JCT,NULL
5853,29209,1L225,BC Hydro,BC,British Columbia,1,ac,20.000,12.346,65.420,40.383,138,28.36,231,291,Bone Creek,BC_BET_DSS,Chappell Pumping Station JCT,BC_CPL_JCT,NULL
5854,29210,1L225,BC Hydro,BC,British Columbia,1,ac,20.000,12.346,65.420,40.383,138,28.36,227,291,Albreda JCT,BC_ABA_JCT,Valemount,BC_VLM_DSS,NULL
5855,29211,1L225ABA,BC Hydro,BC,British Columbia,1,ac,0.767,0.473,0.767,0.473,138,0.33,141,156,Albreda JCT,BC_ABA_JCT,Albreda,BC_ABA_DSS,NULL
5856,29212,1L225BNC,BC Hydro,BC,British Columbia,1,ac,0.100,0.062,0.100,0.062,138,0.04,141,156,Bone Creek,BC_BET_DSS,Bone Creek GS,BC_BNC_GSS,NULL
5857,29213,1L225CPL,BC Hydro,BC,British Columbia,1,ac,1.612,0.995,1.612,0.995,138,0.70,141,156,Chappell Pumping Station JCT,BC_CPL_JCT,Chappell Pumping Station,BC_CPL_DSS,NULL
5858,29214,1L241,BC Hydro,BC,British Columbia,1,ac,13.269,8.191,13.269,8.191,138,5.75,156,199,Valleyview,BC_VVW_DSS,Brocklehurst,BC_BKL_DSS,NULL
5859,29215,1L242,BC Hydro,BC,British Columbia,1,ac,5.106,3.152,5.106,3.152,138,2.21,154,199,Douglas Street,BC_DUG_DSS,Valleyview,BC_VVW_DSS,NULL
5860,29216,1L243,BC Hydro,BC,British Columbia,1,ac,12.880,7.951,42.880,26.469,138,18.59,154,199,Stump JCT,BC_STM_JCT,Nicola TS,BC_NIC_TSS,NULL
5861,29217,1L243,BC Hydro,BC,British Columbia,1,ac,30.000,18.519,42.880,26.469,138,18.59,154,199,Highland,BC_HLD_DSS,Stump JCT,BC_STM_JCT,NULL
5862,29218,1L243STM,BC Hydro,BC,British Columbia,1,ac,2.000,1.235,2.000,1.235,138,0.87,154,199,Stump JCT,BC_STM_JCT,Stump,BC_STM_ISS,NULL
5863,29219,1L244,BC Hydro,BC,British Columbia,1,ac,13.230,8.167,77.230,47.673,138,33.48,153,198,Pennask JCT,BC_PSW_JCT,Brenda Mines JCT,BC_BDM_JCT,NULL
5864,29220,1L244,BC Hydro,BC,British Columbia,1,ac,32.000,19.753,77.230,47.673,138,33.48,153,198,Nicola TS,BC_NIC_TSS,Pennask JCT,BC_PSW_JCT,NULL
5865,29221,1L244,BC Hydro,BC,British Columbia,1,ac,32.000,19.753,77.230,47.673,138,33.48,153,198,Brenda Mines JCT,BC_BDM_JCT,Westbank,BC_WBK_DSS,NULL
5866,29222,1L244BDM,BC Hydro,BC,British Columbia,1,ac,0.729,0.450,0.729,0.450,138,0.32,153,198,Brenda Mines JCT,BC_BDM_JCT,Brenda Mines,BC_BDM_ISS,NULL
5867,29223,1L244PSW,BC Hydro,BC,British Columbia,1,ac,0.120,0.074,0.120,0.074,138,0.05,141,156,Pennask JCT,BC_PSW_JCT,Pennask GS,BC_PSW_GSS,NULL
5868,29224,1L246,BC Hydro,BC,British Columbia,1,ac,6.269,3.870,6.269,3.870,138,2.72,134,173,Monashee,BC_MON_DSS,Whatshan GS,BC_WGS_GSS,NULL
5869,29225,1L249,BC Hydro,BC,British Columbia,1,ac,4.000,2.469,4.000,2.469,138,1.73,159,199,Merritt Green GS,BC_MIG_GSS,Merritt,BC_MRT_DSS,NULL
5870,29226,1L251,BC Hydro,BC,British Columbia,1,ac,7.000,4.321,99.424,61.373,138,43.11,105,135,Princeton JCT,BC_PRI_JCT,Copper Mountain JCT,BC_CUM_JCT,NULL
5871,29227,1L251,BC Hydro,BC,British Columbia,1,ac,89.424,55.200,99.424,61.373,138,43.11,105,135,Nicola TS,BC_NIC_TSS,Princeton JCT,BC_PRI_JCT,NULL
5872,29228,1L251,BC Hydro,BC,British Columbia,1,ac,3.000,1.852,99.424,61.373,138,43.11,105,135,Copper Mountain JCT,BC_CUM_JCT,Similco,BC_SCO_DSS,NULL
5873,29229,1L251CUM,BC Hydro,BC,British Columbia,1,ac,3.000,1.852,3.000,1.852,138,1.30,141,156,Copper Mountain JCT,BC_CUM_JCT,Copper Mountain,BC_CUM_DSS,NULL
5874,29230,1L254,BC Hydro,BC,British Columbia,1,ac,35.648,22.005,35.648,22.005,138,15.46,157,199,Highland,BC_HLD_DSS,Merritt,BC_MRT_DSS,NULL
5875,29231,1L274,BC Hydro,BC,British Columbia,1,ac,27.500,16.975,103.410,63.833,138,44.84,57,95,Greenhills JCT,BC_GRH_JCT,Britt Creek JCT,BC_BCK_JCT,NULL
5876,29232,1L274,BC Hydro,BC,British Columbia,1,ac,13.000,8.025,103.410,63.833,138,44.84,57,95,Line Creek Coal JCT,BC_LCC_JCT,Elkford JCT,BC_EFD_JCT,NULL
5877,29233,1L274,BC Hydro,BC,British Columbia,1,ac,0.010,0.006,103.410,63.833,138,44.84,57,95,Elkford JCT,BC_EFD_JCT,Fording Coal JCT,BC_FRO_JCT,NULL
5878,29234,1L274,BC Hydro,BC,British Columbia,1,ac,0.900,0.556,103.410,63.833,138,44.84,57,95,Fording Coal JCT,BC_FRO_JCT,Greenhills JCT,BC_GRH_JCT,NULL
5879,29235,1L274,BC Hydro,BC,British Columbia,1,ac,50.000,30.864,103.410,63.833,138,44.84,57,95,Britt Creek JCT,BC_BCK_JCT,IPT Natal Pocaterra,PP_ABBC3_IPT,NULL
5880,29236,1L274,BC Hydro,BC,British Columbia,1,ac,12.000,7.407,103.410,63.833,138,44.84,57,95,Natal,BC_NTL_DSS,Line Creek Coal JCT,BC_LCC_JCT,NULL
5881,29237,1L274BCK,BC Hydro,BC,British Columbia,1,ac,0.120,0.074,0.120,0.074,138,0.05,57,95,Britt Creek JCT,BC_BCK_JCT,Britt Creek,BC_BCK_ISS,NULL
5882,29238,1L274EFD,BC Hydro,BC,British Columbia,1,ac,1.068,0.659,1.068,0.659,138,0.46,141,156,Elkford JCT,BC_EFD_JCT,Elkford,BC_EFD_DSS,NULL
5883,29239,1L274FRO,BC Hydro,BC,British Columbia,1,ac,0.016,0.010,0.016,0.010,138,0.01,141,156,Fording Coal JCT,BC_FRO_JCT,Fording Coal,BC_FRO_ISS,NULL
5884,29240,1L274GRH,BC Hydro,BC,British Columbia,1,ac,5.167,3.190,5.167,3.190,138,2.24,225,274,Greenhills JCT,BC_GRH_JCT,Greenhills,BC_GRH_ISS,NULL
5885,29241,1L274LCC,BC Hydro,BC,British Columbia,1,ac,3.061,1.890,3.061,1.890,138,1.33,106,127,Line Creek Coal JCT,BC_LCC_JCT,Line Creek Coal,BC_LCC_ISS,NULL
5886,29242,1L275,BC Hydro,BC,British Columbia,1,ac,18.586,11.473,18.586,11.473,138,8.06,89,119,Natal,BC_NTL_DSS,IPT Natal Coleman,PP_ABBC1_IPT,NULL
5887,29243,1L348,BC Hydro,BC,British Columbia,1,ac,13.787,8.510,13.787,8.510,138,5.98,175,238,Bear Mountain,BC_BMT_DSS,Dawson Creek,BC_DAW_DSS,NULL
5888,29244,1L349,BC Hydro,BC,British Columbia,1,ac,20.388,12.585,20.388,12.585,138,8.84,120,145,Chetwynd,BC_CWD_DSS,Sundance Lake,BC_SLS_DSS,NULL
5889,29245,1L350,BC Hydro,BC,British Columbia,1,ac,13.826,8.535,13.826,8.535,138,5.99,175,238,Bear Mountain,BC_BMT_DSS,Dawson Creek,BC_DAW_DSS,NULL
5890,29246,1L354,BC Hydro,BC,British Columbia,1,ac,12.000,7.407,12.000,7.407,138,5.20,101,135,Bear Mountain,BC_BMT_DSS,Bear Mountain GS,BC_BMW_GSS,NULL
5891,29247,1L355,BC Hydro,BC,British Columbia,1,ac,15.000,9.259,69.280,42.765,138,30.04,141,156,BP Noel 3 JCT,BC_NL3_JCT,BP Noel 2,BC_NL2_ISS,Line may not be currently energized
5892,29248,1L355,BC Hydro,BC,British Columbia,1,ac,9.280,5.728,69.280,42.765,138,30.04,141,156,BP Noel 5 JCT,BC_NL5_JCT,BP Noel 3 JCT,BC_NL3_JCT,Line may not be currently energized
5893,29249,1L355,BC Hydro,BC,British Columbia,1,ac,45.000,27.778,69.280,42.765,138,30.04,141,156,Bear Mountain,BC_BMT_DSS,BP Noel 5 JCT,BC_NL5_JCT,Line may not be currently energized
5894,29250,1L355NL3,BC Hydro,BC,British Columbia,1,ac,0.331,0.204,0.331,0.204,138,0.14,141,156,BP Noel 3 JCT,BC_NL3_JCT,BP Noel 3,BC_NL3_ISS,NULL
5895,29251,1L355NL5,BC Hydro,BC,British Columbia,1,ac,0.379,0.234,0.379,0.234,138,0.16,141,156,BP Noel 5 JCT,BC_NL5_JCT,BP Noel 5,BC_NL5_ISS,NULL
5896,29252,1L357,BC Hydro,BC,Alberta,1,ac,11.242,6.940,11.242,6.940,138,4.87,166,196,Fort Nelson GS,BC_FNG_GSS,Wescup,BC_WSP_DSS,NULL
5897,29253,1L358,BC Hydro,BC,British Columbia,1,ac,7.000,4.321,24.490,15.117,138,10.62,120,145,Encana 4-26 JCT,BC_E42_JCT,Encana 15-27 JCT,BC_E15_JCT,NULL
5898,29254,1L358,BC Hydro,BC,British Columbia,1,ac,15.130,9.340,24.490,15.117,138,10.62,120,145,Bear Mountain,BC_BMT_DSS,Encana 4-26 JCT,BC_E42_JCT,NULL
5899,29255,1L358,BC Hydro,BC,British Columbia,1,ac,2.360,1.457,24.490,15.117,138,10.62,120,145,Encana 15-27 JCT,BC_E15_JCT,Encana 9-27,BC_KIS_ISS,NULL
5900,29256,1L358E15,BC Hydro,BC,British Columbia,1,ac,1.000,0.617,1.000,0.617,138,0.43,141,156,Encana 15-27 JCT,BC_E15_JCT,Encana 15-27,BC_E15_ISS,NULL
5901,29257,1L358E42,BC Hydro,BC,British Columbia,1,ac,1.000,0.617,1.000,0.617,138,0.43,141,156,Encana 4-26 JCT,BC_E42_JCT,Encana 4-26,BC_E42_ISS,NULL
5902,29258,1L359,BC Hydro,BC,Alberta,1,ac,115.000,70.988,161.870,99.920,138,70.18,166,209,PetroCan JCT,BC_KLC_JCT,Harvest Energy JCT,BC_FNC_JCT,NULL
5903,29259,1L359,BC Hydro,BC,Alberta,1,ac,21.870,13.500,161.870,99.920,138,70.18,166,209,Harvest Energy JCT,BC_FNC_JCT,IPT Nelson Rainbow,PP_ABBC4_IPT,NULL
5904,29260,1L359,BC Hydro,BC,Alberta,1,ac,25.000,15.432,161.870,99.920,138,70.18,166,209,Fort Nelson GS,BC_FNG_GSS,PetroCan JCT,BC_KLC_JCT,NULL
5905,29261,1L359FNC,BC Hydro,BC,Alberta,1,ac,2.000,1.235,2.000,1.235,138,0.87,141,156,Harvest Energy JCT,BC_FNC_JCT,Harvest Energy,BC_FNC_ISS,NULL
5906,29262,1L359KLC,BC Hydro,BC,Alberta,1,ac,2.000,1.235,2.000,1.235,138,0.87,141,156,PetroCan JCT,BC_KLC_JCT,PetroCan,BC_KLC_DSS,NULL
5907,29263,1L360,BC Hydro,BC,British Columbia,1,ac,10.000,6.173,10.000,6.173,138,4.34,120,145,South Bank,BC_SBK_DSS,Taylor,BC_TAY_DSS,NULL
5908,29264,1L361,BC Hydro,BC,British Columbia,1,ac,65.627,40.510,65.627,40.510,138,28.45,120,145,GM Shrum GS,BC_GMS_GSS,Chetwynd,BC_CWD_DSS,NULL
5909,29265,1L364,BC Hydro,BC,British Columbia,1,ac,18.000,11.111,88.770,54.796,138,38.49,123,147,Fox Creek JCT,BC_FOX_JCT,Fort St John,BC_FJN_DSS,NULL
5910,29266,1L364,BC Hydro,BC,British Columbia,1,ac,64.060,39.543,88.770,54.796,138,38.49,123,147,Portage Pass JCT,BC_PPS_JCT,Fox Creek JCT,BC_FOX_JCT,NULL
5911,29267,1L364,BC Hydro,BC,British Columbia,1,ac,6.710,4.142,88.770,54.796,138,38.49,123,147,GM Shrum GS,BC_GMS_GSS,Portage Pass JCT,BC_PPS_JCT,NULL
5912,29268,1L364FOX,BC Hydro,BC,British Columbia,1,ac,56.663,34.977,56.663,34.977,138,24.57,123,156,Fox Creek JCT,BC_FOX_JCT,Fox Creek,BC_FOX_DSS,NULL
5913,29269,1L364PPS,BC Hydro,BC,British Columbia,1,ac,0.100,0.062,0.100,0.062,138,0.04,62,106,Portage Pass JCT,BC_PPS_JCT,Portage Pass,BC_PPS_DSS,NULL
5914,29270,1L365,BC Hydro,BC,British Columbia,1,ac,65.000,40.123,105.910,65.377,138,45.92,60,97,McEwan JCT,BC_MWN_JCT,Kennedy,BC_KDS_DSS,NULL
5915,29271,1L365,BC Hydro,BC,British Columbia,1,ac,40.910,25.253,105.910,65.377,138,45.92,60,97,Salmon Valley,BC_SVY_DSS,McEwan JCT,BC_MWN_JCT,NULL
5916,29272,1L365MWN,BC Hydro,BC,British Columbia,1,ac,2.646,1.633,2.646,1.633,138,1.15,141,156,McEwan JCT,BC_MWN_JCT,McEwan,BC_MWN_DSS,NULL
5917,29273,1L366,BC Hydro,BC,British Columbia,1,ac,2.000,1.235,4.310,2.660,138,1.87,57,95,Timbernorth JCT,BC_TBN_JCT,Fletcher Challenge,BC_FCC_ISS,NULL
5918,29274,1L366,BC Hydro,BC,British Columbia,1,ac,2.310,1.426,4.310,2.660,138,1.87,57,95,Morfee,BC_MFE_DSS,Timbernorth JCT,BC_TBN_JCT,NULL
5919,29275,1L366TBN,BC Hydro,BC,British Columbia,1,ac,0.402,0.248,0.402,0.248,138,0.17,141,156,Timbernorth JCT,BC_TBN_JCT,Timbernorth,BC_TBN_DSS,NULL
5920,29276,1L367,BC Hydro,BC,British Columbia,1,ac,10.120,6.247,10.120,6.247,138,4.39,112,140,Fort St John,BC_FJN_DSS,Taylor,BC_TAY_DSS,NULL
5921,29277,1L368,BC Hydro,BC,British Columbia,1,ac,2.000,1.235,6.000,3.704,138,2.60,75,106,Parsnip JCT,BC_PRS_JCT,Finlay Forest Industries,BC_FFI_ISS,NULL
5922,29278,1L368,BC Hydro,BC,British Columbia,1,ac,4.000,2.469,6.000,3.704,138,2.60,75,106,Morfee,BC_MFE_DSS,Parsnip JCT,BC_PRS_JCT,NULL
5923,29279,1L368PRS,BC Hydro,BC,British Columbia,1,ac,0.271,0.167,0.271,0.167,138,0.12,141,156,Parsnip JCT,BC_PRS_JCT,Parsnip,BC_PRS_DSS,NULL
5924,29280,1L371,BC Hydro,BC,British Columbia,1,ac,47.212,29.143,47.212,29.143,138,20.47,112,140,Fort St John,BC_FJN_DSS,Texaco,BC_TXB_DSS,NULL
5925,29281,1L373,BC Hydro,BC,British Columbia,1,ac,42.994,26.540,42.994,26.540,138,18.64,110,131,Kennedy,BC_KDS_DSS,Morfee,BC_MFE_DSS,NULL
5926,29282,1L374,BC Hydro,BC,British Columbia,1,ac,10.000,6.173,10.000,6.173,138,4.34,120,145,South Bank,BC_SBK_DSS,Fort St John,BC_FJN_DSS,NULL
5927,29283,1L375,BC Hydro,BC,British Columbia,1,ac,3.160,1.951,6.160,3.802,138,2.67,120,145,Solex Gas,BC_NGL_ISS,Fiberco JCT,BC_FBC_JCT,NULL
5928,29284,1L375,BC Hydro,BC,British Columbia,1,ac,1.000,0.617,6.160,3.802,138,2.67,120,145,Taylor,BC_TAY_DSS,McMahon JCT,BC_MCM_JCT,NULL
5929,29285,1L375,BC Hydro,BC,British Columbia,1,ac,2.000,1.235,6.160,3.802,138,2.67,120,145,McMahon JCT,BC_MCM_JCT,Solex Gas,BC_NGL_ISS,NULL
5930,29286,1L375FBC,BC Hydro,BC,British Columbia,1,ac,0.697,0.430,0.697,0.430,138,0.30,141,156,Fiberco JCT,BC_FBC_JCT,Fiberco,BC_FBC_DSS,NULL
5931,29287,1L375MCM,BC Hydro,BC,British Columbia,1,ac,2.109,1.302,2.109,1.302,138,0.91,120,145,McMahon JCT,BC_MCM_JCT,McMahon GS,BC_MCM_GSS,NULL
5932,29288,1L375MGP,BC Hydro,BC,British Columbia,1,ac,0.304,0.187,0.304,0.187,138,0.13,141,156,McMahon GS,BC_MCM_GSS,McMahon Gas Plant,BC_MGP_ISS,NULL
5933,29289,1L377,BC Hydro,BC,British Columbia,1,ac,20.560,12.691,55.560,34.296,138,24.09,122,154,Parkland JCT,BC_PLD_JCT,Dawson Creek,BC_DAW_DSS,NULL
5934,29290,1L377,BC Hydro,BC,British Columbia,1,ac,7.000,4.321,55.560,34.296,138,24.09,122,154,Septimus JCT,BC_SEP_JCT,Encana Tower JCT,BC_ET3_JCT,NULL
5935,29291,1L377,BC Hydro,BC,British Columbia,1,ac,8.000,4.938,55.560,34.296,138,24.09,122,154,Encana Tower JCT,BC_ET3_JCT,Parkland JCT,BC_PLD_JCT,NULL
5936,29292,1L377,BC Hydro,BC,British Columbia,1,ac,20.000,12.346,55.560,34.296,138,24.09,122,154,Taylor,BC_TAY_DSS,Septimus JCT,BC_SEP_JCT,NULL
5937,29293,1L377ET3,BC Hydro,BC,British Columbia,1,ac,8.000,4.938,8.000,4.938,138,3.47,141,156,Encana Tower JCT,BC_ET3_JCT,Encana Tower,BC_ET3_ISS,NULL
5938,29294,1L377PLD,BC Hydro,BC,British Columbia,1,ac,0.290,0.179,0.290,0.179,138,0.13,141,156,Parkland JCT,BC_PLD_JCT,Parkland,BC_PLD_DSS,NULL
5939,29295,1L377SEP,BC Hydro,BC,British Columbia,1,ac,15.000,9.259,15.000,9.259,138,6.50,141,156,Septimus JCT,BC_SEP_JCT,Septimus,BC_SEP_DSS,NULL
5940,29296,1L381,BC Hydro,BC,British Columbia,1,ac,110.000,67.901,167.330,103.290,138,72.55,93,117,Aiyansh,BC_AYH_DSS,Ellsworth JCT,BC_EWL_JCT,NULL
5941,29297,1L381,BC Hydro,BC,British Columbia,1,ac,37.330,23.043,167.330,103.290,138,72.55,93,117,Meziadin JCT,BC_MEZ_JCT,Long Lake,BC_LNT_DSS,NULL
5942,29298,1L381,BC Hydro,BC,British Columbia,1,ac,20.000,12.346,167.330,103.290,138,72.55,93,117,Ellsworth JCT,BC_EWL_JCT,Meziadin JCT,BC_MEZ_JCT,NULL
5943,29299,1L381EWL,BC Hydro,BC,British Columbia,1,ac,0.068,0.042,0.068,0.042,138,0.03,141,156,Ellsworth JCT,BC_EWL_JCT,Ellsworth,BC_EWL_DSS,NULL
5944,29300,1L381MEZ,BC Hydro,BC,British Columbia,1,ac,0.104,0.064,0.104,0.064,138,0.05,141,156,Meziadin JCT,BC_MEZ_JCT,Meziadin,BC_MEZ_DSS,NULL
5945,29301,1L384,BC Hydro,BC,British Columbia,1,ac,12.820,7.914,102.820,63.469,138,44.58,60,97,Pinnacle Pellets JCT,BC_PBL_JCT,Burns Lake JCT,BC_BRN_JCT,NULL
5946,29302,1L384,BC Hydro,BC,British Columbia,1,ac,40.000,24.691,102.820,63.469,138,44.58,60,97,Glenannan,BC_GLN_DSS,Pinnacle Pellets JCT,BC_PBL_JCT,NULL
5947,29303,1L384,BC Hydro,BC,British Columbia,1,ac,50.000,30.864,102.820,63.469,138,44.58,60,97,Burns Lake JCT,BC_BRN_JCT,Topley,BC_TPY_DSS,NULL
5948,29304,1L384BRN,BC Hydro,BC,British Columbia,1,ac,2.651,1.637,2.651,1.637,138,1.15,60,97,Burns Lake JCT,BC_BRN_JCT,Burns Lake,BC_BRN_DSS,NULL
5949,29305,1L384PBL,BC Hydro,BC,British Columbia,1,ac,0.107,0.066,0.107,0.066,138,0.05,141,156,Pinnacle Pellets JCT,BC_PBL_JCT,Pinnacle Pellets,BC_PBL_ISS,NULL
5950,29306,1L385,BC Hydro,BC,British Columbia,1,ac,40.116,24.763,40.116,24.763,138,17.39,60,97,Telkwa,BC_TKW_DSS,Smithers,BC_SRS_DSS,NULL
5951,29307,1L387,BC Hydro,BC,British Columbia,1,ac,105.743,65.274,105.743,65.274,138,45.85,57,95,Skeena,BC_SKA_DSS,Aiyansh,BC_AYH_DSS,NULL
5952,29308,1L390,BC Hydro,BC,British Columbia,1,ac,43.245,26.695,43.245,26.695,138,18.75,60,97,Topley,BC_TPY_DSS,Babine Lake,BC_BAB_DSS,NULL
5953,29309,1L391,BC Hydro,BC,British Columbia,1,ac,4.300,2.654,94.300,58.210,138,40.89,105,128,Houston,BC_HUS_DSS,Houston Forest Products,BC_HFP_ISS,NULL
5954,29310,1L391,BC Hydro,BC,British Columbia,1,ac,90.000,55.556,94.300,58.210,138,40.89,105,128,Houston Forest Products,BC_HFP_ISS,Huckleberry,BC_HML_DSS,NULL
5955,29311,1L392,BC Hydro,BC,British Columbia,1,ac,72.319,44.641,72.319,44.641,138,31.36,104,127,Smithers,BC_SRS_DSS,Hazelton,BC_HZN_DSS,NULL
5956,29312,1L393,BC Hydro,BC,British Columbia,1,ac,4.233,2.613,4.233,2.613,138,1.84,55,95,Houston,BC_HUS_DSS,Confor Houston Sawmill,BC_NHS_ISS,NULL
5957,29313,1L393EQU,BC Hydro,BC,British Columbia,1,ac,2.956,1.825,2.956,1.825,138,1.28,55,95,Houston,BC_HUS_DSS,Equity Silver,BC_EQU_ISS,NULL
5958,29314,1L396,BC Hydro,BC,British Columbia,1,ac,18.109,11.178,18.109,11.178,138,7.85,108,133,Houston,BC_HUS_DSS,Telkwa,BC_TKW_DSS,NULL
5959,29315,1L398,BC Hydro,BC,British Columbia,1,ac,33.256,20.528,33.256,20.528,138,14.42,55,95,Topley,BC_TPY_DSS,Houston,BC_HUS_DSS,NULL
5960,29316,1L402,BC Hydro,BC,British Columbia,1,ac,1.000,0.617,7.270,4.488,138,3.15,93,117,Westmin Resources JCT,BC_WNR_JCT,Stewart,BC_STW_DSS,NULL
