,transmission_line_id,transmission_circuit_id,owner,province,operating_region,number_of_circuits,current_type,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage,reactance,summer_capacity,winter_capacity,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes
5961,29317,1L402,BC Hydro,BC,British Columbia,1,ac,6.270,3.870,7.270,4.488,138,3.15,93,117,Long Lake,BC_LNT_DSS,Westmin Resources JCT,BC_WNR_JCT,NULL
5962,29318,1L402WRN,BC Hydro,BC,British Columbia,1,ac,0.027,0.017,0.027,0.017,138,0.01,60,97,Westmin Resources JCT,BC_WNR_JCT,Westmin Resources,BC_WNR_ISS,NULL
5963,29319,1L403,BC Hydro,BC,British Columbia,1,ac,8.000,4.938,16.000,9.877,138,6.94,93,117,Long Lake,BC_LNT_DSS,Brucejack TS,BC_BJT_TSS,NULL
5964,29320,1L403,BC Hydro,BC,British Columbia,1,ac,8.000,4.938,16.000,9.877,138,6.94,93,117,Brucejack TS,BC_BJT_TSS,Long Lake GS,BC_LNL_GSS,NULL
5965,29321,1L403BJK,BC Hydro,BC,British Columbia,1,ac,66.000,40.741,66.000,40.741,138,28.62,93,117,Brucejack TS,BC_BJT_TSS,Brucejack Mine,BC_BJK_ISS,NULL
5966,29322,20L,FortisBC,BC,British Columbia,1,ac,5.500,3.395,42.500,26.235,63,16.15,30,33,Glenmerry,BC_GLM_DSS,Beaver Park,BC_BEP_DSS,NULL
5967,29323,20L,FortisBC,BC,British Columbia,1,ac,7.500,4.630,42.500,26.235,63,16.15,30,33,Beaver Park,BC_BEP_DSS,Fruitvale,BC_FRU_DSS,NULL
5968,29324,20L,FortisBC,BC,British Columbia,1,ac,4.500,2.778,42.500,26.235,63,16.15,30,33,Warfield TS,BC_WTS_TSS,Glenmerry,BC_GLM_DSS,NULL
5969,29325,20L,FortisBC,BC,British Columbia,1,ac,7.500,4.630,42.500,26.235,63,16.15,30,33,Fruitvale,BC_FRU_DSS,Hearns,BC_HER_DSS,NULL
5970,29326,20L,FortisBC,BC,British Columbia,1,ac,17.500,10.802,42.500,26.235,63,16.15,30,33,Hearns,BC_HER_DSS,Salmo,BC_SLM_DSS,SLM used for Salmo to avoid confusion with SAL - Saltspring
5971,29327,21L,FortisBC,BC,British Columbia,1,ac,1.500,0.926,1.500,0.926,63,0.57,30,33,South Slocan GS,BC_SLC_GSS,Lower Bonnington GS,BC_LBO_GSS,NULL
5972,29328,22L,FortisBC,BC,British Columbia,1,ac,2.500,1.543,2.500,1.543,63,0.95,30,33,South Slocan GS,BC_SLC_GSS,Upper Bonnington SWS,BC_USS_SWS,NULL
5973,29329,23L,FortisBC,BC,British Columbia,1,ac,1.500,0.926,4.000,2.469,63,1.52,30,33,Upper Bonnington SWS,BC_USS_SWS,Corra Linn GS,BC_COR_GSS,NULL
5974,29330,23L,FortisBC,BC,British Columbia,1,ac,1.500,0.926,4.000,2.469,63,1.52,30,33,South Slocan GS,BC_SLC_GSS,Lower Bonnington GS,BC_LBO_GSS,NULL
5975,29331,23L,FortisBC,BC,British Columbia,1,ac,1.000,0.617,4.000,2.469,63,1.52,30,33,Lower Bonnington GS,BC_LBO_GSS,Upper Bonnington SWS,BC_USS_SWS,NULL
5976,29332,24L,FortisBC,BC,British Columbia,1,ac,4.000,2.469,4.000,2.469,63,1.52,30,33,South Slocan GS,BC_SLC_GSS,Corra Linn GS,BC_COR_GSS,NULL
5977,29333,25L,FortisBC,BC,British Columbia,1,ac,6.500,4.012,16.500,10.185,63,6.27,30,33,Tarrys,BC_TAR_DSS,Playmore,BC_PLA_DSS,NULL
5978,29334,25L,FortisBC,BC,British Columbia,1,ac,1.000,0.617,16.500,10.185,63,6.27,30,33,Playmore,BC_PLA_DSS,South Slocan GS,BC_SLC_GSS,NULL
5979,29335,25L,FortisBC,BC,British Columbia,1,ac,9.000,5.556,16.500,10.185,63,6.27,30,33,Brilliant SWS,BC_BSS_SWS,Tarrys,BC_TAR_DSS,NULL
5980,29336,26L,FortisBC,BC,British Columbia,1,ac,5.000,3.086,18.500,11.420,63,7.03,30,33,Ootischenia,BC_OOT_DSS,Blueberry,BC_BLB_DSS,BLB used for Blueberry  to avoid confusion with BLU - Blue River
5981,29337,26L,FortisBC,BC,British Columbia,1,ac,1.000,0.617,18.500,11.420,63,7.03,30,33,Brilliant SWS,BC_BSS_SWS,Blueberry JCT,BC_BLB_JCT,BLB used for Blueberry  to avoid confusion with BLU - Blue River
5982,29338,26L,FortisBC,BC,British Columbia,1,ac,2.000,1.235,18.500,11.420,63,7.03,30,33,Blueberry JCT,BC_BLB_JCT,Castlegar,BC_CAS_DSS,BLB used for Blueberry  to avoid confusion with BLU - Blue River
5983,29339,26L,FortisBC,BC,British Columbia,1,ac,5.500,3.395,18.500,11.420,63,7.03,30,33,Castlegar,BC_CAS_DSS,Kraft GS,BC_KRA_GSS,Kraft refers to Celgar Green Energy
5984,29340,26L,FortisBC,BC,British Columbia,1,ac,2.500,1.543,18.500,11.420,63,7.03,30,33,Blueberry JCT,BC_BLB_JCT,Ootischenia,BC_OOT_DSS,BLB used for Blueberry  to avoid confusion with BLU - Blue River
5985,29341,26L,FortisBC,BC,British Columbia,1,ac,2.500,1.543,18.500,11.420,63,7.03,30,33,Kraft GS,BC_KRA_GSS,Westar,BC_WST_DSS,NULL
5986,29342,27L,FortisBC,BC,British Columbia,1,ac,10.000,6.173,52.500,32.407,63,19.95,30,33,Nelson,BC_NLS_DSS,Corra Linn GS,BC_COR_GSS,NULL
5987,29343,27L,FortisBC,BC,British Columbia,1,ac,17.500,10.802,52.500,32.407,63,19.95,30,33,Ymir,BC_YMR_DSS,Cottonwood,BC_COT_DSS,NULL
5988,29344,27L,FortisBC,BC,British Columbia,1,ac,2.500,1.543,52.500,32.407,63,19.95,30,33,Rosemont,BC_RSM_DSS,Nelson,BC_NLS_DSS,Nelson represents all substations within Nelson Hydro
5989,29345,27L,FortisBC,BC,British Columbia,1,ac,10.000,6.173,52.500,32.407,63,19.95,30,33,Cottonwood,BC_COT_DSS,Rosemont,BC_RSM_DSS,NULL
5990,29346,27L,FortisBC,BC,British Columbia,1,ac,12.500,7.716,52.500,32.407,63,19.95,30,33,Salmo,BC_SLM_DSS,Ymir,BC_YMR_DSS,SLM used for Salmo to avoid confusion with SAL - Saltspring
5991,29347,28L,FortisBC,BC,British Columbia,1,ac,10.000,6.173,10.000,6.173,63,3.80,30,33,Upper Bonnington GS,BC_UBO_GSS,Nelson,BC_NLS_DSS,Nelson represents all substations within Nelson Hydro
5992,29348,2L001,BC Hydro,BC,British Columbia,1,ac,65.000,40.123,92.920,57.358,230,44.60,181,317,Pemberton JCT,BC_PEM_JCT,Bridge River TS,BC_BRT_TSS,NULL
5993,29349,2L001,BC Hydro,BC,British Columbia,1,ac,5.000,3.086,92.920,57.358,230,44.60,181,317,Tisdall,BC_TIS_DSS,Pemberton JCT,BC_PEM_JCT,NULL
5994,29350,2L001,BC Hydro,BC,British Columbia,1,ac,7.920,4.889,92.920,57.358,230,44.60,181,317,Function Junction,BC_FCN_DSS,Rainbow JCT,BC_RBW_JCT,NULL
5995,29351,2L001,BC Hydro,BC,British Columbia,1,ac,15.000,9.259,92.920,57.358,230,44.60,181,317,Rainbow JCT,BC_RBW_JCT,Tisdall,BC_TIS_DSS,NULL
5996,29352,2L001PEM,BC Hydro,BC,British Columbia,1,ac,0.349,0.215,0.349,0.215,230,0.17,402,435,Pemberton JCT,BC_PEM_JCT,Pemberton,BC_PEM_DSS,NULL
5997,29353,2L001RBW,BC Hydro,BC,British Columbia,1,ac,0.453,0.280,0.453,0.280,230,0.22,402,435,Rainbow JCT,BC_RBW_JCT,Rainbow,BC_RBW_DSS,NULL
5998,29354,2L002,BC Hydro,BC,British Columbia,1,ac,50.000,30.864,67.430,41.623,230,32.37,341,430,Rainbow JCT,BC_RBW_JCT,Cheekye,BC_CKY_DSS,NULL
5999,29355,2L002,BC Hydro,BC,British Columbia,1,ac,12.430,7.673,67.430,41.623,230,32.37,341,430,Rutherford Creek JCT,BC_RUT_JCT,Rainbow JCT,BC_RBW_JCT,NULL
6000,29356,2L002,BC Hydro,BC,British Columbia,1,ac,5.000,3.086,67.430,41.623,230,32.37,341,430,Tisdall,BC_TIS_DSS,Rutherford Creek JCT,BC_RUT_JCT,NULL
6001,29357,2L002RBW,BC Hydro,BC,British Columbia,1,ac,0.433,0.268,0.433,0.268,230,0.21,375,457,Rainbow JCT,BC_RBW_JCT,Rainbow,BC_RBW_DSS,NULL
6002,29358,2L002RUT,BC Hydro,BC,British Columbia,1,ac,1.000,0.617,1.000,0.617,230,0.48,341,430,Rutherford Creek JCT,BC_RUT_JCT,Rutherford Creek GS,BC_RUT_GSS,NULL
6003,29359,2L003,BC Hydro,BC,British Columbia,1,ac,5.272,3.254,5.272,3.254,230,2.53,357,434,Walters,BC_WLT_DSS,Horne Payne,BC_HPN_DSS,NULL
6004,29360,2L004,BC Hydro,BC,British Columbia,1,ac,0.076,0.047,22.676,13.997,230,10.88,355,437,Cambie JCT,BC_CAM_JCT,Cambie,BC_CAM_DSS,NULL
6005,29361,2L004,BC Hydro,BC,British Columbia,1,ac,18.000,11.111,22.676,13.997,230,10.88,355,437,Ingledow,BC_ING_DSS,Cambie JCT,BC_CAM_JCT,NULL
6006,29362,2L004,BC Hydro,BC,British Columbia,1,ac,4.600,2.840,22.676,13.997,230,10.88,355,437,Cambie JCT,BC_CAM_JCT,Kidd #2,BC_KI2_DSS,NULL
6007,29363,2L005,BC Hydro,BC,British Columbia,1,ac,38.472,23.748,38.472,23.748,230,18.47,181,317,Function Junction,BC_FCN_DSS,Cheekye,BC_CKY_DSS,NULL
6008,29364,2L006,BC Hydro,BC,British Columbia,1,ac,14.000,8.642,16.850,10.401,230,8.09,747,911,Strawberry Hill JCT,BC_SYH_JCT,Arnott,BC_ARN_DSS,NULL
6009,29365,2L006,BC Hydro,BC,British Columbia,1,ac,2.850,1.759,16.850,10.401,230,8.09,747,911,Ingledow,BC_ING_DSS,Strawberry Hill JCT,BC_SYH_JCT,NULL
6010,29366,2L006SYH,BC Hydro,BC,British Columbia,1,ac,0.044,0.027,0.044,0.027,230,0.02,402,435,Strawberry Hill JCT,BC_SYH_JCT,Strawberry Hill,BC_SYH_DSS,NULL
6011,29367,2L009,BC Hydro,BC,British Columbia,1,ac,60.366,37.263,60.366,37.263,230,28.98,351,428,Cheekye,BC_CKY_DSS,Lynn Valley,BC_LYN_DSS,NULL
6012,29368,2L010,BC Hydro,BC,British Columbia,1,ac,16.941,10.458,16.941,10.458,230,8.13,210,335,Ingledow,BC_ING_DSS,Arnott,BC_ARN_DSS,NULL
6013,29369,2L011,BC Hydro,BC,British Columbia,1,ac,14.386,8.880,14.386,8.880,230,6.91,301,416,Burrard TS,BC_BSY_TSS,Walters,BC_WLT_DSS,NULL
6014,29370,2L012,BC Hydro,BC,British Columbia,1,ac,18.000,11.111,19.800,12.222,230,9.50,194,366,Cheekye,BC_CKY_DSS,Ashlu JCT,BC_ASL_JCT,NULL
6015,29371,2L012,BC Hydro,BC,British Columbia,1,ac,1.800,1.111,19.800,12.222,230,9.50,194,366,Ashlu JCT,BC_ASL_JCT,Cheakamus GS,BC_CMS_GSS,NULL
6016,29372,2L012ASL,BC Hydro,BC,British Columbia,1,ac,2.819,1.740,2.819,1.740,230,1.35,402,435,Ashlu JCT,BC_ASL_JCT,Ashlu GS,BC_ASL_GSS,NULL
6017,29373,2L013,BC Hydro,BC,British Columbia,1,ac,60.304,37.224,60.304,37.224,230,28.95,322,418,Cheekye,BC_CKY_DSS,Cypress,BC_CYP_DSS,NULL
6018,29374,2L014,BC Hydro,BC,British Columbia,1,ac,22.895,14.133,22.895,14.133,230,10.99,305,395,Cypress,BC_CYP_DSS,Walters,BC_WLT_DSS,NULL
6019,29375,2L017,BC Hydro,BC,British Columbia,1,ac,3.877,2.393,3.877,2.393,230,1.86,351,428,Lynn Valley,BC_LYN_DSS,Walters,BC_WLT_DSS,NULL
6020,29376,2L019,BC Hydro,BC,British Columbia,1,ac,1.671,1.031,1.671,1.031,230,0.80,182,319,Bridge River 1 GS,BC_BR1_GSS,Bridge River TS,BC_BRT_TSS,NULL
6021,29377,2L020,BC Hydro,BC,British Columbia,1,ac,3.364,2.077,3.364,2.077,230,1.61,258,328,Cathedral Square,BC_CSQ_DSS,Mount Pleasant,BC_MPT_DSS,NULL
6022,29378,2L022,BC Hydro,BC,British Columbia,1,ac,22.769,14.055,22.769,14.055,230,10.93,355,430,Meridian,BC_MDN_DSS,Whalley,BC_WHY_DSS,NULL
6023,29379,2L027,BC Hydro,BC,British Columbia,1,ac,5.275,3.256,5.275,3.256,230,2.53,355,430,Ingledow,BC_ING_DSS,Whalley,BC_WHY_DSS,NULL
6024,29380,2L029,BC Hydro,BC,British Columbia,1,ac,20.000,12.346,150.030,92.611,230,72.01,466,570,Jimmie Creek GS,BC_JMC_GSS,East Toba River GS,BC_ETR_GSS,NULL
6025,29381,2L029,BC Hydro,BC,British Columbia,1,ac,130.000,80.247,150.030,92.611,230,72.01,466,570,Plutonic TS,BC_PSY_TSS,Jimmie Creek GS,BC_JMC_GSS,NULL
6026,29382,2L029,BC Hydro,BC,British Columbia,1,ac,0.030,0.019,150.030,92.611,230,72.01,466,570,Saltery Bay,BC_SAY_DSS,Plutonic TS,BC_PSY_TSS,NULL
6027,29383,2L029MTC,BC Hydro,BC,British Columbia,1,ac,20.000,12.346,20.000,12.346,230,9.60,466,570,Jimmie Creek GS,BC_JMC_GSS,Montrose Creek GS,BC_MTC_GSS,NULL
6028,29384,2L030,BC Hydro,BC,British Columbia,1,ac,1.113,0.687,1.113,0.687,230,0.53,233,298,Murrin,BC_MUR_DSS,Cathedral Square,BC_CSQ_DSS,NULL
6029,29385,2L031,BC Hydro,BC,British Columbia,1,ac,1.113,0.687,1.113,0.687,230,0.53,233,298,Murrin,BC_MUR_DSS,Cathedral Square,BC_CSQ_DSS,NULL
6030,29386,2L032,BC Hydro,BC,British Columbia,1,ac,8.618,5.320,8.618,5.320,230,4.14,384,441,Cathedral Square,BC_CSQ_DSS,Horne Payne,BC_HPN_DSS,NULL
6031,29387,2L033,BC Hydro,BC,British Columbia,1,ac,8.723,5.385,8.723,5.385,230,4.19,448,448,Horne Payne,BC_HPN_DSS,Cathedral Square,BC_CSQ_DSS,NULL
6032,29388,2L038,BC Hydro,BC,British Columbia,1,ac,6.391,3.945,6.391,3.945,230,3.07,735,918,Meridian,BC_MDN_DSS,Como Lake,BC_COK_DSS,NULL
6033,29389,2L039,BC Hydro,BC,British Columbia,1,ac,15.506,9.572,15.506,9.572,230,7.44,341,341,Como Lake,BC_COK_DSS,Newell,BC_NEL_DSS,NULL
6034,29390,2L040,BC Hydro,BC,British Columbia,1,ac,7.390,4.562,12.390,7.648,230,5.95,341,341,Newell,BC_NEL_DSS,Barnard,BC_BND_DSS,NULL
6035,29391,2L040,BC Hydro,BC,British Columbia,1,ac,5.000,3.086,12.390,7.648,230,5.95,366,452,Barnard,BC_BND_DSS,Burrard TS,BC_BSY_TSS,NULL
6036,29392,2L041,BC Hydro,BC,British Columbia,1,ac,70.072,43.255,70.072,43.255,230,33.63,366,638,Bridge River TS,BC_BRT_TSS,Tisdall,BC_TIS_DSS,NULL
6037,29393,2L042,BC Hydro,BC,British Columbia,1,ac,40.000,24.691,49.700,30.679,230,23.86,375,457,Tisdall,BC_TIS_DSS,Boulder Creek JCT,BC_BDH_JCT,NULL
6038,29394,2L042,BC Hydro,BC,British Columbia,1,ac,9.700,5.988,49.700,30.679,230,23.86,375,457,Boulder Creek JCT,BC_BDH_JCT,Upper Lillooet River GS,BC_ULR_GSS,NULL
6039,29395,2L042BDH,BC Hydro,BC,British Columbia,1,ac,0.500,0.309,0.500,0.309,230,0.24,375,457,Boulder Creek JCT,BC_BDH_JCT,Boulder Creek GS,BC_BDH_GSS,NULL
6040,29396,2L044,BC Hydro,BC,British Columbia,1,ac,4.634,2.860,4.634,2.860,230,2.22,421,446,Sperling,BC_SPG_DSS,Mount Pleasant,BC_MPT_DSS,NULL
6041,29397,2L045,BC Hydro,BC,British Columbia,1,ac,5.999,3.703,5.999,3.703,230,2.88,238,296,Camosun,BC_CSN_DSS,Sperling,BC_SPG_DSS,NULL
6042,29398,2L047,BC Hydro,BC,British Columbia,1,ac,61.557,37.998,61.557,37.998,230,29.55,190,337,Malaspina,BC_MSA_DSS,Howe Sound Pulp,BC_HSP_ISS,NULL
6043,29399,2L048,BC Hydro,BC,British Columbia,1,ac,28.470,17.574,28.470,17.574,230,13.67,304,371,Malaspina,BC_MSA_DSS,Saltery Bay,BC_SAY_DSS,NULL
6044,29400,2L049,BC Hydro,BC,British Columbia,1,ac,19.309,11.919,19.309,11.919,230,9.27,301,416,Meridian,BC_MDN_DSS,Horne Payne,BC_HPN_DSS,NULL
6045,29401,2L050,BC Hydro,BC,British Columbia,1,ac,16.969,10.475,16.969,10.475,230,8.15,255,301,Burrard TS,BC_BSY_TSS,Murrin,BC_MUR_DSS,NULL
6046,29402,2L051,BC Hydro,BC,British Columbia,1,ac,8.970,5.537,16.970,10.475,230,8.15,385,447,Como Lake,BC_COK_DSS,Barnard,BC_BND_DSS,NULL
6047,29403,2L051,BC Hydro,BC,British Columbia,1,ac,8.000,4.938,16.970,10.475,230,8.15,390,451,Barnard,BC_BND_DSS,Horne Payne,BC_HPN_DSS,NULL
6048,29404,2L052,BC Hydro,BC,British Columbia,1,ac,6.346,3.917,6.346,3.917,230,3.05,735,918,Meridian,BC_MDN_DSS,Como Lake,BC_COK_DSS,NULL
6049,29405,2L053,BC Hydro,BC,British Columbia,1,ac,7.110,4.389,7.110,4.389,230,3.41,208,253,Murrin,BC_MUR_DSS,Mainwaring,BC_MAN_DSS,NULL
6050,29406,2L054,BC Hydro,BC,British Columbia,1,ac,8.004,4.941,8.004,4.941,230,3.84,735,918,Burrard TS,BC_BSY_TSS,Meridian,BC_MDN_DSS,NULL
6051,29407,2L055,BC Hydro,BC,British Columbia,1,ac,11.186,6.905,11.186,6.905,230,5.37,238,296,Mainwaring,BC_MAN_DSS,Camosun,BC_CSN_DSS,NULL
6052,29408,2L056,BC Hydro,BC,British Columbia,1,ac,18.000,11.111,23.300,14.383,230,11.18,359,437,Ingledow,BC_ING_DSS,Cambie JCT,BC_CAM_JCT,NULL
6053,29409,2L056,BC Hydro,BC,British Columbia,1,ac,5.300,3.272,23.300,14.383,230,11.18,238,296,Cambie JCT,BC_CAM_JCT,Mainwaring,BC_MAN_DSS,NULL
6054,29410,2L056CAM,BC Hydro,BC,British Columbia,1,ac,0.059,0.037,0.059,0.037,230,0.03,383,464,Cambie JCT,BC_CAM_JCT,Cambie,BC_CAM_DSS,NULL
6055,29411,2L057,BC Hydro,BC,British Columbia,1,ac,14.000,8.642,16.880,10.420,230,8.10,210,335,Strawberry Hill JCT,BC_SYH_JCT,Arnott,BC_ARN_DSS,NULL
6056,29412,2L057,BC Hydro,BC,British Columbia,1,ac,2.880,1.778,16.880,10.420,230,8.10,210,335,Ingledow,BC_ING_DSS,Strawberry Hill JCT,BC_SYH_JCT,NULL
6057,29413,2L057SYH,BC Hydro,BC,British Columbia,1,ac,0.078,0.048,0.078,0.048,230,0.04,402,435,Strawberry Hill JCT,BC_SYH_JCT,Strawberry Hill,BC_SYH_DSS,NULL
6058,29414,2L058,BC Hydro,BC,British Columbia,1,ac,16.723,10.323,16.723,10.323,230,8.03,298,391,Steveston,BC_STV_DSS,Kidd #2,BC_KI2_DSS,NULL
6059,29415,2L061,BC Hydro,BC,British Columbia,1,ac,8.010,4.945,8.010,4.945,230,3.84,735,918,Burrard TS,BC_BSY_TSS,Meridian,BC_MDN_DSS,NULL
6060,29416,2L062,BC Hydro,BC,British Columbia,1,ac,12.432,7.674,12.432,7.674,230,5.97,298,359,Arnott,BC_ARN_DSS,Steveston,BC_STV_DSS,NULL
6061,29417,2L063,BC Hydro,BC,British Columbia,1,ac,14.000,8.642,16.850,10.401,230,8.09,747,911,Strawberry Hill JCT,BC_SYH_JCT,Arnott,BC_ARN_DSS,NULL
6062,29418,2L063,BC Hydro,BC,British Columbia,1,ac,2.850,1.759,16.850,10.401,230,8.09,747,911,Ingledow,BC_ING_DSS,Strawberry Hill JCT,BC_SYH_JCT,NULL
6063,29419,2L063SYH,BC Hydro,BC,British Columbia,1,ac,0.050,0.031,0.050,0.031,230,0.02,402,435,Strawberry Hill JCT,BC_SYH_JCT,Strawberry Hill,BC_SYH_DSS,NULL
6064,29420,2L064,BC Hydro,BC,British Columbia,1,ac,7.907,4.881,7.907,4.881,230,3.80,217,274,Kidd #2,BC_KI2_DSS,Sperling,BC_SPG_DSS,NULL
6065,29421,2L074,BC Hydro,BC,British Columbia,1,ac,6.864,4.237,6.864,4.237,230,3.29,610,790,Ingledow,BC_ING_DSS,Fleetwood,BC_FLW_DSS,NULL
6066,29422,2L075,BC Hydro,BC,British Columbia,1,ac,9.340,5.765,9.340,5.765,230,4.48,610,790,Fleetwood,BC_FLW_DSS,McLellan,BC_MLN_DSS,NULL
6067,29423,2L076,BC Hydro,BC,British Columbia,1,ac,27.562,17.013,27.562,17.013,230,13.23,610,790,McLellan,BC_MLN_DSS,Mount Lehman,BC_MLE_DSS,NULL
6068,29424,2L077,BC Hydro,BC,British Columbia,1,ac,23.956,14.788,23.956,14.788,230,11.50,610,790,Clayburn,BC_CBN_DSS,Atchelitz,BC_ALZ_DSS,NULL
6069,29425,2L078,BC Hydro,BC,British Columbia,1,ac,19.132,11.810,19.132,11.810,230,9.18,610,790,Atchelitz,BC_ALZ_DSS,Rosedale,BC_ROS_DSS,NULL
6070,29426,2L079,BC Hydro,BC,British Columbia,1,ac,7.936,4.899,7.936,4.899,230,3.81,610,790,Mount Lehman,BC_MLE_DSS,Clayburn,BC_CBN_DSS,NULL
6071,29427,2L086,BC Hydro,BC,British Columbia,1,ac,84.460,52.136,84.460,52.136,230,40.54,322,408,Kelly Lake,BC_KLY_DSS,Hundred Mile House,BC_HMH_DSS,NULL
6072,29428,2L090,BC Hydro,BC,British Columbia,1,ac,77.004,47.533,77.004,47.533,230,36.96,183,319,Bridge River TS,BC_BRT_TSS,Kelly Lake,BC_KLY_DSS,NULL
6073,29429,2L091,BC Hydro,BC,British Columbia,1,ac,75.716,46.739,75.716,46.739,230,36.34,183,319,Bridge River TS,BC_BRT_TSS,Kelly Lake,BC_KLY_DSS,NULL
6074,29430,2L092,BC Hydro,BC,British Columbia,1,ac,89.593,55.304,89.593,55.304,230,43.00,184,696,Kelly Lake,BC_KLY_DSS,Savona,BC_SVA_DSS,NULL
6075,29431,2L093,BC Hydro,BC,British Columbia,1,ac,90.805,56.052,90.805,56.052,230,43.59,184,696,Kelly Lake,BC_KLY_DSS,Savona,BC_SVA_DSS,NULL
6076,29432,2L094,BC Hydro,BC,British Columbia,1,ac,152.400,94.074,152.400,94.074,230,73.15,189,338,Kelly Lake,BC_KLY_DSS,Soda Creek,BC_SCK_DSS,NULL
6077,29433,2L095,BC Hydro,BC,British Columbia,1,ac,85.337,52.677,85.337,52.677,230,40.96,183,338,Soda Creek,BC_SCK_DSS,Red Bluff,BC_RBF_DSS,NULL
6078,29434,2L096,BC Hydro,BC,British Columbia,1,ac,95.324,58.842,95.324,58.842,230,45.76,276,366,Barlow,BC_BLW_DSS,Williston,BC_WSN_DSS,NULL
6079,29435,2L097,BC Hydro,BC,British Columbia,1,ac,33.309,20.561,33.309,20.561,230,15.99,341,423,Williston,BC_WSN_DSS,Salmon Valley,BC_SVY_DSS,NULL
6080,29436,2L099,BC Hydro,BC,British Columbia,1,ac,59.589,36.783,59.589,36.783,230,28.60,161,385,Minette,BC_MIN_DSS,Skeena,BC_SKA_DSS,NULL
6081,29437,2L100,BC Hydro,BC,British Columbia,1,ac,75.000,46.296,76.751,47.377,287,35.46,593,725,Methanex,BC_MHX_ISS,Kemano GS,BC_KMO_GSS,Line name assumed
6082,29438,2L100,BC Hydro,BC,British Columbia,1,ac,1.751,1.081,76.751,47.377,287,35.46,593,725,Minette,BC_MIN_DSS,Methanex,BC_MHX_ISS,NULL
6083,29439,2L101,BC Hydro,BC,British Columbia,1,ac,125.474,77.453,125.474,77.453,287,57.98,286,570,Skeena,BC_SKA_DSS,Rupert,BC_RUP_DSS,NULL
6084,29440,2L102,BC Hydro,BC,British Columbia,1,ac,340.690,210.303,340.690,210.303,287,157.42,811,1052,Skeena,BC_SKA_DSS,Bob Quinn,BC_BQN_DSS,NULL
6085,29441,2L103,BC Hydro,BC,British Columbia,1,ac,2.503,1.545,2.503,1.545,287,1.16,283,589,Kitimat,BC_KIT_DSS,Minette,BC_MIN_DSS,NULL
6086,29442,2L105,BC Hydro,BC,British Columbia,1,ac,1.500,0.926,1.500,0.926,287,0.69,300,532,Minette,BC_MIN_DSS,Eurocan,BC_EUR_ISS,NULL
6087,29443,2L112,BC Hydro,BC,British Columbia,1,ac,0.865,0.534,0.865,0.534,230,0.42,380,380,Nelway,BC_NLY_DSS,INT Nelway BPA,XX_BCUS2_INT,NULL
6088,29444,2L113,BC Hydro,BC,British Columbia,1,ac,77.295,47.713,77.295,47.713,230,37.10,374,481,Cranbrook,BC_CBK_DSS,Natal,BC_NTL_DSS,NULL
6089,29445,2L123,BC Hydro,BC,British Columbia,1,ac,51.110,31.549,96.110,59.327,230,46.13,587,801,Harewood West JCT,BC_HWW_JCT,Dunsmuir,BC_DMR_DSS,NULL
6090,29446,2L123,BC Hydro,BC,British Columbia,1,ac,45.000,27.778,96.110,59.327,230,46.13,587,801,Sahtlam,BC_SAT_DSS,Harewood West JCT,BC_HWW_JCT,NULL
6091,29447,2L123HWW,BC Hydro,BC,British Columbia,1,ac,12.198,7.530,12.198,7.530,230,5.86,753,921,Harewood West JCT,BC_HWW_JCT,Harewood West,BC_HWW_DSS,NULL
6092,29448,2L125,BC Hydro,BC,British Columbia,1,ac,6.991,4.316,6.991,4.316,230,3.36,748,1179,Sahtlam,BC_SAT_DSS,Vancouver Island TS,BC_VIT_TSS,NULL
6093,29449,2L126,BC Hydro,BC,British Columbia,1,ac,54.109,33.401,54.109,33.401,230,25.97,587,801,Sahtlam,BC_SAT_DSS,Pike Lake,BC_PIK_DSS,NULL
6094,29450,2L128,BC Hydro,BC,British Columbia,1,ac,50.940,31.444,95.940,59.222,230,46.05,587,801,Harewood West JCT,BC_HWW_JCT,Dunsmuir,BC_DMR_DSS,NULL
6095,29451,2L128,BC Hydro,BC,British Columbia,1,ac,45.000,27.778,95.940,59.222,230,46.05,587,801,Sahtlam,BC_SAT_DSS,Harewood West JCT,BC_HWW_JCT,NULL
6096,29452,2L128HWW,BC Hydro,BC,British Columbia,1,ac,12.169,7.512,12.169,7.512,230,5.84,753,921,Harewood West JCT,BC_HWW_JCT,Harewood West,BC_HWW_DSS,NULL
6097,29453,2L129,BC Hydro,BC,British Columbia,1,ac,67.236,41.504,67.236,41.504,230,32.27,580,690,Arnott,BC_ARN_DSS,Vancouver Island TS,BC_VIT_TSS,NULL
6098,29454,2L130,BC Hydro,BC,British Columbia,1,ac,6.978,4.307,6.978,4.307,230,3.35,748,962,Sahtlam,BC_SAT_DSS,Vancouver Island TS,BC_VIT_TSS,NULL
6099,29455,2L131,BC Hydro,BC,British Columbia,1,ac,12.397,7.652,12.397,7.652,230,5.95,348,466,Pike Lake,BC_PIK_DSS,Keating,BC_KTG_DSS,NULL
6100,29456,2L132,BC Hydro,BC,British Columbia,1,ac,12.410,7.661,12.410,7.661,230,5.96,348,466,Pike Lake,BC_PIK_DSS,Keating,BC_KTG_DSS,NULL
