cluster_id,lcoe,capex,fom,vom,CF_mean,Cluster_No,potential_capacity,Region,nearest_station,nearest_station_distance_km,Rank,Operational_life
GreaterVancouver_1,2.8161397853157215,1482.68,0.09052719999999999,0,0.18905323358473172,1,0,Greater Vancouver,69_CSN_DSS,1.681573323641314,1,25
KootenayBoundary_1,2.9647225615170547,1482.68,0.09052719999999999,0,0.2271028685793247,1,0,Kootenay Boundary,63_GFT_TSS,3.389545778865042,2,25
Capital_1,3.0372678579285015,1482.68,0.09052719999999999,0,0.20437374905800632,1,0,Capital,138_GLS_DSS,2.0813964090202783,3,25
CentralOkanagan_1,3.641317992145831,1482.68,0.09052719999999999,0,0.2272551727587168,1,560,Central Okanagan,138_DGB_DSS,4.585521685466305,4,25
NorthOkanagan_1,3.779254015535369,1482.68,0.09052719999999999,0,0.21819317650482084,1,0,North Okanagan,69_VNT_TSS,2.526085761278576,5,25
