time,Capital_1,GreaterVancouver_1,MountWaddington_1,Nanaimo_1,Alberni-Clayoquot_1,Comox-Strathcona_1,CentralOkanagan_1,PeaceRiver_1
2021-01-01 00:00:00,0.1413015813420974,0.2863273624954653,0.8740797186494008,0.4721336136965425,0.9809568271020459,0.831891422279236,0.042011967858713216,0.12110953812771819
2021-01-01 01:00:00,0.25733219996306655,0.36582785663041284,0.8738496131625605,0.6284794361733874,0.9860307946135922,0.8650612991424238,0.0503873615468036,0.07341188723854267
2021-01-01 02:00:00,0.33485376374954867,0.46670404256480785,0.8774005181505712,0.8098961031516874,0.9928681893309673,0.877324197762128,0.051417599565363126,0.02542995916660797
2021-01-01 03:00:00,0.38196924388147846,0.6325588562928876,0.8265330094826664,0.8155444200515436,0.997240967595834,0.8805714383794042,0.05776013532803698,0.008587510669000329
2021-01-01 04:00:00,0.4452450365656705,0.7709433889715346,0.8272118841649616,0.916799712706708,0.9944979652469286,0.8726426754639041,0.07095210608797578,0.009528798931918209
2021-01-01 05:00:00,0.45213474733440817,0.8715470036074546,0.9291537808681969,0.9270404588105223,0.9832317728357,0.904404635776922,0.0584677412008753,0.012284047664632498
2021-01-01 06:00:00,0.4562358230451434,0.851883877643117,0.9312225586141482,0.9581929749511022,0.9444625025786179,0.8973974797596581,0.06546387352991936,0.027146120775573154
2021-01-01 07:00:00,0.4328344325472715,0.8105700621426204,0.9885585109233844,0.9667219372282261,0.927689333599359,0.9081142676085439,0.10042983854369537,0.0317013489521479
2021-01-01 08:00:00,0.4337401060412365,0.8067108425312648,0.9838479622407822,0.9754187795076933,0.97593569070214,0.9330803296314514,0.10456462682197742,0.04913041797400128
2021-01-01 09:00:00,0.461760804064047,0.8410583229727746,0.9213480745740912,0.9937115377207897,0.9985806192956116,0.9603733468963563,0.11158769623748799,0.06269479186216162
2021-01-01 10:00:00,0.5121418397372162,0.8837811484218767,0.6654753141390791,0.9969615129021809,1.0,0.9255554335952286,0.10592449974327751,0.08754804381039374
2021-01-01 11:00:00,0.5193985115217777,0.9308149668743766,0.4567084454412205,0.9981996677570976,1.0,0.8694238043597828,0.09609799439203265,0.1085112838511253
2021-01-01 12:00:00,0.4916037706263435,0.9062216172898174,0.3452972004870371,1.0,1.0,0.7189738743302485,0.07388838628814222,0.11335065738382445
2021-01-01 13:00:00,0.4752044290710057,0.9105782573472132,0.4405485003396141,1.0,0.9695066106185656,0.6092863546647631,0.10739308581325298,0.08734484980688069
2021-01-01 14:00:00,0.4503638515881182,0.9533884865746363,0.5881762222593067,0.9959514957670385,0.7958406614202255,0.5832711833542968,0.12319992569248549,0.08067738063552571
2021-01-01 15:00:00,0.5176251934582375,0.9276670771757026,0.6962796023987455,0.9645829902219182,0.6603898164182694,0.7130970631301324,0.1368114352407884,0.10323140179099617
2021-01-01 16:00:00,0.625362586668939,0.9806967578805071,0.7910767778581971,0.7433908606440957,0.8322653143450953,0.8042757980923616,0.21807568863551283,0.12773950398006606
2021-01-01 17:00:00,0.6783970282310721,0.9911502131141228,0.8773009364144473,0.42514486725077816,0.843066751837785,0.817901545581767,0.283919168092589,0.11053537210161057
2021-01-01 18:00:00,0.745913741102618,0.7772272756408489,0.871111020087528,0.26164878086818805,0.8660773278826691,0.823924188873891,0.2686678028188542,0.11242521286877079
2021-01-01 19:00:00,0.5592766390538267,0.4040697472923069,0.8856400388496508,0.16570202357190011,0.9093447822523346,0.83093453633304,0.2493080017523579,0.09032954335677348
2021-01-01 20:00:00,0.3956732718556818,0.3450180963920934,0.843176647146008,0.13723474330660412,0.8766911350693575,0.7788944168672598,0.2134777311048726,0.07907074188345115
2021-01-01 21:00:00,0.38156415748332095,0.4905953899714693,0.843269384425314,0.23325322626597567,0.8591170899676516,0.7902018911600777,0.15301743667274278,0.06495345658334413
2021-01-01 22:00:00,0.37392466332784646,0.582551361242293,0.8312918107425243,0.33820522303388634,0.8774651745165944,0.7873840421174411,0.1093185891423223,0.0577785507457399
2021-01-01 23:00:00,0.39806459541855854,0.7170756028610483,0.8474102465550778,0.39882208265219843,0.7788132361272854,0.7541222009513101,0.1106159757748663,0.092322549588184
2021-01-02 00:00:00,0.39730981573096036,0.7785348022508473,0.8624061421829584,0.4419112784766104,0.8406897055544142,0.8307013712896694,0.11173140021551338,0.1050237994339535
2021-01-02 01:00:00,0.38752091565050795,0.848338186011487,0.8949466647549705,0.44313166737854903,0.9449783586798244,0.8654977223892338,0.12247796911251761,0.09832577705804336
2021-01-02 02:00:00,0.4262373132116416,0.8715004562386277,0.9299497796349814,0.4586702830869609,0.9736984300097394,0.8897720198947626,0.13271465900422613,0.09623835705566723
2021-01-02 03:00:00,0.40650376181934744,0.7709834984448333,0.9570289730407634,0.3994785905654731,0.9455185152467211,0.9080872384740022,0.15015173197888002,0.1012387617072012
2021-01-02 04:00:00,0.3105040347771063,0.8311807291080623,0.9170263142581078,0.5015674933416774,0.9967521915661889,0.9333474744594741,0.16980800099345358,0.1389902920706084
2021-01-02 05:00:00,0.4092792523746002,0.8142477072819322,0.9846836131641753,0.5208013161634527,1.0,0.9502331113286303,0.15550077645639562,0.12930651101447324
2021-01-02 06:00:00,0.4169026869084377,0.887620889136292,0.9747456936743217,0.6379453847053741,1.0,0.959682149147636,0.1510615454483259,0.11667099495864351
2021-01-02 07:00:00,0.49829750995954913,0.9418686070783758,0.9079180845005805,0.6363364989229064,1.0,0.9492853919402039,0.1650425360773005,0.11363969941812788
2021-01-02 08:00:00,0.591071568490225,0.9775020753488834,0.8947333380667472,0.7469388805287661,0.9983494298962499,0.9589225880831679,0.17311907789848957,0.0833875305269514
2021-01-02 09:00:00,0.6496184968577341,0.9944660655899091,0.8646526151421556,0.9246507397773126,0.9988455166409705,0.9622521632361127,0.17393301908318137,0.0777354408353343
2021-01-02 10:00:00,0.7359206319926253,1.0,0.8038976567365074,0.9586425468761335,0.9985740185984741,0.9630207725971804,0.18124996747156832,0.06928279157224153
2021-01-02 11:00:00,0.7848525139703778,1.0,0.8072267889444388,0.9460073878698962,0.9979351782232008,0.9662721194201748,0.19947024628695664,0.07714890825681867
2021-01-02 12:00:00,0.8169217530422662,1.0,0.8428881068157298,0.9376635262660913,0.9979248986670659,0.9460405020176094,0.181559497457538,0.10987989412172731
2021-01-02 13:00:00,0.8603583276688613,1.0,0.8656855548267506,0.9083192855432505,0.9867532342213892,0.8913193532906998,0.17443708233364727,0.153825528825676
2021-01-02 14:00:00,0.8972756379824631,1.0,0.8944974631563125,0.7517298969754499,0.9590245780762992,0.8115199509376103,0.2257571015421854,0.1503211478918058
2021-01-02 15:00:00,0.8154568231615311,1.0,0.8587058497614902,0.4457519435048933,0.8559026585566801,0.694576052432613,0.2807961408516189,0.06051370587690469
2021-01-02 16:00:00,0.7042279610188416,1.0,0.8477060249212609,0.213948359069917,0.6903786247119434,0.6712401988914776,0.33016501987855285,0.07585390237203485
2021-01-02 17:00:00,0.5893920996517749,0.9673883672951409,0.818403996606396,0.14048202377971336,0.7020701471931795,0.6750431377371867,0.3461391084251883,0.07682039212248624
