transmission_line_id,transmission_circuit_id,owner,province,operating_region,number_of_circuits,current_type,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage,Transmission_Line_Reactance,Transmission_Line_Segment_Reactance,ttc_summer,ttc_winter,network_node_name_starting,network_node_code_starting,network_node_name_ending,network_node_code_ending,notes,starting_node_code,ending_node_code,summer_rating_mw,winter_rating_mw,reactance_ohm,segment_reactance,length_km,voltage_kV,s_nom,name,type,bus0,bus1,length,v_nom
32126,2L342,BC Hydro,BC,British Columbia,1,ac,14.643,9.039,14.643,9.039,230,7.03,7.03,766,909,Sundance Lake,BC_SLS_DSS,Shell Groundbirch,BC_SGB_ISS,,BC_SLS_DSS,BC_SGB_ISS,766,909,7.03,7.03,14.643,230,851.1111,SLS_DSS_SGB_ISS,230kV,230_SLS_DSS,230_SGB_ISS,14.643,230
32127,2L348,BC Hydro,BC,British Columbia,1,ac,25.0,15.432,40.0,24.691,230,19.2,12.0,402,435,Shell Groundbirch,BC_SGB_ISS,Shell Saturn Gas Plant JCT,BC_SRN_JCT,,BC_SGB_ISS,BC_SRN_JCT,402,435,19.2,12.0,40.0,230,446.6667,SGB_ISS_SRN_JCT,230kV,230_SGB_ISS,230_SRN_JCT,25.0,230
32128,2L348,BC Hydro,BC,British Columbia,1,ac,15.0,9.259,40.0,24.691,230,19.2,7.2,402,435,Shell Saturn Gas Plant JCT,BC_SRN_JCT,Shell Sunset Prairie,BC_SST_ISS,,BC_SRN_JCT,BC_SST_ISS,402,435,19.2,7.2,40.0,230,446.6667,SRN_JCT_SST_ISS,230kV,230_SRN_JCT,230_SST_ISS,15.0,230
32129,2L348SRN,BC Hydro,BC,British Columbia,1,ac,10.0,6.173,10.0,6.173,230,4.8,4.8,402,435,Shell Saturn Gas Plant JCT,BC_SRN_JCT,Shell Saturn Gas Plant,BC_SRN_ISS,,BC_SRN_JCT,BC_SRN_ISS,402,435,4.8,4.8,10.0,230,446.6667,SRN_JCT_SRN_ISS,230kV,230_SRN_JCT,230_SRN_ISS,10.0,230
32130,2L352,BC Hydro,BC,British Columbia,1,ac,103.157,63.677,103.157,63.677,230,49.52,49.52,406,483,Hundred Mile House,BC_HMH_DSS,Soda Creek,BC_SCK_DSS,,BC_HMH_DSS,BC_SCK_DSS,406,483,49.52,49.52,103.157,230,451.1111,HMH_DSS_SCK_DSS,230kV,230_HMH_DSS,230_SCK_DSS,103.157,230
32131,2L353,BC Hydro,BC,British Columbia,1,ac,64.328,39.709,64.328,39.709,230,30.88,30.88,399,484,Glenannan,BC_GLN_DSS,Tachick,BC_TAC_DSS,,BC_GLN_DSS,BC_TAC_DSS,399,484,30.88,30.88,64.328,230,443.3333,GLN_DSS_TAC_DSS,230kV,230_GLN_DSS,230_TAC_DSS,64.328,230
32132,2L354,BC Hydro,BC,British Columbia,1,ac,9.146,5.646,9.146,5.646,230,4.39,4.39,217,360,Red Bluff,BC_RBF_DSS,Barlow,BC_BLW_DSS,,BC_RBF_DSS,BC_BLW_DSS,217,360,4.39,4.39,9.146,230,241.1111,RBF_DSS_BLW_DSS,230kV,230_RBF_DSS,230_BLW_DSS,9.146,230
32133,2L374,BC Hydro,BC,British Columbia,1,ac,95.758,59.11,95.758,59.11,287,44.25,44.25,820,1052,Bob Quinn,BC_BQN_DSS,Tatogga,BC_TAT_DSS,,BC_BQN_DSS,BC_TAT_DSS,820,1052,44.25,44.25,95.758,287,911.1111,BQN_DSS_TAT_DSS,287kV,287_BQN_DSS,287_TAT_DSS,95.758,287
32134,2L375,BC Hydro,BC,British Columbia,1,ac,25.0,15.432,25.0,15.432,287,11.55,11.55,820,1052,Tatogga,BC_TAT_DSS,Red Chris Mine,BC_RDC_ISS,,BC_TAT_DSS,BC_RDC_ISS,820,1052,11.55,11.55,25.0,287,911.1111,TAT_DSS_RDC_ISS,287kV,287_TAT_DSS,287_RDC_ISS,25.0,287
32135,2L379,BC Hydro,BC,British Columbia,1,ac,32.6,20.123,40.0,24.691,287,18.48,15.06,487,487,Bob Quinn,BC_BQN_DSS,Volcano Creek JCT,BC_VOL_JCT,,BC_BQN_DSS,BC_VOL_JCT,487,487,18.48,15.06,40.0,287,541.1111,BQN_DSS_VOL_JCT,287kV,287_BQN_DSS,287_VOL_JCT,32.6,287
32136,2L379,BC Hydro,BC,British Columbia,1,ac,6.1,3.765,40.0,24.691,287,18.48,2.82,487,487,Volcano Creek JCT,BC_VOL_JCT,Forest Kerr GS,BC_FKR_GSS,,BC_VOL_JCT,BC_FKR_GSS,487,487,18.48,2.82,40.0,287,541.1111,VOL_JCT_FKR_GSS,287kV,287_VOL_JCT,287_FKR_GSS,6.1,287
32137,2L379,BC Hydro,BC,British Columbia,1,ac,1.3,0.802,40.0,24.691,287,18.48,0.6,487,487,Volcano Creek JCT,BC_VOL_JCT,Volcano Creek GS,BC_VOL_GSS,,BC_VOL_JCT,BC_VOL_GSS,487,487,18.48,0.6,40.0,287,541.1111,VOL_JCT_VOL_GSS,287kV,287_VOL_JCT,287_VOL_GSS,1.3,287
32138,2L391,BC Hydro,BC,British Columbia,1,ac,58.2,35.926,58.2,35.926,287,26.89,26.89,634,635,Shell Groundbirch,BC_SGB_ISS,South Bank,BC_SBK_DSS,,BC_SGB_ISS,BC_SBK_DSS,634,635,26.89,26.89,58.2,287,704.4444,SGB_ISS_SBK_DSS,287kV,287_SGB_ISS,287_SBK_DSS,58.2,287
32139,2L392,BC Hydro,BC,British Columbia,1,ac,58.2,35.926,58.2,35.926,287,26.89,26.89,634,635,Shell Groundbirch,BC_SGB_ISS,South Bank,BC_SBK_DSS,,BC_SGB_ISS,BC_SBK_DSS,634,635,26.89,26.89,58.2,287,704.4444,SGB_ISS_SBK_DSS,287kV,287_SGB_ISS,287_SBK_DSS,58.2,287
32140,30L,FortisBC,BC,British Columbia,1,ac,57.3,35.37,57.3,35.37,63,21.77,21.77,30,33,South Slocan GS,BC_SLC_GSS,Coffee Creek,BC_COF_DSS,,BC_SLC_GSS,BC_COF_DSS,30,33,21.77,21.77,57.3,63,33.3333,SLC_GSS_COF_DSS,63kV,63_SLC_GSS,63_COF_DSS,57.3,63
32141,31L,FortisBC,BC,British Columbia,1,ac,5.5,3.395,5.5,3.395,63,2.09,2.09,30,33,AA Lambert,BC_AAL_DSS,Creston,BC_CRE_DSS,,BC_AAL_DSS,BC_CRE_DSS,30,33,2.09,2.09,5.5,63,33.3333,AAL_DSS_CRE_DSS,63kV,63_AAL_DSS,63_CRE_DSS,5.5,63
32142,32L,FortisBC,BC,British Columbia,1,ac,67.5,41.667,67.5,41.667,63,25.65,25.65,30,33,AA Lambert,BC_AAL_DSS,Crawford Bay,BC_CFD_DSS,,BC_AAL_DSS,BC_CFD_DSS,30,33,25.65,25.65,67.5,63,33.3333,AAL_DSS_CFD_DSS,63kV,63_AAL_DSS,63_CFD_DSS,67.5,63
32143,33L,FortisBC,BC,British Columbia,1,ac,0.16,0.099,0.16,0.099,63,0.06,0.06,30,33,Upper Bonnington SS,BC_USS_SWS,Upper Bonnington GS,BC_UBO_GSS,,BC_USS_SWS,BC_UBO_GSS,30,33,0.06,0.06,0.16,63,33.3333,USS_SWS_UBO_GSS,63kV,63_USS_SWS,63_UBO_GSS,0.16,63
32144,34L,FortisBC,BC,British Columbia,1,ac,1.2,0.741,1.2,0.741,63,0.46,0.46,30,33,AS Mawdsley TS,BC_ASM_TSS,Warfield TS,BC_WTS_TSS,,BC_ASM_TSS,BC_WTS_TSS,30,33,0.46,0.46,1.2,63,33.3333,ASM_TSS_WTS_TSS,63kV,63_ASM_TSS,63_WTS_TSS,1.2,63
32145,37L,FortisBC,BC,British Columbia,1,ac,23.9,14.753,23.9,14.753,63,9.08,9.08,30,33,Coffee Creek,BC_COF_DSS,Kaslo,BC_KAS_DSS,,BC_COF_DSS,BC_KAS_DSS,30,33,9.08,9.08,23.9,63,33.3333,COF_DSS_KAS_DSS,63kV,63_COF_DSS,63_KAS_DSS,23.9,63
32146,38L,FortisBC,BC,British Columbia,1,ac,7.8,4.815,7.8,4.815,63,2.96,2.96,30,33,Crawford Bay,BC_CFD_DSS,Coffee Creek,BC_COF_DSS,,BC_CFD_DSS,BC_COF_DSS,30,33,2.96,2.96,7.8,63,33.3333,CFD_DSS_COF_DSS,63kV,63_CFD_DSS,63_COF_DSS,7.8,63
32147,3L002,BC Hydro,BC,British Columbia,1,ac,115.0,70.988,145.0,89.506,360,63.67,50.49,735,1074,Bridge River TS,BC_BRT_TSS,Sachteen JCT,BC_SAC_JCT,,BC_BRT_TSS,BC_SAC_JCT,735,1074,63.67,50.49,145.0,360,816.6667,BRT_TSS_SAC_JCT,360kV,360_BRT_TSS,360_SAC_JCT,115.0,360
32148,3L002,BC Hydro,BC,British Columbia,1,ac,30.0,18.519,145.0,89.506,360,63.67,13.17,619,711,Sachteen JCT,BC_SAC_JCT,Upper Harrison,BC_UHT_DSS,,BC_SAC_JCT,BC_UHT_DSS,619,711,63.67,13.17,145.0,360,687.7778,SAC_JCT_UHT_DSS,360kV,360_SAC_JCT,360_UHT_DSS,30.0,360
32149,3L002SAC,BC Hydro,BC,British Columbia,1,ac,0.05,0.031,0.05,0.031,360,0.02,0.02,619,711,Sachteen JCT,BC_SAC_JCT,Sachteen,BC_SAC_DSS,,BC_SAC_JCT,BC_SAC_DSS,619,711,0.02,0.02,0.05,360,687.7778,SAC_JCT_SAC_DSS,360kV,360_SAC_JCT,360_SAC_DSS,0.05,360
32150,3L003,BC Hydro,BC,British Columbia,1,ac,10.237,6.319,10.237,6.319,360,4.49,4.49,619,711,Rosedale,BC_ROS_DSS,Wahleach GS,BC_WAH_GSS,,BC_ROS_DSS,BC_WAH_GSS,619,711,4.49,4.49,10.237,360,687.7778,ROS_DSS_WAH_GSS,360kV,360_ROS_DSS,360_WAH_GSS,10.237,360
32151,3L005,BC Hydro,BC,British Columbia,1,ac,78.281,48.321,78.281,48.321,360,34.37,34.37,619,711,Rosedale,BC_ROS_DSS,Upper Harrison,BC_UHT_DSS,,BC_ROS_DSS,BC_UHT_DSS,619,711,34.37,34.37,78.281,360,687.7778,ROS_DSS_UHT_DSS,360kV,360_ROS_DSS,360_UHT_DSS,78.281,360
32152,3L013,BC Hydro,BC,British Columbia,1,ac,0.521,0.322,0.521,0.322,360,0.23,0.23,1195,1374,Bridge River 2 GS,BC_BR2_GSS,Bridge River TS,BC_BRT_TSS,,BC_BR2_GSS,BC_BRT_TSS,1195,1374,0.23,0.23,0.521,360,1327.7778,BR2_GSS_BRT_TSS,360kV,360_BR2_GSS,360_BRT_TSS,0.521,360
32153,3L014,BC Hydro,BC,British Columbia,1,ac,0.47,0.29,0.47,0.29,360,0.21,0.21,1195,1374,Bridge River 1 GS,BC_BR1_GSS,Bridge River TS,BC_BRT_TSS,,BC_BR1_GSS,BC_BRT_TSS,1195,1374,0.21,0.21,0.47,360,1327.7778,BR1_GSS_BRT_TSS,360kV,360_BR1_GSS,360_BRT_TSS,0.47,360
32154,3L015,BC Hydro,BC,British Columbia,1,ac,1.204,0.743,1.204,0.743,360,0.53,0.53,672,1073,Bridge River 1 GS,BC_BR1_GSS,Bridge River TS,BC_BRT_TSS,,BC_BR1_GSS,BC_BRT_TSS,672,1073,0.53,0.53,1.204,360,746.6667,BR1_GSS_BRT_TSS,360kV,360_BR1_GSS,360_BRT_TSS,1.204,360
32155,3L016,BC Hydro,BC,British Columbia,1,ac,1.288,0.795,1.288,0.795,360,0.57,0.57,1157,1374,Bridge River 1 GS,BC_BR1_GSS,Bridge River TS,BC_BRT_TSS,,BC_BR1_GSS,BC_BRT_TSS,1157,1374,0.57,0.57,1.288,360,1285.5556,BR1_GSS_BRT_TSS,360kV,360_BR1_GSS,360_BRT_TSS,1.288,360
32156,40L,FortisBC,BC,British Columbia,1,ac,10.9,6.728,10.9,6.728,230,5.23,5.23,402,435,Bentley TS,BC_BEN_TSS,Vaseux Lake TS,BC_VAS_TSS,,BC_BEN_TSS,BC_VAS_TSS,402,435,5.23,5.23,10.9,230,446.6667,BEN_TSS_VAS_TSS,230kV,230_BEN_TSS,230_VAS_TSS,10.9,230
32157,42L,FortisBC,BC,British Columbia,1,ac,11.0,6.79,37.9,23.395,63,14.4,4.18,30,33,Kaledon,BC_KAL2_DSS,Huth Avenue,BC_HUT_DSS,KLD used for Kaledon to avoid confusion with KAL - Kalum,BC_KAL2_DSS,BC_HUT_DSS,30,33,14.4,4.18,37.9,63,33.3333,KAL2_DSS_HUT_DSS,63kV,63_KAL2_DSS,63_HUT_DSS,11.0,63
32158,42L,FortisBC,BC,British Columbia,1,ac,8.1,5.0,37.9,23.395,63,14.4,3.08,30,33,OK Falls,BC_OKF_DSS,Kaledon,BC_KAL2_DSS,KLD used for Kaledon to avoid confusion with KAL - Kalum,BC_OKF_DSS,BC_KAL2_DSS,30,33,14.4,3.08,37.9,63,33.3333,OKF_DSS_KAL2_DSS,63kV,63_OKF_DSS,63_KAL2_DSS,8.1,63
32159,42L,FortisBC,BC,British Columbia,1,ac,18.8,11.605,37.9,23.395,63,14.4,7.14,30,33,Oliver TS,BC_OLI_TSS,OK Falls,BC_OKF_DSS,,BC_OLI_TSS,BC_OKF_DSS,30,33,14.4,7.14,37.9,63,33.3333,OLI_TSS_OKF_DSS,63kV,63_OLI_TSS,63_OKF_DSS,18.8,63
32160,43AL,FortisBC,BC,British Columbia,1,ac,4.9,3.025,4.9,3.025,138,2.12,2.12,141,156,Hedley,BC_HED_DSS,Mascot Mines,BC_MAS_ISS,,BC_HED_DSS,BC_MAS_ISS,141,156,2.12,2.12,4.9,138,156.6667,HED_DSS_MAS_ISS,138kV,138_HED_DSS,138_MAS_ISS,4.9,138
32161,43L,FortisBC,BC,British Columbia,1,ac,5.9,3.642,92.3,56.975,138,40.02,2.56,139,153,BC Gas,BC_BCG_ISS,Hedley,BC_HED_DSS,,BC_BCG_ISS,BC_HED_DSS,139,153,40.02,2.56,92.3,138,154.4444,BCG_ISS_HED_DSS,138kV,138_BCG_ISS,138_HED_DSS,5.9,138
32162,43L,FortisBC,BC,British Columbia,1,ac,28.5,17.593,92.3,56.975,138,40.02,12.36,139,153,Hedley,BC_HED_DSS,Keremeos,BC_KER_DSS,,BC_HED_DSS,BC_KER_DSS,139,153,40.02,12.36,92.3,138,154.4444,HED_DSS_KER_DSS,138kV,138_HED_DSS,138_KER_DSS,28.5,138
32163,43L,FortisBC,BC,British Columbia,1,ac,24.7,15.247,92.3,56.975,138,40.02,10.71,139,153,Keremeos,BC_KER_DSS,Bentley TS,BC_BEN_TSS,,BC_KER_DSS,BC_BEN_TSS,139,153,40.02,10.71,92.3,138,154.4444,KER_DSS_BEN_TSS,138kV,138_KER_DSS,138_BEN_TSS,24.7,138
32164,43L,FortisBC,BC,British Columbia,1,ac,33.2,20.494,92.3,56.975,138,40.02,14.39,139,153,Princeton,BC_PRI_DSS,BC Gas,BC_BCG_ISS,,BC_PRI_DSS,BC_BCG_ISS,139,153,40.02,14.39,92.3,138,154.4444,PRI_DSS_BCG_ISS,138kV,138_PRI_DSS,138_BCG_ISS,33.2,138
32165,44L,FortisBC,BC,British Columbia,1,ac,1.7,1.049,23.4,14.444,63,8.89,0.65,30,33,Oliver TS,BC_OLI_TSS,Pine,BC_PNE_DSS,PNE used for Pine to avoid confusion with PIN - Pingston,BC_OLI_TSS,BC_PNE_DSS,30,33,8.89,0.65,23.4,63,33.3333,OLI_TSS_PNE_DSS,63kV,63_OLI_TSS,63_PNE_DSS,1.7,63
32166,44L,FortisBC,BC,British Columbia,1,ac,21.7,13.395,23.4,14.444,63,8.89,8.25,30,33,Pine,BC_PNE_DSS,Osoyoos,BC_OSO_DSS,PNE used for Pine to avoid confusion with PIN - Pingston,BC_PNE_DSS,BC_OSO_DSS,30,33,8.89,8.25,23.4,63,33.3333,PNE_DSS_OSO_DSS,63kV,63_PNE_DSS,63_OSO_DSS,21.7,63
32167,45L,FortisBC,BC,British Columbia,1,ac,4.8,2.963,17.4,10.741,63,6.61,1.82,30,33,RG Anderson TS,BC_RGA_TSS,Westminster,BC_WES_DSS,,BC_RGA_TSS,BC_WES_DSS,30,33,6.61,1.82,17.4,63,33.3333,RGA_TSS_WES_DSS,63kV,63_RGA_TSS,63_WES_DSS,4.8,63
32168,45L,FortisBC,BC,British Columbia,1,ac,12.6,7.778,17.4,10.741,63,6.61,4.79,30,33,Westminster,BC_WES_DSS,Arawana,BC_AWA_DSS,,BC_WES_DSS,BC_AWA_DSS,30,33,6.61,4.79,17.4,63,33.3333,WES_DSS_AWA_DSS,63kV,63_WES_DSS,63_AWA_DSS,12.6,63
32169,46L,FortisBC,BC,British Columbia,1,ac,12.4,7.654,12.4,7.654,138,5.38,5.38,141,156,FA Lee TS,BC_LEE_TSS,Duck Lake,BC_DUC_DSS,,BC_LEE_TSS,BC_DUC_DSS,141,156,5.38,5.38,12.4,138,156.6667,LEE_TSS_DUC_DSS,138kV,138_LEE_TSS,138_DUC_DSS,12.4,138
32170,47L,FortisBC,BC,British Columbia,1,ac,2.7,1.667,2.7,1.667,63,1.03,1.03,30,33,Huth Avenue,BC_HUT_DSS,Waterford,BC_WAT_DSS,,BC_HUT_DSS,BC_WAT_DSS,30,33,1.03,1.03,2.7,63,33.3333,HUT_DSS_WAT_DSS,63kV,63_HUT_DSS,63_WAT_DSS,2.7,63
32171,48L,FortisBC,BC,British Columbia,1,ac,48.0,29.63,48.0,29.63,161,21.6,21.6,193,212,Bentley TS,BC_BEN_TSS,Kettle Valley,BC_KET_DSS,,BC_BEN_TSS,BC_KET_DSS,193,212,21.6,21.6,48.0,161,214.4444,BEN_TSS_KET_DSS,161kV,161_BEN_TSS,161_KET_DSS,48.0,161
32172,49L,FortisBC,BC,British Columbia,1,ac,4.0,2.469,19.9,12.284,63,7.56,1.52,30,33,Huth Avenue,BC_HUT_DSS,West Bench,BC_WEB_DSS,,BC_HUT_DSS,BC_WEB_DSS,30,33,7.56,1.52,19.9,63,33.3333,HUT_DSS_WEB_DSS,63kV,63_HUT_DSS,63_WEB_DSS,4.0,63
32173,49L,FortisBC,BC,British Columbia,1,ac,4.4,2.716,19.9,12.284,63,7.56,1.67,30,33,Trout Creek,BC_TRC_DSS,Summerland,BC_SUM_DSS,,BC_TRC_DSS,BC_SUM_DSS,30,33,7.56,1.67,19.9,63,33.3333,TRC_DSS_SUM_DSS,63kV,63_TRC_DSS,63_SUM_DSS,4.4,63
32174,49L,FortisBC,BC,British Columbia,1,ac,11.5,7.099,19.9,12.284,63,7.56,4.37,30,33,West Bench,BC_WEB_DSS,Trout Creek,BC_TRC_DSS,,BC_WEB_DSS,BC_TRC_DSS,30,33,7.56,4.37,19.9,63,33.3333,WEB_DSS_TRC_DSS,63kV,63_WEB_DSS,63_TRC_DSS,11.5,63
32175,50L,FortisBC,BC,British Columbia,1,ac,5.8,3.58,22.1,13.642,138,9.58,2.51,141,156,Ellison,BC_ELL_DSS,Sexsmith,BC_SEX_DSS,,BC_ELL_DSS,BC_SEX_DSS,141,156,9.58,2.51,22.1,138,156.6667,ELL_DSS_SEX_DSS,138kV,138_ELL_DSS,138_SEX_DSS,5.8,138
32176,50L,FortisBC,BC,British Columbia,1,ac,4.8,2.963,22.1,13.642,138,9.58,2.08,141,156,FA Lee TS,BC_LEE_TSS,Sexsmith,BC_SEX_DSS,,BC_LEE_TSS,BC_SEX_DSS,141,156,9.58,2.08,22.1,138,156.6667,LEE_TSS_SEX_DSS,138kV,138_LEE_TSS,138_SEX_DSS,4.8,138
32177,50L,FortisBC,BC,British Columbia,1,ac,2.8,1.728,22.1,13.642,138,9.58,1.21,141,156,Glenmore FBC,BC_GLE_DSS,Recreation,BC_REC_DSS,,BC_GLE_DSS,BC_REC_DSS,141,156,9.58,1.21,22.1,138,156.6667,GLE_DSS_REC_DSS,138kV,138_GLE_DSS,138_REC_DSS,2.8,138
32178,50L,FortisBC,BC,British Columbia,1,ac,1.7,1.049,22.1,13.642,138,9.58,0.74,141,156,Recreation,BC_REC_DSS,Saucier,BC_SAU_DSS,,BC_REC_DSS,BC_SAU_DSS,141,156,9.58,0.74,22.1,138,156.6667,REC_DSS_SAU_DSS,138kV,138_REC_DSS,138_SAU_DSS,1.7,138
32179,50L,FortisBC,BC,British Columbia,1,ac,0.7,0.432,22.1,13.642,138,9.58,0.3,141,156,Saucier,BC_SAU_DSS,Hollywood JCT,BC_HOL_JCT,,BC_SAU_DSS,BC_HOL_JCT,141,156,9.58,0.3,22.1,138,156.6667,SAU_DSS_HOL_JCT,138kV,138_SAU_DSS,138_HOL_JCT,0.7,138
32180,50L,FortisBC,BC,British Columbia,1,ac,6.3,3.889,22.1,13.642,138,9.58,2.73,141,156,Sexsmith,BC_SEX_DSS,Glenmore FBC,BC_GLE_DSS,,BC_SEX_DSS,BC_GLE_DSS,141,156,9.58,2.73,22.1,138,156.6667,SEX_DSS_GLE_DSS,138kV,138_SEX_DSS,138_GLE_DSS,6.3,138
32181,51L,FortisBC,BC,British Columbia,1,ac,2.3,1.42,5.8,3.58,138,2.51,1.0,141,156,Hollywood JCT,BC_HOL_JCT,Okanagan Mission,BC_OKM_DSS,,BC_HOL_JCT,BC_OKM_DSS,141,156,2.51,1.0,5.8,138,156.6667,HOL_JCT_OKM_DSS,138kV,138_HOL_JCT,138_OKM_DSS,2.3,138
32182,51L,FortisBC,BC,British Columbia,1,ac,3.5,2.16,5.8,3.58,138,2.51,1.52,141,156,Okanagan Mission,BC_OKM_DSS,Benvoulin,BC_BEV_DSS,,BC_OKM_DSS,BC_BEV_DSS,141,156,2.51,1.52,5.8,138,156.6667,OKM_DSS_BEV_DSS,138kV,138_OKM_DSS,138_BEV_DSS,3.5,138
32183,52L,FortisBC,BC,British Columbia,1,ac,3.7,2.284,3.7,2.284,63,1.41,1.41,30,33,Huth Avenue,BC_HUT_DSS,RG Anderson TS,BC_RGA_TSS,,BC_HUT_DSS,BC_RGA_TSS,30,33,1.41,1.41,3.7,63,33.3333,HUT_DSS_RGA_TSS,63kV,63_HUT_DSS,63_RGA_TSS,3.7,63
32184,53L,FortisBC,BC,British Columbia,1,ac,3.7,2.284,3.7,2.284,63,1.41,1.41,30,33,Huth Avenue,BC_HUT_DSS,RG Anderson TS,BC_RGA_TSS,,BC_HUT_DSS,BC_RGA_TSS,30,33,1.41,1.41,3.7,63,33.3333,HUT_DSS_RGA_TSS,63kV,63_HUT_DSS,63_RGA_TSS,3.7,63
32185,54L,FortisBC,BC,British Columbia,1,ac,11.4,7.037,11.4,7.037,138,4.94,4.94,141,156,Black Mountain,BC_BLK_DSS,DG Bell TS,BC_DGB_TSS,,BC_BLK_DSS,BC_DGB_TSS,141,156,4.94,4.94,11.4,138,156.6667,BLK_DSS_DGB_TSS,138kV,138_BLK_DSS,138_DGB_TSS,11.4,138
32186,55L,FortisBC,BC,British Columbia,1,ac,7.5,4.63,15.0,9.259,138,6.5,3.25,141,156,Hollywood,BC_HOL_DSS,FA Lee TS,BC_LEE_TSS,,BC_HOL_DSS,BC_LEE_TSS,141,156,6.5,3.25,15.0,138,156.6667,HOL_DSS_LEE_TSS,138kV,138_HOL_DSS,138_LEE_TSS,7.5,138
32187,55L,FortisBC,BC,British Columbia,1,ac,7.5,4.63,15.0,9.259,138,6.5,3.25,141,156,Hollywood JCT,BC_HOL_JCT,Hollywood,BC_HOL_DSS,,BC_HOL_JCT,BC_HOL_DSS,141,156,6.5,3.25,15.0,138,156.6667,HOL_JCT_HOL_DSS,138kV,138_HOL_JCT,138_HOL_DSS,7.5,138
32188,56L,FortisBC,BC,British Columbia,1,ac,6.2,3.827,6.2,3.827,138,2.69,2.69,141,156,Princeton JCT,BC_PRI_JCT,Princeton,BC_PRI_DSS,,BC_PRI_JCT,BC_PRI_DSS,141,156,2.69,2.69,6.2,138,156.6667,PRI_JCT_PRI_DSS,138kV,138_PRI_JCT,138_PRI_DSS,6.2,138
32189,57L,FortisBC,BC,British Columbia,1,ac,4.7,2.901,39.0,24.074,138,16.91,2.04,141,156,Black Mountain,BC_BLK_DSS,Joe Riche,BC_JRH_DSS,JRH used for Joe Riche to avoid confusion with JOR - Jordan River,BC_BLK_DSS,BC_JRH_DSS,141,156,16.91,2.04,39.0,138,156.6667,BLK_DSS_JRH_DSS,138kV,138_BLK_DSS,138_JRH_DSS,4.7,138
32190,57L,FortisBC,BC,British Columbia,1,ac,34.3,21.173,39.0,24.074,138,16.91,14.87,141,156,Joe Riche,BC_JRH_DSS,Big White,BC_BWS_DSS,JRH used for Joe Riche to avoid confusion with JOR - Jordan River,BC_JRH_DSS,BC_BWS_DSS,141,156,16.91,14.87,39.0,138,156.6667,JRH_DSS_BWS_DSS,138kV,138_JRH_DSS,138_BWS_DSS,34.3,138
32191,58L,FortisBC,BC,British Columbia,1,ac,4.2,2.593,4.2,2.593,138,1.82,1.82,141,156,FA Lee TS,BC_LEE_TSS,Black Mountain,BC_BLK_DSS,,BC_LEE_TSS,BC_BLK_DSS,141,156,1.82,1.82,4.2,138,156.6667,LEE_TSS_BLK_DSS,138kV,138_LEE_TSS,138_BLK_DSS,4.2,138
32192,5L001,BC Hydro,BC,British Columbia,1,ac,277.786,171.473,277.786,171.473,500,109.73,109.73,1846,2600,GM Shrum GS,BC_GMS_GSS,Williston,BC_WSN_DSS,,BC_GMS_GSS,BC_WSN_DSS,1846,2600,109.73,109.73,277.786,500,2051.1111,GMS_GSS_WSN_DSS,500kV,500_GMS_GSS,500_WSN_DSS,277.786,500
32193,5L002,BC Hydro,BC,British Columbia,1,ac,277.642,171.384,277.642,171.384,500,109.67,109.67,1813,2577,GM Shrum GS,BC_GMS_GSS,Williston,BC_WSN_DSS,,BC_GMS_GSS,BC_WSN_DSS,1813,2577,109.67,109.67,277.642,500,2014.4444,GMS_GSS_WSN_DSS,500kV,500_GMS_GSS,500_WSN_DSS,277.642,500
32194,5L003,BC Hydro,BC,British Columbia,1,ac,138.414,85.441,138.414,85.441,500,54.67,54.67,1810,2577,Peace Canyon GS,BC_PCN_GSS,Kennedy,BC_KDS_DSS,,BC_PCN_GSS,BC_KDS_DSS,1810,2577,54.67,54.67,138.414,500,2011.1111,PCN_GSS_KDS_DSS,500kV,500_PCN_GSS,500_KDS_DSS,138.414,500
32195,5L004,BC Hydro,BC,British Columbia,1,ac,13.963,8.619,13.963,8.619,500,5.52,5.52,2187,2955,GM Shrum GS,BC_GMS_GSS,Peace Canyon GS,BC_PCN_GSS,,BC_GMS_GSS,BC_PCN_GSS,2187,2955,5.52,5.52,13.963,500,2430.0,GMS_GSS_PCN_GSS,500kV,500_GMS_GSS,500_PCN_GSS,13.963,500
32196,5L005,BC Hydro,BC,British Columbia,1,ac,74.92,46.247,74.92,46.247,500,29.59,29.59,3057,3682,South Bank,BC_SBK_DSS,Peace Canyon GS,BC_PCN_GSS,,BC_SBK_DSS,BC_PCN_GSS,3057,3682,29.59,29.59,74.92,500,3396.6667,SBK_DSS_PCN_GSS,500kV,500_SBK_DSS,500_PCN_GSS,74.92,500
32197,5L006,BC Hydro,BC,British Columbia,1,ac,74.802,46.174,74.802,46.174,500,29.55,29.55,3057,3682,South Bank,BC_SBK_DSS,Peace Canyon GS,BC_PCN_GSS,,BC_SBK_DSS,BC_PCN_GSS,3057,3682,29.55,29.55,74.802,500,3396.6667,SBK_DSS_PCN_GSS,500kV,500_SBK_DSS,500_PCN_GSS,74.802,500
32198,5L007,BC Hydro,BC,British Columbia,1,ac,138.748,85.647,138.748,85.647,500,54.81,54.81,2109,2850,Kennedy,BC_KDS_DSS,Williston,BC_WSN_DSS,,BC_KDS_DSS,BC_WSN_DSS,2109,2850,54.81,54.81,138.748,500,2343.3333,KDS_DSS_WSN_DSS,500kV,500_KDS_DSS,500_WSN_DSS,138.748,500
