transmission_line_id,transmission_circuit_id,owner,province,operating_region,number_of_circuits,current_type,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage,Transmission_Line_Reactance,Transmission_Line_Segment_Reactance,ttc_summer,ttc_winter,network_node_name_starting,network_node_code_starting,network_node_name_ending,network_node_code_ending,notes,starting_node_code,ending_node_code,summer_rating_mw,winter_rating_mw,reactance_ohm,segment_reactance,length_km,voltage_kV,s_nom,name,type,bus0,bus1,length,v_nom
31552,10B,FortisBC,BC,British Columbia,1,ac,2.7,1.667,2.7,1.667,63,1.03,1.03,30,33,Ruckles JCT,BC_RUC_JCT,Bradford,BC_BRA_ISS,,BC_RUC_JCT,BC_BRA_ISS,30,33,1.03,1.03,2.7,63,33.3333,RUC_JCT_BRA_ISS,63kV,63_RUC_JCT,63_BRA_ISS,2.7,63
31553,10C,FortisBC,BC,British Columbia,1,ac,2.0,1.235,2.0,1.235,63,0.76,0.76,30,33,Christina Lake JCT,BC_CHR_JCT,Christina Lake,BC_CHR_DSS,Circuit ID assumed,BC_CHR_JCT,BC_CHR_DSS,30,33,0.76,0.76,2.0,63,33.3333,CHR_JCT_CHR_DSS,63kV,63_CHR_JCT,63_CHR_DSS,2.0,63
31554,10EL,FortisBC,BC,British Columbia,1,ac,4.8,2.963,52.2,32.222,63,19.84,1.82,30,33,Cascade JCT,BC_CSC_JCT,Cascade,BC_CSC_DSS,,BC_CSC_JCT,BC_CSC_DSS,30,33,19.84,1.82,52.2,63,33.3333,CSC_JCT_CSC_DSS,63kV,63_CSC_JCT,63_CSC_DSS,4.8,63
31555,10EL,FortisBC,BC,British Columbia,1,ac,26.6,16.42,52.2,32.222,63,19.84,10.11,30,33,Christina Lake JCT,BC_CHR_JCT,Cascade JCT,BC_CSC_JCT,,BC_CHR_JCT,BC_CSC_JCT,30,33,19.84,10.11,52.2,63,33.3333,CHR_JCT_CSC_JCT,63kV,63_CHR_JCT,63_CSC_JCT,26.6,63
31556,10EL,FortisBC,BC,British Columbia,1,ac,3.1,1.914,52.2,32.222,63,19.84,1.18,30,33,Grand Forks TS,BC_GFT_TSS,Ruckles JCT,BC_RUC_JCT,,BC_GFT_TSS,BC_RUC_JCT,30,33,19.84,1.18,52.2,63,33.3333,GFT_TSS_RUC_JCT,63kV,63_GFT_TSS,63_RUC_JCT,3.1,63
31557,10EL,FortisBC,BC,British Columbia,1,ac,17.7,10.926,52.2,32.222,63,19.84,6.73,30,33,Ruckles JCT,BC_RUC_JCT,Christina Lake JCT,BC_CHR_JCT,,BC_RUC_JCT,BC_CHR_JCT,30,33,19.84,6.73,52.2,63,33.3333,RUC_JCT_CHR_JCT,63kV,63_RUC_JCT,63_CHR_JCT,17.7,63
31558,10L,FortisBC,BC,British Columbia,1,ac,11.0,6.79,11.0,6.79,63,4.18,4.18,30,33,Cascade JCT,BC_CSC_JCT,Warfield TS,BC_WTS_TSS,,BC_CSC_JCT,BC_WTS_TSS,30,33,4.18,4.18,11.0,63,33.3333,CSC_JCT_WTS_TSS,63kV,63_CSC_JCT,63_WTS_TSS,11.0,63
31559,11EL,FortisBC,BC,British Columbia,1,ac,59.6,36.79,59.6,36.79,161,26.82,26.82,193,212,Grand Forks TS,BC_GFT_TSS,AS Mawdsley TS,BC_ASM_TSS,,BC_GFT_TSS,BC_ASM_TSS,193,212,26.82,26.82,59.6,161,214.4444,GFT_TSS_ASM_TSS,161kV,161_GFT_TSS,161_ASM_TSS,59.6,161
31560,11WL,FortisBC,BC,British Columbia,1,ac,34.1,21.049,34.1,21.049,161,15.35,15.35,193,212,Kettle Valley,BC_KET_DSS,Grand Forks TS,BC_GFT_TSS,,BC_KET_DSS,BC_GFT_TSS,193,212,15.35,15.35,34.1,161,214.4444,KET_DSS_GFT_TSS,161kV,161_KET_DSS,161_GFT_TSS,34.1,161
31561,12L,FortisBC,BC,British Columbia,1,ac,0.743,0.459,0.743,0.459,63,0.28,0.28,30,33,Kootenay Canal GS,BC_KCL_GSS,South Slocan GS,BC_SLC_GSS,Also called 60L227,BC_KCL_GSS,BC_SLC_GSS,30,33,0.28,0.28,0.743,63,33.3333,KCL_GSS_SLC_GSS,63kV,63_KCL_GSS,63_SLC_GSS,0.743,63
31562,13L,FortisBC,BC,British Columbia,1,ac,0.429,0.265,0.429,0.265,63,0.16,0.16,30,33,Kootenay Canal GS,BC_KCL_GSS,South Slocan GS,BC_SLC_GSS,Also called 60L225,BC_KCL_GSS,BC_SLC_GSS,30,33,0.16,0.16,0.429,63,33.3333,KCL_GSS_SLC_GSS,63kV,63_KCL_GSS,63_SLC_GSS,0.429,63
31563,14L,FortisBC,BC,British Columbia,1,ac,16.7,10.309,16.95,10.463,63,6.44,6.35,30,33,Emerald SS,BC_ESS_SWS,Waneta TS,BC_WHS_TSS,,BC_ESS_SWS,BC_WHS_TSS,30,33,6.44,6.35,16.95,63,33.3333,ESS_SWS_WHS_TSS,63kV,63_ESS_SWS,63_WHS_TSS,16.7,63
31564,14L,FortisBC,BC,British Columbia,1,ac,0.25,0.154,16.95,10.463,63,6.44,0.1,30,33,Waneta TS,BC_WHS_TSS,Waneta GS,BC_WAN_GSS,,BC_WHS_TSS,BC_WAN_GSS,30,33,6.44,0.1,16.95,63,33.3333,WHS_TSS_WAN_GSS,63kV,63_WHS_TSS,63_WAN_GSS,0.25,63
31565,15L,FortisBC,BC,British Columbia,1,ac,16.7,10.309,16.95,10.463,63,6.44,6.35,30,33,Emerald SS,BC_ESS_SWS,Waneta TS,BC_WHS_TSS,,BC_ESS_SWS,BC_WHS_TSS,30,33,6.44,6.35,16.95,63,33.3333,ESS_SWS_WHS_TSS,63kV,63_ESS_SWS,63_WHS_TSS,16.7,63
31566,15L,FortisBC,BC,British Columbia,1,ac,0.25,0.154,16.95,10.463,63,6.44,0.1,30,33,Waneta TS,BC_WHS_TSS,Waneta GS,BC_WAN_GSS,,BC_WHS_TSS,BC_WAN_GSS,30,33,6.44,0.1,16.95,63,33.3333,WHS_TSS_WAN_GSS,63kV,63_WHS_TSS,63_WAN_GSS,0.25,63
31567,16L,FortisBC,BC,British Columbia,1,ac,16.7,10.309,16.95,10.463,63,6.44,6.35,30,33,Emerald SS,BC_ESS_SWS,Waneta TS,BC_WHS_TSS,,BC_ESS_SWS,BC_WHS_TSS,30,33,6.44,6.35,16.95,63,33.3333,ESS_SWS_WHS_TSS,63kV,63_ESS_SWS,63_WHS_TSS,16.7,63
31568,16L,FortisBC,BC,British Columbia,1,ac,0.25,0.154,16.95,10.463,63,6.44,0.1,30,33,Waneta TS,BC_WHS_TSS,Waneta GS,BC_WAN_GSS,,BC_WHS_TSS,BC_WAN_GSS,30,33,6.44,0.1,16.95,63,33.3333,WHS_TSS_WAN_GSS,63kV,63_WHS_TSS,63_WAN_GSS,0.25,63
31569,17L,FortisBC,BC,British Columbia,1,ac,16.7,10.309,16.95,10.463,63,6.44,6.35,30,33,Emerald SS,BC_ESS_SWS,Waneta TS,BC_WHS_TSS,,BC_ESS_SWS,BC_WHS_TSS,30,33,6.44,6.35,16.95,63,33.3333,ESS_SWS_WHS_TSS,63kV,63_ESS_SWS,63_WHS_TSS,16.7,63
31570,17L,FortisBC,BC,British Columbia,1,ac,0.25,0.154,16.95,10.463,63,6.44,0.1,30,33,Waneta TS,BC_WHS_TSS,Waneta GS,BC_WAN_GSS,,BC_WHS_TSS,BC_WAN_GSS,30,33,6.44,0.1,16.95,63,33.3333,WHS_TSS_WAN_GSS,63kV,63_WHS_TSS,63_WAN_GSS,0.25,63
31571,18L,FortisBC,BC,British Columbia,1,ac,7.7,4.753,7.7,4.753,63,2.93,2.93,30,33,Waneta TS,BC_WHS_TSS,Beaver Park,BC_BEP_DSS,,BC_WHS_TSS,BC_BEP_DSS,30,33,2.93,2.93,7.7,63,33.3333,WHS_TSS_BEP_DSS,63kV,63_WHS_TSS,63_BEP_DSS,7.7,63
31572,19L,FortisBC,BC,British Columbia,1,ac,30.8,19.012,46.2,28.519,63,17.56,11.7,30,33,Passmore,BC_PAS_DSS,Valhalla,BC_VAL_DSS,,BC_PAS_DSS,BC_VAL_DSS,30,33,17.56,11.7,46.2,63,33.3333,PAS_DSS_VAL_DSS,63kV,63_PAS_DSS,63_VAL_DSS,30.8,63
31573,19L,FortisBC,BC,British Columbia,1,ac,15.4,9.506,46.2,28.519,63,17.56,5.85,30,33,South Slocan GS,BC_SLC_GSS,Passmore,BC_PAS_DSS,,BC_SLC_GSS,BC_PAS_DSS,30,33,17.56,5.85,46.2,63,33.3333,SLC_GSS_PAS_DSS,63kV,63_SLC_GSS,63_PAS_DSS,15.4,63
31574,1L,FortisBC,BC,British Columbia,1,ac,0.9,0.556,0.9,0.556,63,0.34,0.34,30,33,Warfield TS,BC_WTS_TSS,Stoney Creek,BC_STY_DSS,STY used for Stoney Creek to avoid confusion with STC - Site C,BC_WTS_TSS,BC_STY_DSS,30,33,0.34,0.34,0.9,63,33.3333,WTS_TSS_STY_DSS,63kV,63_WTS_TSS,63_STY_DSS,0.9,63
31575,1L001,BC Hydro,BC,British Columbia,1,ac,11.3,6.975,102.8,63.457,138,44.57,4.9,129,143,Douglas GS,BC_DGL_GSS,Stokke GS,BC_SKK_GSS,,BC_DGL_GSS,BC_SKK_GSS,129,143,44.57,4.9,102.8,138,143.3333,DGL_GSS_SKK_GSS,138kV,138_DGL_GSS,138_SKK_GSS,11.3,138
31576,1L001,BC Hydro,BC,British Columbia,1,ac,7.6,4.691,102.8,63.457,138,44.57,3.3,129,143,Fire GS,BC_FRE_GSS,Douglas GS,BC_DGL_GSS,,BC_FRE_GSS,BC_DGL_GSS,129,143,44.57,3.3,102.8,138,143.3333,FRE_GSS_DGL_GSS,138kV,138_FRE_GSS,138_DGL_GSS,7.6,138
31577,1L001,BC Hydro,BC,British Columbia,1,ac,3.8,2.346,102.8,63.457,138,44.57,1.65,129,143,Kwalsa TS,BC_KWL_TSS,Fire GS,BC_FRE_GSS,,BC_KWL_TSS,BC_FRE_GSS,129,143,44.57,1.65,102.8,138,143.3333,KWL_TSS_FRE_GSS,138kV,138_KWL_TSS,138_FRE_GSS,3.8,138
31578,1L001,BC Hydro,BC,British Columbia,1,ac,28.1,17.346,102.8,63.457,138,44.57,12.18,129,143,Kwalsa TS,BC_KWL_TSS,Northwest Stave GS,BC_NWS_GSS,,BC_KWL_TSS,BC_NWS_GSS,129,143,44.57,12.18,102.8,138,143.3333,KWL_TSS_NWS_GSS,138kV,138_KWL_TSS,138_NWS_GSS,28.1,138
31579,1L001,BC Hydro,BC,British Columbia,1,ac,0.1,0.062,102.8,63.457,138,44.57,0.04,129,143,Kwalsa TS,BC_KWL_TSS,Upper Harrison,BC_UHT_DSS,,BC_KWL_TSS,BC_UHT_DSS,129,143,44.57,0.04,102.8,138,143.3333,KWL_TSS_UHT_DSS,138kV,138_KWL_TSS,138_UHT_DSS,0.1,138
31580,1L001,BC Hydro,BC,British Columbia,1,ac,12.8,7.901,102.8,63.457,138,44.57,5.55,129,143,Northwest Stave GS,BC_NWS_GSS,Upper Stave River GS,BC_USR_GSS,,BC_NWS_GSS,BC_USR_GSS,129,143,44.57,5.55,102.8,138,143.3333,NWS_GSS_USR_GSS,138kV,138_NWS_GSS,138_USR_GSS,12.8,138
31581,1L001,BC Hydro,BC,British Columbia,1,ac,34.3,21.173,102.8,63.457,138,44.57,14.87,129,143,Tipella GS,BC_TPA_GSS,Big Silver GS,BC_BSV_GSS,,BC_TPA_GSS,BC_BSV_GSS,129,143,44.57,14.87,102.8,138,143.3333,TPA_GSS_BSV_GSS,138kV,138_TPA_GSS,138_BSV_GSS,34.3,138
31582,1L001,BC Hydro,BC,British Columbia,1,ac,4.0,2.469,102.8,63.457,138,44.57,1.73,129,143,Tipella GS,BC_TPA_GSS,Kwalsa TS,BC_KWL_TSS,,BC_TPA_GSS,BC_KWL_TSS,129,143,44.57,1.73,102.8,138,143.3333,TPA_GSS_KWL_TSS,138kV,138_TPA_GSS,138_KWL_TSS,4.0,138
31583,1L001,BC Hydro,BC,British Columbia,1,ac,0.8,0.494,102.8,63.457,138,44.57,0.35,129,143,Upper Stave River GS,BC_USR_GSS,Lamont GS,BC_LMN_GSS,,BC_USR_GSS,BC_LMN_GSS,129,143,44.57,0.35,102.8,138,143.3333,USR_GSS_LMN_GSS,138kV,138_USR_GSS,138_LMN_GSS,0.8,138
31584,1L002,BC Hydro,BC,British Columbia,1,ac,5.5,3.395,23.1,14.259,138,10.02,2.38,141,156,Bremner GS,BC_BRE_GSS,Trio GS,BC_TRE_GSS,Circuit ID assumed,BC_BRE_GSS,BC_TRE_GSS,141,156,10.02,2.38,23.1,138,156.6667,BRE_GSS_TRE_GSS,138kV,138_BRE_GSS,138_TRE_GSS,5.5,138
31585,1L002,BC Hydro,BC,British Columbia,1,ac,6.4,3.951,23.1,14.259,138,10.02,2.77,141,156,Tretheway GS,BC_TWY_GSS,Bremner GS,BC_BRE_GSS,Circuit ID assumed,BC_TWY_GSS,BC_BRE_GSS,141,156,10.02,2.77,23.1,138,156.6667,TWY_GSS_BRE_GSS,138kV,138_TWY_GSS,138_BRE_GSS,6.4,138
31586,1L002,BC Hydro,BC,British Columbia,1,ac,11.2,6.914,23.1,14.259,138,10.02,4.86,141,156,Upper Harrison,BC_UHT_DSS,Tretheway GS,BC_TWY_GSS,Circuit ID assumed,BC_UHT_DSS,BC_TWY_GSS,141,156,10.02,4.86,23.1,138,156.6667,UHT_DSS_TWY_GSS,138kV,138_UHT_DSS,138_TWY_GSS,11.2,138
31587,1L010,BC Hydro,BC,British Columbia,1,ac,30.0,18.519,55.387,34.19,138,24.01,13.01,129,159,Shawnigan JCT,BC_SHA_JCT,Goward,BC_GOW_DSS,,BC_SHA_JCT,BC_GOW_DSS,129,159,24.01,13.01,55.387,138,143.3333,SHA_JCT_GOW_DSS,138kV,138_SHA_JCT,138_GOW_DSS,30.0,138
31588,1L010,BC Hydro,BC,British Columbia,1,ac,25.387,15.671,55.387,34.19,138,24.01,11.01,152,178,Vancouver Island TS,BC_VIT_TSS,Shawnigan JCT,BC_SHA_JCT,,BC_VIT_TSS,BC_SHA_JCT,152,178,24.01,11.01,55.387,138,168.8889,VIT_TSS_SHA_JCT,138kV,138_VIT_TSS,138_SHA_JCT,25.387,138
31589,1L010SHA,BC Hydro,BC,British Columbia,1,ac,0.08,0.049,0.08,0.049,138,0.03,0.03,141,156,Shawnigan JCT,BC_SHA_JCT,Shawnigan,BC_SHA_DSS,,BC_SHA_JCT,BC_SHA_DSS,141,156,0.03,0.03,0.08,138,156.6667,SHA_JCT_SHA_DSS,138kV,138_SHA_JCT,138_SHA_DSS,0.08,138
31590,1L011,BC Hydro,BC,British Columbia,1,ac,40.36,24.914,55.36,34.173,138,24.0,17.5,124,158,Koksilah JCT,BC_KSH_JCT,Goward,BC_GOW_DSS,,BC_KSH_JCT,BC_GOW_DSS,124,158,24.0,17.5,55.36,138,137.7778,KSH_JCT_GOW_DSS,138kV,138_KSH_JCT,138_GOW_DSS,40.36,138
31591,1L011,BC Hydro,BC,British Columbia,1,ac,15.0,9.259,55.36,34.173,138,24.0,6.5,151,178,Vancouver Island TS,BC_VIT_TSS,Koksilah JCT,BC_KSH_JCT,,BC_VIT_TSS,BC_KSH_JCT,151,178,24.0,6.5,55.36,138,167.7778,VIT_TSS_KSH_JCT,138kV,138_VIT_TSS,138_KSH_JCT,15.0,138
31592,1L011KSH,BC Hydro,BC,British Columbia,1,ac,3.189,1.968,3.189,1.968,138,1.38,1.38,165,210,Koksilah JCT,BC_KSH_JCT,Koksilah,BC_KSH_DSS,,BC_KSH_JCT,BC_KSH_DSS,165,210,1.38,1.38,3.189,138,183.3333,KSH_JCT_KSH_DSS,138kV,138_KSH_JCT,138_KSH_DSS,3.189,138
31593,1L012,BC Hydro,BC,British Columbia,1,ac,6.318,3.9,6.318,3.9,138,2.74,2.74,166,199,Goward,BC_GOW_DSS,George Tripp,BC_GTP_DSS,,BC_GOW_DSS,BC_GTP_DSS,166,199,2.74,2.74,6.318,138,184.4444,GOW_DSS_GTP_DSS,138kV,138_GOW_DSS,138_GTP_DSS,6.318,138
31594,1L014,BC Hydro,BC,British Columbia,1,ac,7.0,4.321,62.92,38.84,138,27.28,3.04,167,198,Koksilah JCT,BC_KSH_JCT,Shawnigan JCT,BC_SHA_JCT,,BC_KSH_JCT,BC_SHA_JCT,167,198,27.28,3.04,62.92,138,185.5556,KSH_JCT_SHA_JCT,138kV,138_KSH_JCT,138_SHA_JCT,7.0,138
31595,1L014,BC Hydro,BC,British Columbia,1,ac,40.92,25.259,62.92,38.84,138,27.28,17.74,166,198,Shawnigan JCT,BC_SHA_JCT,George Tripp,BC_GTP_DSS,,BC_SHA_JCT,BC_GTP_DSS,166,198,27.28,17.74,62.92,138,184.4444,SHA_JCT_GTP_DSS,138kV,138_SHA_JCT,138_GTP_DSS,40.92,138
31596,1L014,BC Hydro,BC,British Columbia,1,ac,15.0,9.259,62.92,38.84,138,27.28,6.5,167,198,Vancouver Island TS,BC_VIT_TSS,Koksilah JCT,BC_KSH_JCT,,BC_VIT_TSS,BC_KSH_JCT,167,198,27.28,6.5,62.92,138,185.5556,VIT_TSS_KSH_JCT,138kV,138_VIT_TSS,138_KSH_JCT,15.0,138
31597,1L014KSH,BC Hydro,BC,British Columbia,1,ac,3.223,1.99,3.223,1.99,138,1.4,1.4,165,210,Koksilah JCT,BC_KSH_JCT,Koksilah,BC_KSH_DSS,,BC_KSH_JCT,BC_KSH_DSS,165,210,1.4,1.4,3.223,138,183.3333,KSH_JCT_KSH_DSS,138kV,138_KSH_JCT,138_KSH_DSS,3.223,138
31598,1L014SHA,BC Hydro,BC,British Columbia,1,ac,0.087,0.054,0.087,0.054,138,0.04,0.04,165,210,Shawnigan JCT,BC_SHA_JCT,Shawnigan,BC_SHA_DSS,,BC_SHA_JCT,BC_SHA_DSS,165,210,0.04,0.04,0.087,138,183.3333,SHA_JCT_SHA_DSS,138kV,138_SHA_JCT,138_SHA_DSS,0.087,138
31599,1L017SAL,BC Hydro,BC,British Columbia,1,ac,0.47,0.29,0.47,0.29,138,0.2,0.2,85,146,Saltspring JCT,BC_SAL_JCT,Saltspring,BC_SAL_DSS,,BC_SAL_JCT,BC_SAL_DSS,85,146,0.2,0.2,0.47,138,94.4444,SAL_JCT_SAL_DSS,138kV,138_SAL_JCT,138_SAL_DSS,0.47,138
31600,1L018,BC Hydro,BC,British Columbia,1,ac,11.0,6.79,64.45,39.784,138,27.94,4.77,85,146,Arnott,BC_ARN_DSS,English Bluff TS,BC_EBT_TSS,,BC_ARN_DSS,BC_EBT_TSS,85,146,27.94,4.77,64.45,138,94.4444,ARN_DSS_EBT_TSS,138kV,138_ARN_DSS,138_EBT_TSS,11.0,138
31601,1L018,BC Hydro,BC,British Columbia,1,ac,23.0,14.198,64.45,39.784,138,27.94,9.97,104,120,English Bluff TS,BC_EBT_TSS,Taylor Bay TS,BC_TBY_TSS,,BC_EBT_TSS,BC_TBY_TSS,104,120,27.94,9.97,64.45,138,115.5556,EBT_TSS_TBY_TSS,138kV,138_EBT_TSS,138_TBY_TSS,23.0,138
31602,1L018,BC Hydro,BC,British Columbia,1,ac,5.0,3.086,64.45,39.784,138,27.94,2.17,85,146,Galiano JCT,BC_GLS_JCT,Montague TS,BC_MTG_TSS,,BC_GLS_JCT,BC_MTG_TSS,85,146,27.94,2.17,64.45,138,94.4444,GLS_JCT_MTG_TSS,138kV,138_GLS_JCT,138_MTG_TSS,5.0,138
31603,1L018,BC Hydro,BC,British Columbia,1,ac,5.8,3.58,64.45,39.784,138,27.94,2.51,85,146,Maracaibo TS,BC_MBO_TSS,Saltspring JCT,BC_SAL_JCT,,BC_MBO_TSS,BC_SAL_JCT,85,146,27.94,2.51,64.45,138,94.4444,MBO_TSS_SAL_JCT,138kV,138_MBO_TSS,138_SAL_JCT,5.8,138
31604,1L018,BC Hydro,BC,British Columbia,1,ac,3.8,2.346,64.45,39.784,138,27.94,1.65,104,120,Montague TS,BC_MTG_TSS,Maracaibo TS,BC_MBO_TSS,,BC_MTG_TSS,BC_MBO_TSS,104,120,27.94,1.65,64.45,138,115.5556,MTG_TSS_MBO_TSS,138kV,138_MTG_TSS,138_MBO_TSS,3.8,138
31605,1L018,BC Hydro,BC,British Columbia,1,ac,15.8,9.753,64.45,39.784,138,27.94,6.85,85,146,Saltspring JCT,BC_SAL_JCT,Vancouver Island TS,BC_VIT_TSS,,BC_SAL_JCT,BC_VIT_TSS,85,146,27.94,6.85,64.45,138,94.4444,SAL_JCT_VIT_TSS,138kV,138_SAL_JCT,138_VIT_TSS,15.8,138
31606,1L018,BC Hydro,BC,British Columbia,1,ac,0.05,0.031,64.45,39.784,138,27.94,0.02,85,146,Taylor Bay TS,BC_TBY_TSS,Galiano JCT,BC_GLS_JCT,,BC_TBY_TSS,BC_GLS_JCT,85,146,27.94,0.02,64.45,138,94.4444,TBY_TSS_GLS_JCT,138kV,138_TBY_TSS,138_GLS_JCT,0.05,138
31607,1L018GLS,BC Hydro,BC,British Columbia,1,ac,0.115,0.071,0.115,0.071,138,0.05,0.05,162,155,Galiano JCT,BC_GLS_JCT,Galiano,BC_GLS_DSS,,BC_GLS_JCT,BC_GLS_DSS,162,155,0.05,0.05,0.115,138,180.0,GLS_JCT_GLS_DSS,138kV,138_GLS_JCT,138_GLS_DSS,0.115,138
31608,1L018SAL,BC Hydro,BC,British Columbia,1,ac,0.48,0.296,0.48,0.296,138,0.21,0.21,85,146,Saltspring JCT,BC_SAL_JCT,Saltspring,BC_SAL_DSS,,BC_SAL_JCT,BC_SAL_DSS,85,146,0.21,0.21,0.48,138,94.4444,SAL_JCT_SAL_DSS,138kV,138_SAL_JCT,138_SAL_DSS,0.48,138
31609,1L031,BC Hydro,BC,British Columbia,1,ac,28.04,17.309,63.04,38.914,138,27.33,12.16,63,102,Box Canyon JCT,BC_BOX_JCT,Gibsons,BC_GIB_DSS,,BC_BOX_JCT,BC_GIB_DSS,63,102,27.33,12.16,63.04,138,70.0,BOX_JCT_GIB_DSS,138kV,138_BOX_JCT,138_GIB_DSS,28.04,138
31610,1L031,BC Hydro,BC,British Columbia,1,ac,20.0,12.346,63.04,38.914,138,27.33,8.67,116,138,Cheekye,BC_CKY_DSS,Woodfibre JCT,BC_WFR_JCT,,BC_CKY_DSS,BC_WFR_JCT,116,138,27.33,8.67,63.04,138,128.8889,CKY_DSS_WFR_JCT,138kV,138_CKY_DSS,138_WFR_JCT,20.0,138
31611,1L031,BC Hydro,BC,British Columbia,1,ac,15.0,9.259,63.04,38.914,138,27.33,6.5,116,138,Woodfibre JCT,BC_WFR_JCT,Box Canyon JCT,BC_BOX_JCT,,BC_WFR_JCT,BC_BOX_JCT,116,138,27.33,6.5,63.04,138,128.8889,WFR_JCT_BOX_JCT,138kV,138_WFR_JCT,138_BOX_JCT,15.0,138
31612,1L031BOX,BC Hydro,BC,British Columbia,1,ac,2.9,1.79,2.9,1.79,138,1.26,1.26,130,156,Box Canyon JCT,BC_BOX_JCT,Box Canyon GS,BC_BOX_GSS,,BC_BOX_JCT,BC_BOX_GSS,130,156,1.26,1.26,2.9,138,144.4444,BOX_JCT_BOX_GSS,138kV,138_BOX_JCT,138_BOX_GSS,2.9,138
31613,1L031WFR,BC Hydro,BC,British Columbia,1,ac,0.655,0.405,0.655,0.405,138,0.28,0.28,141,156,Woodfibre JCT,BC_WFR_JCT,Woodfibre,BC_WFR_DSS,,BC_WFR_JCT,BC_WFR_DSS,141,156,0.28,0.28,0.655,138,156.6667,WFR_JCT_WFR_DSS,138kV,138_WFR_JCT,138_WFR_DSS,0.655,138
31614,1L032,BC Hydro,BC,British Columbia,1,ac,20.679,12.765,20.679,12.765,138,8.97,8.97,110,132,Sechelt,BC_SEC_DSS,Gibsons,BC_GIB_DSS,,BC_SEC_DSS,BC_GIB_DSS,110,132,8.97,8.97,20.679,138,122.2222,SEC_DSS_GIB_DSS,138kV,138_SEC_DSS,138_GIB_DSS,20.679,138
31615,1L033,BC Hydro,BC,British Columbia,1,ac,3.59,2.216,32.59,20.117,138,14.13,1.56,114,136,Forest View JCT,BC_FVW_JCT,Powell,BC_POW_DSS,,BC_FVW_JCT,BC_POW_DSS,114,136,14.13,1.56,32.59,138,126.6667,FVW_JCT_POW_DSS,138kV,138_FVW_JCT,138_POW_DSS,3.59,138
31616,1L033,BC Hydro,BC,British Columbia,1,ac,4.0,2.469,32.59,20.117,138,14.13,1.73,114,136,Grief Point JCT,BC_GPT_JCT,Forest View JCT,BC_FVW_JCT,,BC_GPT_JCT,BC_FVW_JCT,114,136,14.13,1.73,32.59,138,126.6667,GPT_JCT_FVW_JCT,138kV,138_GPT_JCT,138_FVW_JCT,4.0,138
31617,1L033,BC Hydro,BC,British Columbia,1,ac,25.0,15.432,32.59,20.117,138,14.13,10.84,114,136,Saltery Bay,BC_SAY_DSS,Grief Point JCT,BC_GPT_JCT,,BC_SAY_DSS,BC_GPT_JCT,114,136,14.13,10.84,32.59,138,126.6667,SAY_DSS_GPT_JCT,138kV,138_SAY_DSS,138_GPT_JCT,25.0,138
31618,1L033FVW,BC Hydro,BC,British Columbia,1,ac,0.032,0.02,0.032,0.02,138,0.01,0.01,141,156,Forest View JCT,BC_FVW_JCT,Forest View,BC_FVW_DSS,,BC_FVW_JCT,BC_FVW_DSS,141,156,0.01,0.01,0.032,138,156.6667,FVW_JCT_FVW_DSS,138kV,138_FVW_JCT,138_FVW_DSS,0.032,138
31619,1L033GPT,BC Hydro,BC,British Columbia,1,ac,3.969,2.45,3.969,2.45,138,1.72,1.72,141,156,Grief Point JCT,BC_GPT_JCT,Grief Point,BC_GPT_DSS,,BC_GPT_JCT,BC_GPT_DSS,141,156,1.72,1.72,3.969,138,156.6667,GPT_JCT_GPT_DSS,138kV,138_GPT_JCT,138_GPT_DSS,3.969,138
31620,1L035,BC Hydro,BC,British Columbia,1,ac,5.6,3.457,30.6,18.889,138,13.27,2.43,111,134,Pender Harbour,BC_PHR_DSS,Malaspina,BC_MSA_DSS,,BC_PHR_DSS,BC_MSA_DSS,111,134,13.27,2.43,30.6,138,123.3333,PHR_DSS_MSA_DSS,138kV,138_PHR_DSS,138_MSA_DSS,5.6,138
31621,1L035,BC Hydro,BC,British Columbia,1,ac,25.0,15.432,30.6,18.889,138,13.27,10.84,111,134,Sechelt,BC_SEC_DSS,Pender Harbour,BC_PHR_DSS,,BC_SEC_DSS,BC_PHR_DSS,111,134,13.27,10.84,30.6,138,123.3333,SEC_DSS_PHR_DSS,138kV,138_SEC_DSS,138_PHR_DSS,25.0,138
31622,1L037,BC Hydro,BC,British Columbia,1,ac,3.0,1.852,27.6,17.037,138,11.97,1.3,114,136,Malaspina,BC_MSA_DSS,Narrows Inlet JCT,BC_NIT_JCT,,BC_MSA_DSS,BC_NIT_JCT,114,136,11.97,1.3,27.6,138,126.6667,MSA_DSS_NIT_JCT,138kV,138_MSA_DSS,138_NIT_JCT,3.0,138
31623,1L037,BC Hydro,BC,British Columbia,1,ac,24.6,15.185,27.6,17.037,138,11.97,10.67,114,136,Narrows Inlet JCT,BC_NIT_JCT,Saltery Bay,BC_SAY_DSS,,BC_NIT_JCT,BC_SAY_DSS,114,136,11.97,10.67,27.6,138,126.6667,NIT_JCT_SAY_DSS,138kV,138_NIT_JCT,138_SAY_DSS,24.6,138
