name,x,y,type,v_nom
230_BEN_TSS,-119.530109,49.189206,230kV,230
230_VAS_TSS,-119.519618,49.25112,230kV,230
63_KAL2_DSS,-119.606329,49.393585,63kV,63
63_HUT_DSS,-119.597665,49.481405,63kV,63
63_OKF_DSS,-119.570533,49.337607,63kV,63
63_OLI_TSS,-119.535867,49.190117,63kV,63
138_HED_DSS,-120.077169,49.350113,138kV,138
138_MAS_ISS,-120.022661,49.369976,138kV,138
138_BCG_ISS,-120.144106,49.376368,138kV,138
138_KER_DSS,-119.828425,49.204088,138kV,138
138_BEN_TSS,-119.530109,49.189206,138kV,138
138_PRI_DSS,-120.501984,49.457266,138kV,138
63_PNE_DSS,-119.543449,49.17861,63kV,63
63_OSO_DSS,-119.468308,49.027821,63kV,63
63_RGA_TSS,-119.552286,49.480074,63kV,63
63_WES_DSS,-119.586929,49.500912,63kV,63
63_AWA_DSS,-119.580131,49.590106,63kV,63
138_LEE_TSS,-119.347162,49.906798,138kV,138
138_DUC_DSS,-119.385564,50.009945,138kV,138
63_WAT_DSS,-119.589084,49.46112,63kV,63
161_BEN_TSS,-119.530109,49.189206,161kV,161
63_WEB_DSS,-119.621609,49.508436,63kV,63
63_TRC_DSS,-119.658704,49.570816,63kV,63
63_SUM_DSS,-119.675686,49.600396,63kV,63
138_ELL_DSS,-119.387163,49.962668,138kV,138
138_SEX_DSS,-119.394379,49.918502,138kV,138
138_GLE_DSS,-119.453951,49.8858,138kV,138
138_REC_DSS,-119.488866,49.897235,138kV,138
138_SAU_DSS,-119.488029,49.882355,138kV,138
138_HOL_JCT,-119.398886,49.872795,138kV,138
138_OKM_DSS,-119.488885,49.855181,138kV,138
138_BEV_DSS,-119.453251,49.838535,138kV,138
138_BLK_DSS,-119.332017,49.869703,138kV,138
138_DGB_TSS,-119.446811,49.812052,138kV,138
138_HOL_DSS,-119.398886,49.872795,138kV,138
138_JRH_DSS,-119.276354,49.861203,138kV,138
138_BWS_DSS,-118.963595,49.7135,138kV,138
500_GMS_GSS,-122.197188,56.013887,500kV,500
500_WSN_DSS,-122.608969,53.85023,500kV,500
500_PCN_GSS,-121.996453,55.983879,500kV,500
500_KDS_DSS,-122.788399,55.070415,500kV,500
500_SBK_DSS,-120.909356,56.180774,500kV,500
500_KLY_DSS,-121.739126,51.024755,500kV,500
500_STC_GSS,-120.913554,56.189741,500kV,500
500_CCB_TSS,-124.203697,49.674146,500kV,500
500_TXE_TSS,-124.284302,49.630115,500kV,500
500_TIR_TSS,-124.331157,49.615792,500kV,500
500_MSA_DSS,-123.960396,49.668833,500kV,500
500_NCT_TSS,-124.643303,49.421647,500kV,500
500_DMR_DSS,-124.671575,49.392836,500kV,500
500_TXW_TSS,-124.358341,49.590208,500kV,500
500_CKY_DSS,-123.160951,49.790166,500kV,500
500_CBN_DSS,-122.297098,49.069045,500kV,500
500_ING_DSS,-122.873948,49.158898,500kV,500
500_KCH_GSS,-121.567372,50.105418,500kV,500
500_MDN_DSS,-122.806744,49.309694,500kV,500
500_BCUS01_INT,-122.873948,48.97,500kV,500
500_BCUS02_INT,-122.873948,48.97,500kV,500
500_GLN_DSS,-125.015718,54.074358,500kV,500
500_TKW_DSS,-126.765503,54.515284,500kV,500
500_SKA_DSS,-128.632826,54.45228,500kV,500
500_MCA_GSS,-118.570515,52.075872,500kV,500
500_NIC_TSS,-120.389839,50.180236,500kV,500
500_REV_GSS,-118.197088,51.049455,500kV,500
500_ACK_DSS,-118.993459,50.561355,500kV,500
500_SEL_TSS,-117.513304,49.059567,500kV,500
500_CBK_DSS,-115.580487,49.500543,500kV,500
500_ABBC02_IPT,-114.08,49.500543,500kV,500
500_VAS_TSS,-119.519618,49.25112,500kV,500
69_COK_DSS,-122.797013,49.262255,69kV,69
69_BND_DSS,-122.900721,49.262113,69kV,69
69_CQM_JCT,-122.775727,49.261316,69kV,69
69_MRG_JCT,-122.623415,49.220314,69kV,69
69_SFL_GSS,-122.353714,49.229992,69kV,69
69_CQM_DSS,-122.775727,49.261316,69kV,69
69_MRG_DSS,-122.623415,49.220314,69kV,69
69_HNY_DSS,-122.552201,49.22101,69kV,69
69_LB1_GSS,-122.868766,49.375225,69kV,69
69_PCP_ISS,-122.884923,49.278277,69kV,69
69_WTR_JCT,-122.955873,49.287532,69kV,69
69_SHL_DSS,-122.974009,49.282917,69kV,69
69_WTR_ISS,-122.955873,49.287532,69kV,69
69_IOC_ISS,-122.884519,49.307344,69kV,69
69_BAL_JCT,-122.579086,49.104227,69kV,69
69_RUS_GSS,-122.406403,49.194389,69kV,69
69_BAL_DSS,-122.579086,49.104227,69kV,69
69_MLN_DSS,-122.682448,49.098957,69kV,69
69_PKL_DSS,-122.630288,49.176575,69kV,69
69_GLT_JCT,-122.46868,49.109385,69kV,69
69_GLT_DSS,-122.46868,49.109385,69kV,69
69_BBR_DSS,-121.441516,49.861915,69kV,69
69_SZM_JCT,-121.410126,49.69821,69kV,69
69_BBR_JCT,-121.441516,49.861915,69kV,69
69_WAH_GSS,-121.680559,49.236392,69kV,69
69_WAH_JCT,-121.680559,49.236392,69kV,69
69_HOP_DSS,-121.428922,49.379607,69kV,69
69_KEN_DSS,-121.783499,49.247641,69kV,69
69_SZM_DSS,-121.410126,49.69821,69kV,69
69_SFU_JCT,-122.915292,49.275463,69kV,69
69_SFU_DSS,-122.915292,49.275463,69kV,69
69_MIS_JCT,-122.316807,49.140856,69kV,69
69_CBN_DSS,-122.297098,49.069045,69kV,69
69_MIS_DSS,-122.316807,49.140856,69kV,69
69_ALU_GSS,-122.312429,49.371009,69kV,69
69_SLK_JCT,-122.342085,49.288678,69kV,69
69_SLK_DSS,-122.342085,49.288678,69kV,69
69_SVD_DSS,-122.35727,49.140991,69kV,69
69_LB2_GSS,-122.873524,49.370567,69kV,69
69_PFD_JCT,-122.883398,49.227322,69kV,69
69_GSP_JCT,-122.891625,49.222176,69kV,69
69_GSP_DSS,-122.891625,49.222176,69kV,69
69_NRG_JCT,-122.863492,49.230014,69kV,69
69_NRG_ISS,-122.863492,49.230014,69kV,69
69_NWR_DSS,-122.915721,49.222013,69kV,69
69_IFM_ISS,-122.859637,49.230297,69kV,69
69_PFD_ISS,-122.883398,49.227322,69kV,69
69_ESC_JCT,-122.768649,49.255982,69kV,69
69_ESC_ISS,-122.768649,49.255982,69kV,69
69_PAV_JCT,-121.828051,50.882955,69kV,69
69_CRQ_DSS,-121.398841,50.88674,69kV,69
69_SON_GSS,-121.924596,50.673189,69kV,69
69_PAV_DSS,-121.828051,50.882955,69kV,69
69_WDN_JCT,-121.982648,50.659917,69kV,69
69_BR1_GSS,-122.240038,50.72985,69kV,69
69_WDN_GSS,-121.982648,50.659917,69kV,69
69_LAJ_GSS,-122.85589,50.83972,69kV,69
69_TXL_JCT,-122.742995,50.910235,69kV,69
69_TXL_DSS,-122.742995,50.910235,69kV,69
69_MUR_DSS,-123.101318,49.277984,69kV,69
69_SPG_DSS,-123.152465,49.24967,69kV,69
69_KI1_DSS,-123.116046,49.205311,69kV,69
69_GDK_DSS,-123.154689,49.23063,69kV,69
69_AFT_JCT,-121.282483,50.736544,69kV,69
69_SBR_DSS,-121.326081,50.427831,69kV,69
69_CCW_JCT,-121.313663,50.786925,69kV,69
69_AFT_DSS,-121.282483,50.736544,69kV,69
69_CCW_DSS,-121.313663,50.786925,69kV,69
69_ANN_JCT,-122.936335,49.174649,69kV,69
69_AWT_JCT,-122.946738,49.166563,69kV,69
69_DVM_JCT,-122.932578,49.177998,69kV,69
69_ING_DSS,-122.873948,49.158898,69kV,69
69_BBS_DSS,-122.992833,49.198719,69kV,69
69_TII_JCT,-122.957292,49.186127,69kV,69
69_QBS_JCT,-122.946414,49.189902,69kV,69
69_ANN_DSS,-122.936335,49.174649,69kV,69
69_AWT_ISS,-122.946738,49.166563,69kV,69
69_DVM_ISS,-122.932578,49.177998,69kV,69
69_QBS_DSS,-122.946414,49.189902,69kV,69
69_TII_DSS,-122.957292,49.186127,69kV,69
69_NAC_JCT,-122.968975,49.185505,69kV,69
69_SEE_GSS,-122.978774,49.186686,69kV,69
69_WCF_JCT,-123.107187,49.20641,69kV,69
69_NAC_ISS,-122.968975,49.185505,69kV,69
69_WCF_ISS,-123.107187,49.20641,69kV,69
69_SEA_DSS,-123.151418,49.187107,69kV,69
69_YVR_ISS,-123.151899,49.186968,69kV,69
69_NEL_DSS,-122.96293,49.217765,69kV,69
69_KI2_DSS,-123.115357,49.198157,69kV,69
69_BMP_JCT,-122.944692,49.24762,69kV,69
69_HPN_DSS,-123.017942,49.266802,69kV,69
69_LOH_JCT,-122.965483,49.260397,69kV,69
69_BMP_DSS,-122.944692,49.24762,69kV,69
69_LOH_DSS,-122.965483,49.260397,69kV,69
69_RSR_ISS,-123.088096,49.200881,69kV,69
69_LF1_ISS,-123.006735,49.158997,69kV,69
69_SEA_JCT,-123.151418,49.187107,69kV,69
69_RIM_DSS,-123.128787,49.163305,69kV,69
69_ALZ_DSS,-122.00932,49.113555,69kV,69
69_TMO_JCT,-122.158993,49.064571,69kV,69
69_SMW_JCT,-122.270083,49.031937,69kV,69
69_ABT_DSS,-122.29778,49.067847,69kV,69
69_SMW_DSS,-122.270083,49.031937,69kV,69
69_TMO_DSS,-122.158993,49.064571,69kV,69
69_DGR_DSS,-123.125248,49.28149,69kV,69
69_JME_GSS,-123.05682,50.82821,69kV,69
69_UNY_DSS,-123.244711,49.261211,69kV,69
69_CSN_DSS,-123.197669,49.249427,69kV,69
69_UNS_JCT,-123.228581,49.246474,69kV,69
69_UNS_DSS,-123.228581,49.246474,69kV,69
69_ARN_DSS,-123.041678,49.092139,69kV,69
69_TSW_JCT,-123.07503,49.036144,69kV,69
69_DPT_JCT,-123.156648,49.02138,69kV,69
69_DPT_DSS,-123.156648,49.02138,69kV,69
69_TSW_DSS,-123.07503,49.036144,69kV,69
69_WTL_ISS,-123.170164,49.019768,69kV,69
69_CAN_JCT,-123.023479,49.134136,69kV,69
69_LRP_JCT,-123.011861,49.143368,69kV,69
69_LNH_JCT,-123.020825,49.142422,69kV,69
69_TLB_JCT,-123.029437,49.139996,69kV,69
69_BCI_ISS,-123.004397,49.143356,69kV,69
69_CAN_ISS,-123.023479,49.134136,69kV,69
69_LNH_ISS,-123.020825,49.142422,69kV,69
69_LRP_ISS,-123.011861,49.143368,69kV,69
69_TLB_ISS,-123.029437,49.139996,69kV,69
69_BRB_JCT,-123.042154,49.305369,69kV,69
69_BRB_ISS,-123.042154,49.305369,69kV,69
69_NVR_DSS,-123.06461,49.309285,69kV,69
69_WLT_DSS,-123.026066,49.310017,69kV,69
69_LCS_JCT,-123.042114,49.305387,69kV,69
69_SWP_JCT,-123.053666,49.306837,69kV,69
69_LCS_ISS,-123.042114,49.305387,69kV,69
69_SWP_ISS,-123.053666,49.306837,69kV,69
69_JRI_JCT,-123.065636,49.305479,69kV,69
69_VDK_JCT,-123.075953,49.309249,69kV,69
69_VSD_JCT,-123.108461,49.313147,69kV,69
69_NOR_DSS,-123.135265,49.319653,69kV,69
69_JRI_DSS,-123.065636,49.305479,69kV,69
69_VDK_ISS,-123.075953,49.309249,69kV,69
69_VSD_ISS,-123.108461,49.313147,69kV,69
69_CAP_DSS,-123.108164,49.334823,69kV,69
69_HCT_JCT,-123.214265,49.346588,69kV,69
69_CYP_DSS,-123.232133,49.356864,69kV,69
69_JLN_DSS,-123.16109,49.327552,69kV,69
69_HCT_DSS,-123.214265,49.346588,69kV,69
69_CPS_JCT,-123.113381,49.36083,69kV,69
69_GLR_DSS,-123.132969,49.360098,69kV,69
69_CPS_DSS,-123.113381,49.36083,69kV,69
69_SCP_JCT,-122.93599,49.201894,69kV,69
69_RO2_DSS,-122.916322,49.201681,69kV,69
69_SCP_ISS,-122.93599,49.201894,69kV,69
69_CKY_DSS,-123.160951,49.790166,69kV,69
69_UMH_JCT,-123.054632,49.717831,69kV,69
69_SQH_DSS,-123.148577,49.702151,69kV,69
69_UMH_GSS,-123.054632,49.717831,69kV,69
69_BTA_JCT,-123.203108,49.621574,69kV,69
69_FRC_JCT,-123.221119,49.58755,69kV,69
69_FRI_JCT,-123.201977,49.579288,69kV,69
69_PTO_JCT,-123.239815,49.545594,69kV,69
69_LBY_JCT,-123.237851,49.453481,69kV,69
69_HSB_DSS,-123.276891,49.3644,69kV,69
69_BTA_DSS,-123.203108,49.621574,69kV,69
69_FRC_DSS,-123.221119,49.58755,69kV,69
69_FRI_GSS,-123.201977,49.579288,69kV,69
69_LBY_DSS,-123.237851,49.453481,69kV,69
69_PTO_DSS,-123.239815,49.545594,69kV,69
69_MAM_JCT,-123.091753,49.721102,69kV,69
69_MAM_GSS,-123.091753,49.721102,69kV,69
69_SEE_JCT,-122.978774,49.186686,69kV,69
69_SRY_JCT,-122.829507,49.104789,69kV,69
69_WRK_DSS,-122.789773,49.030633,69kV,69
69_SRY_DSS,-122.829507,49.104789,69kV,69
69_NKL_JCT,-122.800159,49.060687,69kV,69
69_NKL_DSS,-122.800159,49.060687,69kV,69
69_CVN_ISS,-122.992116,49.291204,69kV,69
69_HRD_JCT,-122.696895,49.174749,69kV,69
69_PKL_JCT,-122.630288,49.176575,69kV,69
69_SCT_JCT,-122.889169,49.182963,69kV,69
69_HRD_DSS,-122.696895,49.174749,69kV,69
69_SCT_DSS,-122.889169,49.182963,69kV,69
69_PKP_JCT,-122.699771,49.177696,69kV,69
69_PKP_DSS,-122.699771,49.177696,69kV,69
69_KTG_DSS,-123.412041,48.566978,69kV,69
69_SNY_DSS,-123.41664,48.628961,69kV,69
69_NXC_JCT,-123.01503,49.300991,69kV,69
69_ERW_JCT,-123.010649,49.300995,69kV,69
69_DCV_JCT,-122.987189,49.313325,69kV,69
69_DCV_DSS,-122.987189,49.313325,69kV,69
69_ERW_ISS,-123.010649,49.300995,69kV,69
69_NXC_ISS,-123.01503,49.300991,69kV,69
69_CHK_DSS,-121.953179,49.167614,69kV,69
69_KEN_JCT,-121.783499,49.247641,69kV,69
69_WHP_JCT,-121.731284,49.194682,69kV,69
69_WHP_DSS,-121.731284,49.194682,69kV,69
69_HPS_JCT,-121.423884,49.373601,69kV,69
69_HPS_DSS,-121.423884,49.373601,69kV,69
69_CTN_GSS,-123.159893,49.877182,69kV,69
69_PLR_ISS,-123.005288,49.289432,69kV,69
69_PVO_DSS,-123.737845,48.823939,69kV,69
69_LCW_DSS,-124.058483,48.821405,69kV,69
69_CNK_JCT,-125.395572,49.176919,69kV,69
69_LBH_DSS,-125.583442,48.996652,69kV,69
69_DTR_JCT,-125.275698,49.296154,69kV,69
69_SSH_JCT,-125.309247,49.287862,69kV,69
69_GCL_DSS,-124.962048,49.317582,69kV,69
69_HAS_JCT,-125.383841,49.248055,69kV,69
69_M3C_JCT,-125.356944,49.234398,69kV,69
69_TRR_JCT,-125.299872,49.295068,69kV,69
69_WCH_GSS,-125.446414,49.131238,69kV,69
69_WCH_JCT,-125.446414,49.131238,69kV,69
69_CNK_GSS,-125.395572,49.176919,69kV,69
69_DTR_GSS,-125.275698,49.296154,69kV,69
69_HAS_GSS,-125.383841,49.248055,69kV,69
69_M3C_GSS,-125.356944,49.234398,69kV,69
69_SSH_GSS,-125.309247,49.287862,69kV,69
69_TRR_DSS,-125.299872,49.295068,69kV,69
69_VNT_TSS,-119.22887,50.251765,69kV,69
69_WDS_DSS,-119.390248,50.049829,69kV,69
69_WWD_JCT,-119.757512,50.476343,69kV,69
69_MTE_JCT,-119.836377,50.523531,69kV,69
69_MTE_DSS,-119.836377,50.523531,69kV,69
69_WWD_DSS,-119.757512,50.476343,69kV,69
69_FCO_JCT,-119.209224,50.759341,69kV,69
69_SCM_DSS,-118.973479,50.844224,69kV,69
69_SAM_DSS,-119.251648,50.69157,69kV,69
69_FCO_ISS,-119.209224,50.759341,69kV,69
69_MON_DSS,-118.147711,49.920452,69kV,69
69_NDR_JCT,-117.369746,49.997444,69kV,69
69_NDR_DSS,-117.369746,49.997444,69kV,69
69_NAK_DSS,-117.795818,50.238006,69kV,69
69_ILL_DSS,-118.204474,50.985679,69kV,69
69_WHN_GSS,-118.060293,50.814101,69kV,69
69_SCB_JCT,-118.103887,50.771415,69kV,69
69_PIN_GSS,-118.104136,50.771577,69kV,69
69_SCB_GSS,-118.103887,50.771415,69kV,69
69_GST_JCT,-118.540762,51.74349,69kV,69
69_MCK_JCT,-118.532183,51.647648,69kV,69
69_GSM_ISS,-118.429719,51.632022,69kV,69
69_MCA_GSS,-118.570515,52.075872,69kV,69
69_MCK_DSS,-118.532183,51.647648,69kV,69
69_ATH_JCT,-116.000826,50.515057,69kV,69
69_INV_DSS,-116.117825,50.495098,69kV,69
69_CNL_JCT,-115.823022,50.150241,69kV,69
69_FMT_JCT,-115.870665,50.319336,69kV,69
69_CRC_JCT,-115.804012,50.154683,69kV,69
69_KBY_DSS,-115.961183,49.663775,69kV,69
69_SKU_JCT,-115.738832,49.903614,69kV,69
69_ATH_DSS,-116.000826,50.515057,69kV,69
69_CNL_DSS,-115.823022,50.150241,69kV,69
69_CRC_DSS,-115.804012,50.154683,69kV,69
69_SKU_DSS,-115.738832,49.903614,69kV,69
69_CRS_DSS,-115.758056,49.527819,69kV,69
69_FMT_DSS,-115.870665,50.319336,69kV,69
69_RDM_JCT,-116.074036,50.630019,69kV,69
69_PSN_JCT,-116.630252,51.069701,69kV,69
69_GDN_DSS,-116.961008,51.292769,69kV,69
69_SPN_JCT,-116.408516,50.903738,69kV,69
69_PSN_DSS,-116.630252,51.069701,69kV,69
69_RDM_DSS,-116.074036,50.630019,69kV,69
69_SPN_GSS,-116.408516,50.903738,69kV,69
69_KHS_DSS,-116.994352,51.281768,69kV,69
69_FNE_DSS,-115.059198,49.502452,69kV,69
69_SPD_JCT,-114.892675,49.709074,69kV,69
69_NTL_DSS,-114.858257,49.735535,69kV,69
69_SPD_DSS,-114.892675,49.709074,69kV,69
69_ELK_GSS,-115.104613,49.290067,69kV,69
69_CBK_DSS,-115.580487,49.500543,69kV,69
69_FST_JCT,-115.683175,49.592517,69kV,69
69_MVL_JCT,-115.928602,49.639709,69kV,69
69_FST_DSS,-115.683175,49.592517,69kV,69
69_MVL_DSS,-115.928602,49.639709,69kV,69
69_MYE_JCT,-115.830735,49.284974,69kV,69
69_SPL_DSS,-115.74835,49.506975,69kV,69
69_MYE_DSS,-115.830735,49.284974,69kV,69
69_CFE_DSS,-115.101008,49.272448,69kV,69
69_PN6_JCT,-114.85316,49.73172,69kV,69
69_EV1_ISS,-114.836232,49.736533,69kV,69
69_PN6_ISS,-114.85316,49.73172,69kV,69
69_MCL_ISS,-114.848239,49.72391,69kV,69
69_BRM_JCT,-115.376977,49.501304,69kV,69
69_WAR_DSS,-115.361676,49.493403,69kV,69
69_ABN_GSS,-115.362424,49.493319,69kV,69
69_BRM_ISS,-115.376977,49.501304,69kV,69
69_WIN_JCT,-115.128316,49.305833,69kV,69
69_WIN_DSS,-115.128316,49.305833,69kV,69
69_CMO_JCT,-114.655983,49.513085,69kV,69
69_CNT_JCT,-114.718135,49.648113,69kV,69
69_CRW_GSS,-114.715814,49.648758,69kV,69
69_CMO_DSS,-114.655983,49.513085,69kV,69
69_CNT_ISS,-114.718135,49.648113,69kV,69
69_SPL_JCT,-115.74835,49.506975,69kV,69
69_JOE_DSS,-115.75521,49.536638,69kV,69
69_GBW_JCT,-122.425231,52.505779,69kV,69
69_WQL_JCT,-122.482645,52.945928,69kV,69
69_MGT_JCT,-122.428236,52.500932,69kV,69
69_MTP_JCT,-121.633042,52.544315,69kV,69
69_SCK_DSS,-122.21554,52.305565,69kV,69
69_BLW_DSS,-122.429605,53.020438,69kV,69
69_GBW_ISS,-122.425231,52.505779,69kV,69
69_GBR_ISS,-122.282388,52.530204,69kV,69
69_GVL_JCT,-121.805863,52.4858,69kV,69
69_GVL_DSS,-121.805863,52.4858,69kV,69
69_MGT_DSS,-122.428236,52.500932,69kV,69
69_MTP_DSS,-121.633042,52.544315,69kV,69
69_WQL_ISS,-122.482645,52.945928,69kV,69
69_AWL_JCT,-121.330575,51.653894,69kV,69
69_HMH_DSS,-121.28483,51.657461,69kV,69
69_CLN_JCT,-121.589458,51.081082,69kV,69
69_SMH_JCT,-121.396316,51.300124,69kV,69
69_AWL_DSS,-121.330575,51.653894,69kV,69
69_CLN_DSS,-121.589458,51.081082,69kV,69
69_SMH_DSS,-121.396316,51.300124,69kV,69
69_TWT_JCT,-122.171883,52.165132,69kV,69
69_WWL_JCT,-122.183612,52.15979,69kV,69
69_LGW_JCT,-122.180765,52.158094,69kV,69
69_WLM_DSS,-122.138549,52.133474,69kV,69
69_LGW_DSS,-122.180765,52.158094,69kV,69
69_TWT_DSS,-122.171883,52.165132,69kV,69
69_WWL_ISS,-122.183612,52.15979,69kV,69
69_CBP_JCT,-122.485266,52.997039,69kV,69
69_WPN_JCT,-122.518103,53.012845,69kV,69
69_WWQ_JCT,-122.488096,52.99869,69kV,69
69_QNL_DSS,-122.502269,52.994988,69kV,69
69_SSQ_JCT,-122.504055,53.002464,69kV,69
69_WPN_DSS,-122.518103,53.012845,69kV,69
69_CBP_GSS,-122.485266,52.997039,69kV,69
69_SSQ_ISS,-122.504055,53.002464,69kV,69
69_WWQ_ISS,-122.488096,52.99869,69kV,69
69_WFQ_JCT,-122.501328,52.99609,69kV,69
69_BLW_JCT,-122.429605,53.020438,69kV,69
69_WFQ_ISS,-122.501328,52.99609,69kV,69
69_NWE_ISS,-122.171902,52.160852,69kV,69
69_GBC_JCT,-122.285892,52.531651,69kV,69
69_GBC_DSS,-122.285892,52.531651,69kV,69
69_WSN_DSS,-122.608969,53.85023,69kV,69
69_BVY_DSS,-122.834751,53.843389,69kV,69
69_PLT_JCT,-124.334533,54.024493,69kV,69
69_TAC_JCT,-124.072755,54.000696,69kV,69
69_NLV_JCT,-124.05583,54.013786,69kV,69
69_VDF_JCT,-124.015138,54.008304,69kV,69
69_NLV_DSS,-124.05583,54.013786,69kV,69
69_PLT_ISS,-124.334533,54.024493,69kV,69
69_TAC_DSS,-124.072755,54.000696,69kV,69
69_VDF_DSS,-124.015138,54.008304,69kV,69
69_PVW_DSS,-122.695247,53.845286,69kV,69
69_PGG_JCT,-122.70648,53.914169,69kV,69
69_PCA_DSS,-122.765299,53.905007,69kV,69
69_PGG_DSS,-122.70648,53.914169,69kV,69
69_NOS_JCT,-122.741112,53.849591,69kV,69
69_PVW_JCT,-122.695247,53.845286,69kV,69
69_NOS_ISS,-122.741112,53.849591,69kV,69
69_BCM_JCT,-122.691613,53.921209,69kV,69
69_FMC_JCT,-122.708602,53.926929,69kV,69
69_CRD_DSS,-122.693514,53.926974,69kV,69
69_BCM_ISS,-122.691613,53.921209,69kV,69
69_FMC_ISS,-122.708602,53.926929,69kV,69
69_CNG_JCT,-122.367079,54.072382,69kV,69
69_UFR_DSS,-121.945287,54.118021,69kV,69
69_CNG_ISS,-122.367079,54.072382,69kV,69
69_HCR_JCT,-122.687814,53.922951,69kV,69
69_HCR_ISS,-122.687814,53.922951,69kV,69
69_CLB_JCT,-122.492581,53.283168,69kV,69
69_DKY_JCT,-122.47249,53.276287,69kV,69
69_PMB_JCT,-122.525688,53.302659,69kV,69
69_CLB_DSS,-122.492581,53.283168,69kV,69
69_DKY_ISS,-122.47249,53.276287,69kV,69
69_PMB_ISS,-122.525688,53.302659,69kV,69
69_NWP_ISS,-122.695976,53.980168,69kV,69
69_FSR_JCT,-124.850056,54.054362,69kV,69
69_FSS_JCT,-124.757238,54.060807,69kV,69
69_FLB_GSS,-124.748749,54.065007,69kV,69
69_GLN_DSS,-125.015718,54.074358,69kV,69
69_FSR_DSS,-124.850056,54.054362,69kV,69
69_FSS_ISS,-124.757238,54.060807,69kV,69
69_PGP_ISS,-122.687736,53.92285,69kV,69
69_FM2_DSS,-124.250341,54.449952,69kV,69
69_HSK_ISS,-122.700114,53.927004,69kV,69
69_ICP_GSS,-122.69589,53.923788,69kV,69
69_BCC_ISS,-122.691688,53.921353,69kV,69
69_PGI_ISS,-122.656631,53.848525,69kV,69
69_EKO_DSS,-125.010863,54.072393,69kV,69
69_FHS_JCT,-122.812485,53.907004,69kV,69
69_CHF_DSS,-122.814317,54.008988,69kV,69
69_FHS_DSS,-122.812485,53.907004,69kV,69
69_PCA_JCT,-122.765299,53.905007,69kV,69
69_IPR_JCT,-123.271878,53.865139,69kV,69
69_IPR_DSS,-123.271878,53.865139,69kV,69
69_AFP_JCT,-124.201793,54.490913,69kV,69
69_AFP_ISS,-124.201793,54.490913,69kV,69
69_FGE_GSS,-124.215275,54.489317,69kV,69
69_TFP_DSS,-124.165837,54.469018,69kV,69
69_SKA_DSS,-128.632826,54.45228,69kV,69
69_TER_JCT,-128.558185,54.510853,69kV,69
69_TSC_DSS,-128.605641,54.513674,69kV,69
69_KAL_DSS,-128.616892,54.519438,69kV,69
69_TER_DSS,-128.558185,54.510853,69kV,69
69_DSQ_GSS,-128.887414,54.378906,69kV,69
69_BRL_JCT,-129.834478,54.040073,69kV,69
69_FLS_GSS,-129.734244,53.983531,69kV,69
69_DIL_JCT,-130.078231,54.229453,69kV,69
69_GRR_JCT,-129.975564,54.206333,69kV,69
69_RUP_DSS,-130.231685,54.256795,69kV,69
69_BRL_GSS,-129.834478,54.040073,69kV,69
69_DIL_DSS,-130.078231,54.229453,69kV,69
69_GRR_DSS,-129.975564,54.206333,69kV,69
69_PRT_JCT,-130.355349,54.286394,69kV,69
69_OFD_DSS,-130.307492,54.309639,69kV,69
69_PRT_ISS,-130.355349,54.286394,69kV,69
69_PED_JCT,-130.293083,54.228714,69kV,69
69_SKL_JCT,-130.294861,54.239494,69kV,69
69_PRG_JCT,-130.328839,54.23469,69kV,69
69_RTI_ISS,-130.325334,54.224518,69kV,69
69_PED_DSS,-130.293083,54.228714,69kV,69
69_PRG_ISS,-130.328839,54.23469,69kV,69
69_SKL_ISS,-130.294861,54.239494,69kV,69
69_RPG_GSS,-130.294424,54.314334,69kV,69
69_KNG_ISS,-130.006777,56.400197,69kV,69
69_BJK_ISS,-130.186168,56.465557,69kV,69
63_BEN_TSS,-119.530109,49.189206,63kV,63
63_NKM_DSS,-119.425832,49.039218,63kV,63
230_BCUS03_INT,-117.341514,48.9974,230kV,230
230_WHS_TSS,-117.613121,49.006754,230kV,230
230_LEE_TSS,-119.347162,49.906798,230kV,230
230_DGB_TSS,-119.446811,49.812052,230kV,230
230_RGA_TSS,-119.552286,49.480074,230kV,230
230_WTS_TSS,-117.739672,49.105142,230kV,230
230_BTS_TSS,-117.612786,49.321964,230kV,230
63_BRD_GSS,-117.620653,49.32488,63kV,63
63_BTS_TSS,-117.612786,49.321964,63kV,63
230_ALH_GSS,-117.768849,49.343024,230kV,230
230_BRX_GSS,-117.619793,49.323118,230kV,230
230_WAX_GSS,-117.615993,49.004675,230kV,230
63_RUC_DSS,-118.436004,49.027013,63kV,63
287_KMO_GSS,-127.942556,53.563171,287kV,287
