component_id,asset_id,Flag,gen_node_code,project_name,location,latitude,longitude,Install capacity,CODERS AAG (GWh/y)
SNM,SNM01,1,BC_SNM00_GEN,SunMine,Kimberley,49.669012,-115.947628,1,2.05
