time,BMW,DKW,QTY,CSS,MKL,PSW,SHC,MLW
2021-01-01 00:00:00,29.963696966171266,98.70755905151367,136.13219440460205,91.49251636505127,184.92790438842775,2.3650816345214842,2.9916037940979,10.500188385009764
2021-01-01 01:00:00,52.368305969238286,101.41363792419433,145.20785550785064,98.4200846862793,185.3071120929718,3.1837518978118893,4.596364407539367,12.011707511901854
2021-01-01 02:00:00,68.1086053466797,93.28877037048339,148.26346006011963,98.88506488800047,185.1759735107422,3.7485116100311275,5.367597656249999,11.934662391662599
2021-01-01 03:00:00,69.65431457519533,92.94862129211425,148.4640335960388,99.0,184.40107489395143,4.909880628585815,5.617563476562499,11.417814666748047
2021-01-01 04:00:00,72.83122070312501,84.88878868103026,149.07364426422117,99.0,184.53901579475405,6.169268798828124,5.594187011718749,11.82770472717285
2021-01-01 05:00:00,63.430453319549564,68.97640136718749,147.3702467727661,99.0,181.78000720596313,6.9815954589843745,5.525971679687499,10.241381851196289
2021-01-01 06:00:00,38.3560249710083,57.44839833068847,136.41751379203797,99.0,173.21124401855468,7.429168701171875,5.896953125,7.92811018371582
2021-01-01 07:00:00,17.59774237060547,47.53201345825195,114.53389271450044,99.0,168.9642131919861,7.488687744140625,5.680634765624999,6.698931793212891
2021-01-01 08:00:00,8.716278671264648,28.75624893951416,76.90255959177017,99.0,142.23739548492432,8.275440940856933,6.9428601074218745,4.653806280136108
2021-01-01 09:00:00,2.2203309869766237,12.593925064086914,20.914685544490816,99.0,66.26530654048919,7.634857902526855,7.800986061096191,1.6049307098388674
2021-01-01 10:00:00,0.6320011377334596,0.0,0.572,99.0,33.8779585981369,8.3138330078125,8.863541374206541,0.39313292503356934
2021-01-01 11:00:00,2.9673241767883303,0.0,0.572,99.0,12.553476081848146,9.534425506591795,10.927082643508909,0.15794495773315428
2021-01-01 12:00:00,2.7332857327461246,0.0,5.875350412130356,99.0,2.5500301456451417,8.164129981994629,9.323259124755857,0.12265732765197752
2021-01-01 13:00:00,4.584885616302491,0.0,16.310000208854674,99.0,6.548601455688477,8.839654693603514,10.153407821655271,0.330542251586914
2021-01-01 14:00:00,7.387047640800477,0.0,19.8893304438591,99.0,21.84353956604004,12.064590821266172,13.94440140724182,0.655430965423584
2021-01-01 15:00:00,11.835078357696535,0.0,40.269747920989985,99.0,25.313229125976562,12.787246379852295,13.544120745658875,0.9531874198913575
2021-01-01 16:00:00,14.329747295379638,0.0,32.290590498447415,97.55737163543701,16.134893178939823,12.987534341812133,13.800262203216551,0.6843933868408203
2021-01-01 17:00:00,22.57957561016083,0.0,25.503428405761717,25.472379798889165,15.639771526336672,12.074983415603636,13.603566551208495,0.6390532684326172
2021-01-01 18:00:00,29.300039939880374,0.0,25.19424777936935,16.95502164840698,17.469448799133303,11.214083371162413,12.952793059349059,0.7327924308776855
2021-01-01 19:00:00,33.640026893615726,0.0,18.91860669565201,21.945471229553224,14.04717667770386,9.124257812499998,10.950134739875791,0.5988065490722657
2021-01-01 20:00:00,22.375928020477296,0.0,13.642385343551636,47.869984245300294,8.108441556453705,10.715985021591184,14.244353289604186,0.37154780387878417
2021-01-01 21:00:00,18.269988322257998,0.0,11.363779327869416,79.01732595443725,7.071203060150147,13.718853821754454,14.379824867248534,0.3389065055847168
2021-01-01 22:00:00,26.814983582496648,0.0,11.548535807132723,96.20360633850098,8.44025582265854,14.9330997467041,15.033537516593931,0.34753304672241203
2021-01-01 23:00:00,19.52104980945587,0.0,10.532893474102021,98.87889400482177,5.635487255096436,16.0,16.0,0.3124583587646484
2021-01-02 00:00:00,29.67192337036133,0.0,13.16482072019577,99.0,12.902520011901856,16.0,16.0,0.4462409782409668
2021-01-02 01:00:00,27.137185215950012,0.0,11.78419240951538,99.0,6.187160675048828,16.0,16.0,0.3128571853637695
2021-01-02 02:00:00,16.743981662750247,0.0,7.297117474079132,99.0,8.34039136648178,16.0,16.0,0.3035724239349365
2021-01-02 03:00:00,14.468070281982422,0.0,4.341316970586776,99.0,8.221978220939636,16.0,16.0,0.2710567169189453
2021-01-02 04:00:00,6.9069193153381345,0.0,1.2025375361442565,99.0,35.93523066997528,15.58225637435913,13.920006618499755,0.6590531463623047
2021-01-02 05:00:00,0.5427859783172608,0.0,9.445891935825347,99.0,120.80462520217897,13.841152825355529,9.839768180847166,2.341010187149048
2021-01-02 06:00:00,0.0,3.169839305877686,46.22993826293945,99.0,177.2963421363831,14.312405533790587,10.485475311279295,5.442066446304321
2021-01-02 07:00:00,0.0,2.7784697341918947,96.4454874982834,99.0,175.86172599029544,14.561833548545836,10.95472529888153,6.106713851928712
2021-01-02 08:00:00,0.0,1.0259243087768555,109.47613719558716,99.0,175.5737610549927,15.526461505889891,11.763248143196105,6.460565780639649
2021-01-02 09:00:00,0.0,2.7024322929382327,105.93353930473327,99.0,169.26439755249024,15.60285430908203,12.863560876846313,5.811615880966187
2021-01-02 10:00:00,0.0,1.7450164947509765,74.57468864250184,99.0,179.32054820632936,15.572738523483276,14.811619129180906,5.843867406845092
2021-01-02 11:00:00,0.0,8.169795455932617,113.76492177677154,99.0,185.27265823364257,15.94890058517456,15.110161781311033,9.097544647216797
2021-01-02 12:00:00,0.0,11.460001098632814,120.29524418735504,99.0,185.29802890777586,15.72744773864746,13.77999376296997,9.597570724487305
2021-01-02 13:00:00,0.0,13.18560715484619,117.72068044185639,99.0,184.96039794921876,15.55531271934509,14.510732221603392,8.949528778076171
2021-01-02 14:00:00,0.0,16.371318740844725,116.85501885318757,99.0,184.52961328315735,15.80712405204773,14.236211495399473,8.702024459838867
