time,BMW,DKW,QTY,CSS,MKL,PSW,SHC,MLW
2021-01-01 00:00:00,22.304755690513822,83.68382633502159,116.46467918611522,74.00344052516942,112.40779216732955,1.6313150313601366,2.2141223718881924,14.28589716910736
2021-01-01 01:00:00,38.98258188529499,85.97802787952638,124.22914638959122,79.60678285973304,112.63829226941856,2.19599283644715,3.4018252297184017,16.342375207801066
2021-01-01 02:00:00,50.6995449992174,79.08980156845976,126.84329659451593,79.98288066609524,112.5585801321663,2.5855358417296173,3.9726243419815743,16.237552453697834
2021-01-01 03:00:00,51.85015958290971,78.8014247037517,127.01489253929755,80.0758455780141,112.08756066674256,3.3865901094853887,4.157627087349526,15.53436188420697
2021-01-01 04:00:00,54.21502514389734,71.96833472567516,127.53643052822673,80.0758455780141,112.17140756999966,4.25525308603803,4.1403258812578905,16.092032569642246
2021-01-01 05:00:00,47.21716302992889,58.4778840515553,126.07912909239502,80.0758455780141,110.4943536658724,4.815555390933135,4.089838883930855,13.933781245736812
2021-01-01 06:00:00,28.551942946274746,48.70449472488253,116.70877743979165,80.0758455780141,105.28586036310858,5.1242690298020035,4.364406765962008,10.786489030197693
2021-01-01 07:00:00,13.099630019756988,40.29742805734257,97.98676300835633,80.0758455780141,102.70431724737402,5.165322289034105,4.204306915879165,9.114146073543454
2021-01-01 08:00:00,6.488333749753461,24.379419017393374,65.79216599437879,80.0758455780141,86.45851280782779,5.707985297803197,5.138495250962292,6.331676682856834
2021-01-01 09:00:00,1.6527980600158612,10.677073246126062,17.893064552959704,80.0758455780141,40.27913921450252,5.266143154170962,5.773604711538814,2.183567974554889
2021-01-01 10:00:00,0.4704569996548342,0.0,0.4893610713161753,80.0758455780141,20.592600893557037,5.734466225562916,6.560014828669886,0.5348719789482845
2021-01-01 11:00:00,2.208854297670327,0.0,0.4893610713161753,80.0758455780141,7.63058736350571,6.576369888151272,8.087266832658825,0.2148899945239175
2021-01-01 12:00:00,2.034637800872789,0.0,5.026517083982593,80.0758455780141,1.5500270744972628,5.631208565153998,6.90025753001072,0.1668798602104347
2021-01-01 13:00:00,3.412955138881357,0.0,13.953634921979313,80.0758455780141,3.9805449256135406,6.097151727545413,7.514660682401786,0.44971503777562716
2021-01-01 14:00:00,5.4988639448683765,0.0,17.015846247846696,80.0758455780141,13.27752057678062,8.321551386078491,10.320421166491187,0.8917382269881413
2021-01-01 15:00:00,8.809945302962383,0.0,34.45183039204193,80.0758455780141,15.386559470766509,8.820003049653316,10.02416857796542,1.2968469673262941
2021-01-01 16:00:00,10.666958516203582,0.0,27.625450978587654,78.90898006137562,9.807539457597542,8.958151669208968,10.213741987607895,0.931142679457363
2021-01-01 17:00:00,16.808070050525394,0.0,21.81885497706107,20.603256073539136,9.506581459898833,8.328719677908285,10.06816514202982,0.8694557605693702
2021-01-01 18:00:00,21.810734280191078,0.0,21.554342804750622,13.71401712413862,10.618744512273098,7.73491388173765,9.586519761648736,0.9969913805321783
2021-01-01 19:00:00,25.041388655463038,0.0,16.185366504184678,17.750526922368234,8.538528145587446,6.293456725669397,8.104327969693593,0.8146986006886269
2021-01-01 20:00:00,16.656476282240344,0.0,11.671420117182722,38.71948955806701,4.928688378820034,7.391350550607381,10.542419204646755,0.5055046181073868
2021-01-01 21:00:00,13.600044962962262,0.0,9.722012633018855,63.91292112237498,4.298206517761645,9.462579272443799,10.642683367771935,0.4610949167004179
2021-01-01 22:00:00,19.96087660104085,0.0,9.880076669076365,77.81399116373598,5.130380542028487,10.300105385803061,11.126504054374053,0.47283164704271585
2021-01-01 23:00:00,14.531325934641542,0.0,9.011167892562442,79.97788936621144,3.425511591814456,11.035999823762145,11.841794698917864,0.4251112284149435
2021-01-02 00:00:00,22.087561571282446,0.0,11.262850998811862,80.0758455780141,7.84275251876716,11.035999823762145,11.841794698917864,0.6071274622932775
2021-01-02 01:00:00,20.20072112774847,0.0,10.081687101602077,80.0758455780141,3.7608443872588677,11.035999823762145,11.841794698917864,0.4256538468494358
2021-01-02 02:00:00,12.46409682676114,0.0,6.242876266845013,80.0758455780141,5.069678274991263,11.035999823762145,11.841794698917864,0.41302158329868244
2021-01-02 03:00:00,10.769925130304657,0.0,3.714111055331185,80.0758455780141,4.997701250766606,11.035999823762145,11.841794698917864,0.36878275350069295
2021-01-02 04:00:00,5.141459949906621,0.0,1.0288025471773903,80.0758455780141,21.84310666361719,10.747861162577745,10.302366286490749,0.8966663389915734
2021-01-02 05:00:00,0.4040458910084225,0.0,8.081209435755792,80.0758455780141,73.43067693048727,9.546935008830534,7.28253216765854,3.18503150411934
2021-01-02 06:00:00,0.0,2.687375562033269,39.55093027138583,80.0758455780141,107.76897323745065,9.87198155928283,7.760427872296331,7.404133982047671
2021-01-02 07:00:00,0.0,2.3555741925690197,82.51165574435447,80.0758455780141,106.89694673543289,10.044024529712846,8.107725498274794,8.308411519012566
2021-01-02 08:00:00,0.0,0.8697740326427704,93.65971989788308,80.0758455780141,106.72190823755969,10.70937665266566,8.70612309400969,8.789840240222128
2021-01-02 09:00:00,0.0,2.291109990536528,90.62893406027699,80.0758455780141,102.88678328092924,10.762068587825981,9.520477937540369,7.906919744445806
2021-01-02 10:00:00,0.0,1.4794171662403144,63.80061106147712,80.0758455780141,108.99937995171506,10.741296225040962,10.962259555395306,7.950799145972602
2021-01-02 11:00:00,0.0,6.926315985284508,97.32888810993323,80.0758455780141,112.6173496092416,11.00075400294915,11.18321460510752,12.377548150187916
