cascade_group,cascade_order,station_asset_id,upper_reservoir_id,lower_reservoir_id,hydro_type,travel_time_h,travel_time_evidence_class,travel_time_source,travel_time_low_h,travel_time_high_h,travel_time_method,travel_time_sensitivity_cases,minimum_release_m3_per_s,minimum_release_evidence_class,minimum_release_source,minimum_release_rule_type,minimum_release_schedule_id,minimum_release_locator,minimum_release_note,max_discharge_m3_per_s,spill_capacity_m3_per_s,resolution_status,notes
Kootenay,1,,BC_DUN_RES,,,,unknown,,,,,,,unknown,,unknown,,,,,,topology_review_required,Cascade-labelled reservoir has no processed generating edge.
