asset_id,component_id,connecting_node_code,num_of_units,latitude,longitude,capacity,capacity_factor,annual_avg_energy,p_min,nominal_head,max_spill,max_water_discharge,min_water_discharge,gen_type,cascade_group,cascade_order,upper_reservoir_id,lower_reservoir_id,max_level,min_level,min_storage,max_storage,ramp_up,ramp_down,min_up,min_down,min_gen,spinning_reserve_capability,forced_outage_rate,planned_outage_rate,start_up_cost_cold,shutdown_cost,typical_plant_size_MW,capital_cost_CAD_per_kW,service_life_years,fixed_om_cost_CAD_per_MWyear,variable_om_cost_CAD_per_MWh,average_fuel_price_CAD_per_MMBtu,carbon_emissions_tCO2eq_per_MWh,start_year,closure_year,hydro_type,sources
BC_BRC_DSS,BC_BRC00_GEN,BC_TSV_DSS,1.0,49.927814,-126.760236,4,DEFAULT,16.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2012,2052.0,ror,
BC_BRD_GSS,BC_BRD01_GEN,BC_BRD_GSS,4.0,49.32488,-117.620653,152,DEFAULT,435.16,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Brilliant,Columbia (U.S.),450.9,447.9,DEFAULT,DEFAULT,5.7,5.7,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1944,2054.0,ror,
BC_BRL_GSS,BC_BRL00_GEN,BC_BRL_GSS,1.0,54.027253,-129.843668,7,DEFAULT,57.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,,,,,DEFAULT,DEFAULT,1.05,1.05,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1996,2036.0,ror,
BC_BRX_GSS,BC_BRX00_GEN,BC_BRX_GSS,1.0,49.323118,-117.619793,128,DEFAULT,428.67,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Brilliant,Columbia (U.S.),,,DEFAULT,DEFAULT,19.2,19.2,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2007,2077.0,ror,
BC_BSV_GSS,BC_BSV00_GEN,BC_BSV_GSS,1.0,49.693045,-121.859106,41,DEFAULT,158.62,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2016,2056.0,ror,
BC_CCK_DSS,BC_CCK00_GEN,BC_PAL_DSS,1.0,49.185606,-124.739465,6,DEFAULT,24.73,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2005,2045.0,ror,
BC_CMS_DFS,BC_CMS01_GEN,BC_CMS_DFS,2.0,49.933702,-123.290985,180,DEFAULT,522.18,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Daisy,,373.5,362.1,DEFAULT,DEFAULT,13.5,13.5,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1988,2058.0,ror,
BC_CNK_GSS,BC_CNK00_GEN,BC_CNK_GSS,1.0,49.176919,-125.395572,6,DEFAULT,16.2,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2010,2050.0,ror,
BC_COM_GSS,BC_COM00_GEN,BC_COM_GSS,1.0,49.710933,-123.532108,45,DEFAULT,130.54,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Clowhom Lake,,52.5,45,DEFAULT,DEFAULT,6.75,6.75,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1958,2028.0,ror,
BC_COR_GSS,BC_COR01_GEN,BC_COR_GSS,3.0,49.468877,-117.46863,51,DEFAULT,147.96,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Kootenay Lake,Upper Bonnington,,,DEFAULT,DEFAULT,2.55,2.55,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1932,2042.0,ror,
BC_CRC_GSS,BC_CRC00_GEN,BC_PIN_GSS,1.0,50.771577,-118.104136,12,DEFAULT,9.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2008,2048.0,ror,
BC_CSC_DSS,BC_CSC00_GEN,BC_REG_DSS,1.0,53.109167,-120.194167,6,DEFAULT,34.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2014,2054.0,ror,
BC_CTN_GSS,BC_CTN00_GEN,BC_CTN_GSS,1.0,49.877182,-123.159893,15,DEFAULT,73.91,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2014,2054.0,ror,
BC_CYK_DSS,BC_CYK00_GEN,BC_GLD_DSS,1.0,49.842749,-126.127661,3,DEFAULT,12.39,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2009,2049.0,ror,
BC_DGL_GSS,BC_DGL00_GEN,BC_DGL_GSS,1.0,49.767563,-122.150954,29,DEFAULT,142.93,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2009,2049.0,ror,
BC_DSQ_GSS,BC_DSQ00_GEN,BC_DSQ_GSS,1.0,54.383481,-128.914853,20,DEFAULT,80.87,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2014,2054.0,ror,
BC_DTR_GSS,BC_DTR00_GEN,BC_DTR_GSS,1.0,49.296427,-125.275533,6,DEFAULT,27.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1996,2036.0,ror,
BC_EDR_DSS,BC_EDR00_GEN,BC_DUC_DSS,1.0,50.019015,-119.358938,1,DEFAULT,4.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,0.15,0.15,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2008,2048.0,ror,
BC_ELK_GSS,BC_ELK01_GEN,BC_ELK_GSS,2.0,49.290067,-115.104613,12,DEFAULT,34.82,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,,,,,DEFAULT,DEFAULT,0.8999999999999999,0.8999999999999999,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1924,2034.0,ror,
BC_ETR_GSS,BC_ETR00_GEN,BC_ETR_GSS,2.0,50.675081,-123.960276,147,DEFAULT,732.07,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2010,2050.0,ror,
BC_ETW_DSS,BC_ETW00_GEN,BC_REG_DSS,1.0,53.458136,-120.383395,2,DEFAULT,6.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1991,2031.0,ror,
BC_FKR_GSS,BC_FKR01_GEN,BC_FKR_GSS,9.0,56.717162,-130.686601,216,DEFAULT,1051.1100000000001,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2014,2054.0,ror,
BC_FLS_GSS,BC_FLS01_GEN,BC_FLS_GSS,2.0,53.983531,-129.734244,8,DEFAULT,20.3,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,,,,,DEFAULT,DEFAULT,0.6,0.6,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1930,2040.0,ror,
BC_FRE_GSS,BC_FRE00_GEN,BC_FRE_GSS,1.0,49.783363,-122.234664,25,DEFAULT,125.64,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2009,2049.0,ror,
BC_FRI_GSS,BC_FRI00_GEN,BC_FRI_GSS,1.0,49.579288,-123.201977,10,DEFAULT,39.5,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2004,2044.0,ror,
BC_FZC_DSS,BC_FZC00_GEN,BC_CKY_DSS,1.0,50.105636,-122.944814,8,DEFAULT,36.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2010,2050.0,ror,
BC_GMS_GSS,BC_GMS01_GEN,BC_GMS_GSS,10.0,56.014797,-122.195744,3050,DEFAULT,16047.5,DEFAULT,DEFAULT,9200.0,1968.02,0,hydro_monthly,Peace,1,BC_GMS_RES,BC_PCN_RES,672.08,642.03,DEFAULT,DEFAULT,45.75,45.75,1.0,1.0,,0.2,0.05,0.1,0,0.0,700,8710.0,100,13752,1.14,0.0,0.0,1968,2038.0,reservoir,
BC_HAA_GSS,BC_HAA00_GEN,BC_HAS_GSS,1.0,49.247923,-125.38367,6,DEFAULT,20.5,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2015,2055.0,ror,
BC_HAC_DSS,BC_HAC00_GEN,BC_REG_DSS,1.0,52.934167,-119.456183,2,DEFAULT,12.5,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2007,2047.0,ror,
BC_HNC_DSS,BC_HNC00_GEN,BC_HOP_DSS,1.0,49.364824,-121.571363,11,DEFAULT,37.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2018,2058.0,ror,
BC_HYS_DSS,BC_HYS00_GEN,BC_VLM_DSS,1.0,52.841271,-119.352397,6,DEFAULT,20.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2002,2042.0,ror,
BC_JHT_GSS,BC_JHT01_GEN,BC_JHT_GSS,3.0,50.044,-125.310893,138,DEFAULT,400.32,DEFAULT,DEFAULT,1238.0,124.0,0,hydro_daily,Campbell,3,BC_JHT_RES,,140.06,133.43,DEFAULT,DEFAULT,6.8999999999999995,6.8999999999999995,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2021,2091.0,reservoir-impute,
BC_JMC_GSS,BC_JMC00_GEN,BC_JMC_GSS,1.0,50.604008,-124.024891,66,DEFAULT,329.01,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2016,2056.0,ror,
BC_JME_GSS,BC_JME00_GEN,BC_JME_GSS,1.0,50.82821,-123.05682,21,DEFAULT,74.34,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2014,2054.0,ror,
BC_JOR_DFS,BC_JOR00_GEN,BC_JOR_DFS,1.0,48.429655,-124.052251,170,DEFAULT,493.16,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Elliott,,335.89,311.51,DEFAULT,DEFAULT,25.5,25.5,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1971,2041.0,ror,
BC_KCH_GSS,BC_KCH00_GEN,BC_KCH_GSS,1.0,50.105063,-121.567135,50,DEFAULT,223.38,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2013,2053.0,ror,
BC_KCL_GSS,BC_KCL01_GEN,BC_KCL_GSS,4.0,49.453258,-117.517897,590,DEFAULT,1714.47,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Corra Linn,Brilliant,,,DEFAULT,DEFAULT,21.9,21.9,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1975,2045.0,ror,
BC_KKS_GSS,BC_KKS00_GEN,BC_KKS_GSS,1.0,50.519857,-126.875511,45,DEFAULT,174.93,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2014,2054.0,ror,
BC_KMO_GSS,BC_KMO01_GEN,BC_KMO_GSS,8.0,53.563171,-127.942556,904,DEFAULT,3307.04,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_monthly,DEFAULT,DEFAULT,Nechako,,,,DEFAULT,DEFAULT,16.95,16.95,1.0,1.0,,0.2,0.05,0.1,0,0.0,700,8710.0,100,13752,1.14,0.0,0.0,1949,2059.0,ror,
BC_LAJ_DFS,BC_LAJ00_GEN,BC_LAJ_DFS,1.0,50.83972,-122.85589,25,DEFAULT,72.52,DEFAULT,DEFAULT,127.0,50.6,0,hydro_daily,Bridge,1,BC_LAJ_RES,BC_BR0_RES,749.81,707.67,DEFAULT,DEFAULT,3.75,3.75,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1957,2027.0,reservoir,
BC_LB0_DFS,BC_LB00_GEN,BC_LB1_DFS,1.0,49.375179,-122.868653,55,DEFAULT,159.55,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,8.25,8.25,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1951,2031.0,ror,
BC_LBO_GSS,BC_LBO01_GEN,BC_LBO_GSS,3.0,49.461709,-117.500425,46,DEFAULT,133.45,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Lower Bonnington,South Slocan,,,DEFAULT,DEFAULT,2.4,2.4,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1897,2047.0,ror,
BC_LCH_GSS,BC_LCH00_GEN,BC_LCH_GSS,1.0,49.817606,-123.397341,11,DEFAULT,48.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2010,2050.0,ror,
