asset_id,component_id,connecting_node_code,num_of_units,latitude,longitude,capacity,capacity_factor,annual_avg_energy,p_min,nominal_head,max_spill,max_water_discharge,min_water_discharge,gen_type,cascade_group,cascade_order,upper_reservoir_id,lower_reservoir_id,max_level,min_level,min_storage,max_storage,ramp_up,ramp_down,min_up,min_down,min_gen,spinning_reserve_capability,forced_outage_rate,planned_outage_rate,start_up_cost_cold,shutdown_cost,typical_plant_size_MW,capital_cost_CAD_per_kW,service_life_years,fixed_om_cost_CAD_per_MWyear,variable_om_cost_CAD_per_MWh,average_fuel_price_CAD_per_MMBtu,carbon_emissions_tCO2eq_per_MWh,start_year,closure_year,hydro_type,sources
BC_LDR_GSS,BC_LDR01_GEN,BC_LDR_GSS,2.0,50.017315,-125.393017,48,DEFAULT,136.34,DEFAULT,DEFAULT,1266.0,167.9,0,hydro_daily,Campbell,2,BC_LDR_RES,BC_JHT_RES,178.3,163.65,DEFAULT,DEFAULT,3.5999999999999996,3.5999999999999996,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1956,2026.0,reservoir,
BC_LLK_DSS,BC_LLK00_GEN,BC_SAY_DSS,1.0,49.769902,-124.316989,37,DEFAULT,175.44,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1931,2041.0,ror,
BC_LMN_GSS,BC_USR02_GEN,BC_LMN_GSS,1.0,49.568962,-122.344598,33,DEFAULT,161.62,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2009,2049.0,ror,
BC_LNL_GSS,BC_LNL01_GEN,BC_LNL_GSS,2.0,56.062314,-130.018495,32,DEFAULT,154.06,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,,,,,DEFAULT,DEFAULT,2.4,2.4,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2013,2053.0,ror,
BC_LZT_DSS,BC_LZT00_GEN,BC_HOP_DSS,1.0,49.327714,-121.601253,3,DEFAULT,10.31,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2016,2056.0,ror,
BC_MAM_GSS,BC_MAM00_GEN,BC_MAM_GSS,1.0,49.721443,-123.091894,58,DEFAULT,250.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1996,2036.0,ror,
BC_MCA_GSS,BC_MCA01_GEN,BC_MCA_GSS,6.0,52.075872,-118.570515,2972,DEFAULT,11695.880000000001,DEFAULT,DEFAULT,4290.0,1590.0,0,hydro_monthly,Mica/Columbia,1,BC_MCA_RES,BC_REV_RES,754.38,707.41,DEFAULT,DEFAULT,73.8,73.8,1.0,1.0,,0.2,0.05,0.1,0,0.0,700,8710.0,100,13752,1.14,0.0,0.0,1976,2046.0,reservoir,
BC_MCK_ISS,BC_MCK00_GEN,BC_GRP_ISS,1.0,49.872036,-126.213578,4,DEFAULT,19.5,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2004,2044.0,ror,
BC_MCN_DSS,BC_MCN00_GEN,BC_GIB_DSS,1.0,49.515817,-123.501548,10,DEFAULT,38.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2004,2044.0,ror,
BC_MCP_DSS,BC_MCP00_GEN,BC_TIS_DSS,1.0,50.349883,-122.871352,30,DEFAULT,118.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2003,2043.0,ror,
BC_MCY_GSS,BC_MCY00_GEN,BC_FKR_GSS,1.0,56.687197,-130.797452,66,DEFAULT,244.4,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2015,2055.0,ror,
BC_MIK_DSS,BC_MIK00_GEN,BC_REG_DSS,1.0,53.368676,-120.375396,1,DEFAULT,4.13,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2010,2050.0,ror,
BC_MRK_GSS,BC_MRK00_GEN,BC_M3C_GSS,1.0,49.234215,-125.356863,5,DEFAULT,17.5,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2005,2045.0,ror,
BC_MTR_GSS,BC_MTR00_GEN,BC_MTC_GSS,2.0,50.623136,-124.187332,78,DEFAULT,436.85,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2010,2050.0,ror,
BC_NSI_DSS,BC_NSI00_GEN,BC_MSA_DSS,1.0,49.829455,-123.664242,33,DEFAULT,147.72,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2019,2059.0,ror,
BC_NWS_GSS,BC_NWS00_GEN,BC_NWS_GSS,1.0,49.628056,-122.462532,18,DEFAULT,64.67,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2013,2053.0,ror,
BC_PCN_GSS,BC_PCN01_GEN,BC_PCN_GSS,4.0,55.982571,-121.99497,700,DEFAULT,3814.4,DEFAULT,DEFAULT,10280.0,1982.0,283,hydro_monthly,Peace,2,BC_PCN_RES,BC_STC_RES,502.92,500,DEFAULT,DEFAULT,26.25,26.25,1.0,1.0,,0.2,0.05,0.1,0,0.0,700,8710.0,100,13752,1.14,0.0,0.0,1980,2050.0,reservoir-impute,
BC_PIN_GSS,BC_PIN00_GEN,BC_PIN_GSS,1.0,50.550065,-117.948415,45,DEFAULT,193.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2003,2043.0,ror,
BC_PTM_DSS,BC_PTM00_GEN,BC_REG_DSS,1.0,53.678543,-120.910996,5,DEFAULT,26.4,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1993,2033.0,ror,
BC_PUN_DFS,BC_PUN00_GEN,BC_PUN_DFS,1.0,49.664965,-125.093905,24,DEFAULT,69.62,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,,,135.33,130.5,DEFAULT,DEFAULT,3.5999999999999996,3.5999999999999996,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1982,2052.0,ror,
BC_PWL_DSS,BC_PWL00_GEN,BC_POW_DSS,1.0,49.872348,-124.557704,46,DEFAULT,180.18,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1911,2061.0,ror,
BC_REV_GSS,BC_REV01_GEN,BC_REV_GSS,5.0,51.048563,-118.193945,2500,DEFAULT,8799.85,DEFAULT,DEFAULT,7110.0,2055.0,0,hydro_monthly,Mica/Columbia,2,BC_REV_RES,BC_ALH_RES,573.02,554.54,DEFAULT,DEFAULT,75.0,75.0,1.0,1.0,,0.2,0.05,0.1,0,0.0,700,8710.0,100,13752,1.14,0.0,0.0,1984,2054.0,reservoir,
BC_RGR_DSS,BC_RGR01_GEN,BC_JUL_DSS,2.0,50.388421,-127.233472,8,DEFAULT,39.76,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,0.6,0.6,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2012,2052.0,ror,
BC_RUS_GSS,BC_RUS01_GEN,BC_RUS_GSS,3.0,49.194973,-122.408341,114,DEFAULT,333.57,DEFAULT,DEFAULT,4430.0,348.0,0,hydro_daily,Stave,3,BC_RUS_RES,,42.8,41.1,DEFAULT,DEFAULT,5.7,5.7,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1930,2040.0,reservoir-impute,
BC_RUT_GSS,BC_RUT00_GEN,BC_RUT_GSS,1.0,50.272697,-122.866954,50,DEFAULT,172.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2004,2044.0,ror,
BC_SCA_GSS,BC_SCA01_GEN,BC_SCA_GSS,2.0,49.998082,-125.585578,66,DEFAULT,188.56,DEFAULT,DEFAULT,577.0,197.4,0,hydro_daily,Campbell,1,BC_SCA_RES,BC_LDR_RES,221,210,DEFAULT,DEFAULT,4.95,4.95,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1958,2028.0,reservoir,
BC_SCB_GSS,BC_SCB00_GEN,BC_SCB_GSS,1.0,50.771577,-118.104136,12,DEFAULT,26.36,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2008,2048.0,ror,
BC_SCG_GSS,BC_SCG00_GEN,BC_SCG_GSS,,49.677482,-123.54807,17,DEFAULT,84.6,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2018,2058.0,ror,
BC_SCN_DFS,BC_SCN00_GEN,BC_SPN_DFS,1.0,50.903362,-116.408943,5,DEFAULT,8.7,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1954,2024.0,ror,
BC_SEV_GSS,BC_SEV01_GEN,BC_SEV_GSS,4.0,49.030161,-117.504098,804,DEFAULT,2335.28,DEFAULT,DEFAULT,2000.0,1473.0,0,hydro_daily,Seven Mile,1,BC_SEV_RES,Waneta,527.3,514.8,DEFAULT,DEFAULT,30.15,30.15,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1979,2049.0,reservoir,Temporarily removed BC_WAN_RES as downstream since it run as RoR
BC_SFL_GSS,BC_SFL01_GEN,BC_SFL_GSS,2.0,49.228836,-122.356118,92,DEFAULT,263.98,DEFAULT,DEFAULT,1450.0,297.0,0,hydro_daily,Stave,2,BC_SFL_RES,BC_RUS_RES,82.08,73,DEFAULT,DEFAULT,6.8999999999999995,6.8999999999999995,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2000,2040.0,reservoir-impute,
BC_SHW_DSS,BC_SHW00_GEN,BC_ACK_DSS,1.0,50.296008,-118.813327,6,DEFAULT,17.41,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,0.8999999999999999,0.8999999999999999,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1929,2039.0,ror,
BC_SKK_GSS,BC_SKK00_GEN,BC_SKK_GSS,1.0,49.711062,-122.034255,22,DEFAULT,109.54,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2009,2049.0,ror,
BC_SKO_GSS,BC_SKO00_GEN,BC_SKO_GSS,1.0,49.720472,-122.995573,29,DEFAULT,102.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2014,2054.0,ror,
BC_SKW_DSS,BC_SKW00_GEN,BC_ROS_DSS,1.0,49.332617,-121.880117,6,DEFAULT,21.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2014,2054.0,ror,
BC_SLC_GSS,BC_SLC01_GEN,BC_SLC_GSS,3.0,49.455487,-117.519712,57,DEFAULT,165.35999999999999,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,South Slocan,Brilliant,,,DEFAULT,DEFAULT,2.85,2.85,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1928,2038.0,ror,
BC_SON_DFS,BC_SON00_GEN,BC_SON_DFS,1.0,50.672742,-121.924124,48,DEFAULT,139.25,5.0,DEFAULT,410.4,142.76,0,hydro_daily,Bridge,3,BC_SON_RES,,236.36,235.76,DEFAULT,DEFAULT,7.199999999999999,7.199999999999999,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1956,2026.0,reservoir,
BC_SOO_DSS,BC_SOO00_GEN,BC_TIS_DSS,1.0,50.284228,-122.977625,13,DEFAULT,78.1,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1994,2034.0,ror,
BC_SSH_GSS,BC_SSH00_GEN,BC_SSH_GSS,1.0,49.287612,-125.309211,5,DEFAULT,26.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2005,2045.0,ror,
BC_STC_GSS,BC_STC01_GEN,BC_STC_GSS,6.0,56.196554,-120.913957,1134,DEFAULT,5364.42,DEFAULT,DEFAULT,10280.0,793.0,0,hydro_monthly,Peace,3,BC_STC_RES,,461.8,460.011,DEFAULT,DEFAULT,28.349999999999998,28.349999999999998,1.0,1.0,,0.2,0.05,0.1,0,0.0,700,8710.0,100,13752,1.14,0.0,0.0,2025,2095.0,reservoir-impute,Copied from CODERS
BC_TPA_GSS,BC_TPA00_GEN,BC_TPA_GSS,1.0,49.740918,-122.162222,19,DEFAULT,96.22,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2009,2049.0,ror,
BC_TRE_GSS,BC_TRE00_GEN,BC_TRE_GSS,1.0,49.628402,-122.032922,14,DEFAULT,80.7,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2018,2058.0,ror,
BC_TWY_GSS,BC_TWY00_GEN,BC_TWY_GSS,1.0,49.70379,-122.079577,21,DEFAULT,80.7,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2015,2055.0,ror,
BC_TYS_DSS,BC_TYS00_GEN,BC_MSA_DSS,1.0,49.837085,-123.685752,9,DEFAULT,46.22,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,1.3499999999999999,1.3499999999999999,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2009,2049.0,ror,
BC_UBO_GSS,BC_UBO01_GEN,BC_UBO_GSS,6.0,49.460113,-117.484182,65,DEFAULT,182.78,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Upper Bonnington,Lower Bonnington,,,DEFAULT,DEFAULT,0.8999999999999999,0.8999999999999999,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1907,2057.0,ror,
BC_UCH_GSS,BC_UCH00_GEN,BC_UCH_GSS,1.0,49.854277,-123.446116,11,DEFAULT,48.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2010,2050.0,ror,
BC_ULR_GSS,BC_ULR00_GEN,BC_ULR_GSS,1.0,50.657,-123.447636,74,DEFAULT,333.82,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2016,2056.0,ror,
BC_UMH_GSS,BC_UMH00_GEN,BC_UMH_GSS,1.0,49.717831,-123.054632,25,DEFAULT,108.0,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2005,2045.0,ror,
BC_USR_GSS,BC_USR00_GEN,BC_USR_GSS,1.0,49.566047,-122.350299,38,DEFAULT,188.31,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2009,2049.0,ror,
BC_VCC_GSS,BC_VCC00_GEN,BC_FKR_GSS,1.0,56.728912,-130.597699,18,DEFAULT,50.55,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2015,2055.0,ror,
BC_WAH_GSS,BC_WAH00_GEN,BC_WAH_GSS,1.0,49.236626,-121.680665,65,DEFAULT,188.56,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Jones Lake,,52.5,45,DEFAULT,DEFAULT,9.75,9.75,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1952,2022.0,ror,
BC_WAN_GSS,BC_WAN01_GEN,BC_WAN_GSS,4.0,49.004148,-117.612867,480,DEFAULT,1392.44,DEFAULT,DEFAULT,DEFAULT,838.0,0,hydro_daily,Seven Mile,2,BC_WAN_RES,Columbia (U.S.),462.7,458.1,DEFAULT,DEFAULT,18.0,18.0,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1954,2024.0,ror,
BC_WAX_GSS,BC_WAX01_GEN,BC_WAX_GSS,2.0,49.004675,-117.615993,336,DEFAULT,1254.7,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,Waneta,Columbia (U.S.),,,DEFAULT,DEFAULT,25.2,25.2,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2015,2055.0,ror,
BC_WCC_DSS,BC_WCC00_GEN,BC_GCL_DSS,1.0,49.217653,-125.508224,4,DEFAULT,11.08,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_run,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,2019,2059.0,ror,
BC_WDN_GSS,BC_WDN00_GEN,BC_WDN_GSS,1.0,50.660512,-121.98331,18,DEFAULT,54.0,DEFAULT,DEFAULT,1000.0,43.0,0,hydro_run,Bridge,2,BC_WDN_RES,BC_SON_RES,DEFAULT,DEFAULT,DEFAULT,DEFAULT,,,1.0,1.0,,0.0,0.05,0.1,0,0.0,65,3250.0,80,49866,2.84,0.0,0.0,1994,2034.0,ror-water,Spill value imputed to ensure can spill easily. See hydro doc for reasoning.
BC_WGS_GSS,BC_WGS00_GEN,BC_WGS_GSS,1.0,49.910565,-118.071814,54,DEFAULT,156.65,15.0,DEFAULT,257.0,34.4,0,hydro_daily,Mica/Columbia,2,BC_WGS_RES,BC_ALH_RES,641.3,634,DEFAULT,DEFAULT,8.1,8.1,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1951,2021.0,reservoir,
BC_WHN_GSS,BC_WHN01_GEN,BC_WHN_GSS,2.0,50.813937,-118.06001,8,DEFAULT,23.2,DEFAULT,DEFAULT,11.0,4.33,0,hydro_daily,Mica/Columbia,2,BC_WHN_RES,BC_ALH_RES,701.95,698,DEFAULT,DEFAULT,0.6,0.6,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,1960,2030.0,ror-water,
BC_ZBL_GSS,BC_ZBL01_GEN,BC_ZBL_GSS,3.0,50.053521,-126.779654,21,DEFAULT,108.6,DEFAULT,DEFAULT,DEFAULT,DEFAULT,DEFAULT,hydro_daily,DEFAULT,DEFAULT,,,,,DEFAULT,DEFAULT,1.3499999999999999,1.3499999999999999,1.0,1.0,,0.1,0.05,0.1,0,0.0,100,3599.7,80,39482,2.41,0.0,0.0,2009,2049.0,ror,
